title;slug;topCategoryName;origin;price_unit;price
Café dosettes café long intense L'OR TASSIMO;cafe;Epicerie sucrée;;35.08;4.49
Café dosettes Colombia SENSEO;cafe;Epicerie sucrée;;23.83;5.29
Café dosettes espresso 7 classique SENSEO;cafe;Epicerie sucrée;;23.83;5.29
Café dosettes corsé SENSEO;cafe;Epicerie sucrée;;18.18;9.09
Café capsules delizioso intensité 5 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;54.04;14.05
Café capsules ristretto intensité 11 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;54.04;14.05
Café capsules  splendente compatibles Nespresso intensité 7 L'OR;cafe;Epicerie sucrée;;54.04;14.05
Café capsules supremo intensité 10 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;54.04;14.05
Café dosettes Compatibles Senseo Espresso Forte SATI;cafe;Epicerie sucrée;;17.84;12.49
Café dosettes Compatibles Senseo Espresso Classico SATI;cafe;Epicerie sucrée;;17.84;12.49
Café dosettes Compatibles Senseo dosette Heure exquise SATI;cafe;Epicerie sucrée;;23.21;5.85
Café dosettes Compatibles Malongo la tierra bio MALONGO CAFE;cafe;Epicerie sucrée;;55.67;5.79
Café dosettes Compatibles Malongo Espresso du Brésil MALONGO CAFE;cafe;Epicerie sucrée;;48.56;5.05
Café dosettes Compatibles Malongo Espresso la grande réserve tasse MALONGO CAFE;cafe;Epicerie sucrée;;37.98;3.95
Café dosettes Compatibles Malongo pur matin arabica bio MALONGO CAFE;cafe;Epicerie sucrée;;41.35;3.97
Café dosettes classique extra long SENSEO;cafe;Epicerie sucrée;;18.20;4.55
Café dosettes extra long corsé SENSEO;cafe;Epicerie sucrée;;18.76;4.69
Café dosettes extra corsé SENSEO;cafe;Epicerie sucrée;;20.04;5.55
Café en dosettes compatible machine senseo, intermezzo, intensité 10 SEGAFREDO ZANETTI;cafe;Epicerie sucrée;;17.98;7.55
Café dosettes Compatibles Senseo Dégustation MEO;cafe;Epicerie sucrée;;15.83;3.99
Café Dosettes Décaféiné Bio Compatibles Senseo MEO;cafe;Epicerie sucrée;;19.80;4.99
Café dosettes Compatibles Senseo Espresso MEO;cafe;Epicerie sucrée;;10.85;4.1
Café dosettes Compatibles Senseo Arôme Exquis MEO;cafe;Epicerie sucrée;;10.85;4.1
Café capsules  Compatibles Nespresso végétale intensité 6  MEO;cafe;Epicerie sucrée;;56.51;5.99
Café capsules  Compatibles Nespresso végétale intensité 8  MEO;cafe;Epicerie sucrée;;56.51;5.99
Café dosettes Compatibles Senseo Bistro corsé WARCA;cafe;Epicerie sucrée;;14.88;5.0
Café dosettes Compatibles Senseo bistro classic équilibré WARCA;cafe;Epicerie sucrée;;14.88;5.0
Café capsules  Compatibles Nespresso goût corsé intensité 8   FOLLIET;cafe;Epicerie sucrée;;50.96;2.65
Café capsules  Compatibles Nespresso à l'ancienne intensité 5 FOLLIET;cafe;Epicerie sucrée;;55.77;2.9
Café dosettes Compatibles Senseo riche corsé LAUNAY;cafe;Epicerie sucrée;;13.16;3.29
Café dosettes Compatibles Senseo doux subtil LAUNAY;cafe;Epicerie sucrée;;13.16;3.29
Café capsules  Compatibles Nespresso Suave biodégradables intensité 3 LAUNAY;cafe;Epicerie sucrée;;50.00;2.65
Café capsules  Compatibles Nespresso italien biodégradables intensité 8  LAUNAY;cafe;Epicerie sucrée;;50.00;2.65
Café dosettes Compatibles Nespresso arabica CAFE DU CHTI;cafe;Epicerie sucrée;;28.60;4.29
Café dosettes  Compatibles Senseo Colombie intensité 9  BONIFIEUR;cafe;Epicerie sucrée;;17.81;3.99
Café dosettes  Compatibles Senseo corsé Arabica - Robusta intensité 11  BONIFIEUR;cafe;Epicerie sucrée;;16.07;4.95
Café capsules  Compatibles Nespresso Espresso Forte intensité 8  CAFE ROYAL;cafe;Epicerie sucrée;;49.28;13.75
Café capsules  Compatibles Nespresso Espresso Ethiopie intensité 7  CARREFOUR SELECTION;cafe;Epicerie sucrée;;50.96;2.65
Café capsules  Compatibles Nespresso Espresso Forte intensité 9  CARREFOUR SELECTION;cafe;Epicerie sucrée;;33.25;17.29
Café capsules  Compatibles Nespresso Lungo Forte intensité 8  CARREFOUR SELECTION;cafe;Epicerie sucrée;;33.25;17.29
Café dosettes Compatibles Senseo Dolce SIMPL;cafe;Epicerie sucrée;;10.93;3.65
Café dosettes Compatibles Senseo décaféinées  SIMPL;cafe;Epicerie sucrée;;10.93;3.65
Café capsules Compatibles Nespresso lungo intensité 7 CARREFOUR EXTRA;cafe;Epicerie sucrée;;35.96;8.99
Café dosettes  Compatibles Senseo saveur caramel intensité 6  LE TEMPS DES CERISES;cafe;Epicerie sucrée;;35.12;2.95
Café dosettes  Compatibles Senseo saveur noisette intensité 5  LE TEMPS DES CERISES;cafe;Epicerie sucrée;;24.55;2.75
Café dosettes  Compatibles Senseo saveur vanille intensité 4  LE TEMPS DES CERISES;cafe;Epicerie sucrée;;24.55;2.75
Café capsules  Compatibles Nespresso saveur noisette intensité 5  LE TEMPS DES CERISES;cafe;Epicerie sucrée;;63.96;3.39
Café capsules  Compatibles Nespresso vanille intensité 4  LE TEMPS DES CERISES;cafe;Epicerie sucrée;;58.00;2.9
Café capsules  Compatibles Nespresso caramel intensité 4  LE TEMPS DES CERISES;cafe;Epicerie sucrée;;52.83;2.8
Capsules de café cappuccino compatibles Nescafé et Dolce Gusto COLUMBUS;cafe;Epicerie sucrée;;36.39;5.24
Capsules de café latte vanille macadamia compatibles Nescafé et Dolce Gusto COLUMBUS;cafe;Epicerie sucrée;;36.39;5.24
Café capsules  Compatibles Dolce Gusto Latte Ours Speculoos  COLUMBUS CAFE;cafe;Epicerie sucrée;;38.12;5.49
Capsules Café Compatible Dolce Gusto au Chocolat blanc  COLUMBUS;cafe;Epicerie sucrée;;27.08;5.85
Café capsules  Compatibles Nespresso Colombie excelso Bio SANS MARQUE;cafe;Epicerie sucrée;;59.43;3.15
Café capsules Compatibles Nespresso de café mélange Italien bio dégradable LES CAFES GAILLARD;cafe;Epicerie sucrée;;70.00;3.5
Café Capsules Compatible Dolce Gusto Espresso Intenso Intensité 7 NESCAFE DOLCE GUSTO;cafe;Epicerie sucrée;;41.88;4.69
Café capsules  Compatible Dolce Gusto Espresso Colombia intensité 7 STARBUCKS;cafe;Epicerie sucrée;;71.06;4.69
Café capsules Compatible Nespresso Caffè Verona intensité 10 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;72.55;3.99
Café capsules Compatible Nespresso  Sumatra intensité 10 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;72.55;3.99
Café capsules Compatible Nespresso Origin Colombia intensité 7 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;70.00;3.99
Café capsules Compatible Nespresso Pike Place Roast intensité 7 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;75.28;3.99
Café capsules Compatible Nespresso Espresso Roast Déca intensité 11 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;70.00;3.99
Café capsules Compatible Dolce Gusto Caffe Latte By Nescafé Dolce Gusto STARBUCKS;cafe;Epicerie sucrée;;38.70;4.69
Café capsules Compatibles Nespresso Breakfast Blend STARBUCKS;cafe;Epicerie sucrée;;71.25;3.99
Café capsules Compatible Dolce Gusto espresso Roma intensité 8 NESCAFE DOLCE GUSTO;cafe;Epicerie sucrée;;52.32;5.19
Café capsules Compatible Nespresso Italian Style Roast intensité 11 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;71.25;3.99
Café capsules Compatible Nespresso  Espresso Roast intensité 11 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;68.22;6.89
Café capsules  Compatibles Nespresso Colombia intensité 7  STARBUCKS;cafe;Epicerie sucrée;;68.22;6.89
Café capsules Compatible Nespresso House Blend intensité 8 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;66.89;6.89
Café capsules Compatible Nespresso Guatemala intensité 5 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;76.73;3.99
Café capsules  Compatibles Nespresso BY CYRIL LIGNAC Vanille Caramel intensité 4  CAFE ROYAL;cafe;Epicerie sucrée;;59.40;3.49
Café capsules Compatibles Nespresso Espresso CAFE ROYAL;cafe;Epicerie sucrée;;52.14;9.75
Café capsules  Compatibles Nespresso ristretto intensité 11  CAFE ROYAL;cafe;Epicerie sucrée;;51.32;9.75
Café capsules Compatibles Nespresso lungo n°4 CAFE ROYAL;cafe;Epicerie sucrée;;52.11;4.95
Café capsules Compatibles Nespresso lungo forte n°8 CAFE ROYAL;cafe;Epicerie sucrée;;50.00;4.95
Café capsules Compatibles Nespresso ristretto n°9 CAFE ROYAL;cafe;Epicerie sucrée;;52.11;4.95
Café capsules Compatible Nespresso  Sunday Day Blend intensité 5 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;71.25;3.99
Café dosettes Corsé n°7 compatibles Senseo CARTE NOIRE;cafe;Epicerie sucrée;;17.60;7.39
Café dosettes  Espresso Italiano Intenso compatibles Senseo intensité 8  LAVAZZA;cafe;Epicerie sucrée;;21.16;5.29
Café capsules  Qualita Oro compatibles Nespresso intensité 8  LAVAZZA;cafe;Epicerie sucrée;;53.82;3.29
Café capsules  Ristretto compatibles Nespresso intensité 12  LAVAZZA;cafe;Epicerie sucrée;;57.72;3.29
Café capsules  Classico compatibles Nespresso intensité 9  LAVAZZA;cafe;Epicerie sucrée;;57.72;3.29
Café capsules  Classico compatibles Nespresso intensité 9  LAVAZZA;cafe;Epicerie sucrée;;60.18;10.29
Café capsules Espresso Intense n°9 compatibles Nespresso CARTE NOIRE;cafe;Epicerie sucrée;;62.73;3.45
Café capsules Espresso Puissant n°11 compatibles Nespresso CARTE NOIRE;cafe;Epicerie sucrée;;62.73;3.45
Café capsules Décaféiné n°5 compatibles Nespresso CARTE NOIRE;cafe;Epicerie sucrée;;55.26;3.15
Café capsules Lungo Classique n°6 compatibles Nespresso CARTE NOIRE;cafe;Epicerie sucrée;;50.30;8.45
Café capsules Espresso Puissant n°11 compatibles Nespresso CARTE NOIRE;cafe;Epicerie sucrée;;50.00;8.25
Café capsules Décaféiné n°5 compatibles Nespresso CARTE NOIRE;cafe;Epicerie sucrée;;48.25;8.25
Café capsules Ristretto Puissant n°12 compatibles Nespresso CARTE NOIRE;cafe;Epicerie sucrée;;50.00;8.25
Café capsules Espresso Intense n°9 compatibles Nespresso CARTE NOIRE;cafe;Epicerie sucrée;;46.82;15.45
Café capsules Lungo Classique n°6 compatibles Nespresso CARTE NOIRE;cafe;Epicerie sucrée;;45.98;15.45
Café capsules  Ristretto compatibles Nespresso intensité 12  LAVAZZA;cafe;Epicerie sucrée;;60.18;10.29
Café dosettes  Secrets de Nature compatibles Senseo intensité 10  CARTE NOIRE;cafe;Epicerie sucrée;;23.88;5.35
Café Capsules L'Iconique 100% Arabica Compatibles Nespresso CARTE NOIRE;cafe;Epicerie sucrée;;52.92;8.89
Café capsules  Tales Of Napoli Compatibles Nespresso intensité 12  LAVAZZA;cafe;Epicerie sucrée;;59.82;3.29
Café capsules  Tales Of Roma Compatibles Nespresso intensité 10  LAVAZZA;cafe;Epicerie sucrée;;57.72;3.29
Café capsules  Cuvée De Caractère Compatibles Nespresso intensité 8  CARTE NOIRE;cafe;Epicerie sucrée;;57.72;3.29
Café dosettes Corsé n°7 compatibles Senseo CARTE NOIRE;cafe;Epicerie sucrée;;19.56;4.89
Café dosettes Classique n°5 compatibles Senseo CARTE NOIRE;cafe;Epicerie sucrée;;20.98;7.05
Café en capsules espresso barista 100% arabica KIMBO;cafe;Epicerie sucrée;;49.70;8.2
Café capsules  caramel compatibles Nespresso intensité 5  STARBUCKS;cafe;Epicerie sucrée;;78.24;3.99
Café en capsule  vanille compatible Nespresso  STARBUCKS;cafe;Epicerie sucrée;;78.24;3.99
Café capsule dolce gusto white mocha STARBUCKS;cafe;Epicerie sucrée;;36.18;4.45
Café capsules Compatible Dolce Gusto grande intenso intensité 8 NESCAFE DOLCE GUSTO;cafe;Epicerie sucrée;;38.33;5.09
Café dosettes Compatibles Dolce Gusto NEO  espresso intensité 5 NESCAFE DOLCE GUSTO NEO;cafe;Epicerie sucrée;;65.91;4.35
Café dosettes  compatibles Dolce Gusto NEO Espresso Intense intensité 8  NESCAFE DOLCE GUSTO NEO;cafe;Epicerie sucrée;;65.91;4.35
Café dosettes Compatibles Dolce Gusto NEO  lungo intensité 6 NESCAFE DOLCE GUSTO NEO;cafe;Epicerie sucrée;;62.50;4.35
Café dosettes Compatibles Dolce Gusto NEO  grande intensité 5 NESCAFE DOLCE GUSTO NEO;cafe;Epicerie sucrée;;51.79;4.35
Chocolat chaud dosettes Compatible Dolce Gusto NEO NESCAFE DOLCE GUSTO NEO;chocolat-chaud-dosettes-compatible-dolce-gusto-neo-nescafe-dolce-gusto-neo;Epicerie sucrée;;20.14;4.35
Café dosettes Compatibles Dolce Gusto NEO caramel macchiato 100% arabica NESCAFE DOLCE GUSTO NEO;cafe;Epicerie sucrée;;41.58;4.99
Café dosettes Compatibles Dolce Gusto NEO Café au lait Intensité 6 NESCAFE;cafe;Epicerie sucrée;;40.28;4.35
Café dosettes Compatibles Dolce Gusto NEO  cappuccino  NESCAFE DOLCE GUSTO NEO;cafe;Epicerie sucrée;;35.54;4.35
Café dosettes Compatibles Dolce Gusto NEO  latte macchiato  NESCAFE DOLCE GUSTO NEO;cafe;Epicerie sucrée;;36.25;4.35
Café capsules compatible Nespresso Blonde Espresso Roast Décaf Intensité 6 By Nespresso STARBUCKS;cafe;Epicerie sucrée;;68.91;3.79
Café capsules  compatible Dolce Gusto Ardenza intensité 11   NESCAFE DOLCE GUSTO;cafe;Epicerie sucrée;;53.37;5.55
Café capsules  Compatibles Nespresso  Andes Lungo intensité 5 NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;63.64;2.8
Café capsules  Compatibles Nespresso Colombia Espresso intensité 6 NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;63.64;2.8
Capsules de café Colombia Espresso intensité 6 NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;60.61;4.8
Café Capsules Compatibles Nespresso Espresso Mexico Intensité 7 NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;63.64;2.8
Café capsules  Compatibles Nespresso Brazil Lungo intensité 8   NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;63.64;2.8
Capsules de Café Compatibles Nespresso Africas Ristretto Intensité 10 FARMES ORIGINS NESCAFE;cafe;Epicerie sucrée;;59.03;9.35
Capsules de Café Compatibles Nespresso Colombia Intensité 6 FARMERS ORIGINS NESCAFE;cafe;Epicerie sucrée;;59.03;9.35
Café capsules  Compatible Nespresso Brazil Lungo intensité 8 NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;60.61;4.8
Café capsules  Compatibles Nespresso Colombia Espresso Décaf intensité 6 NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;52.83;2.8
Café capsules  Compatible Nespresso India Espresso intensité 9 NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;63.64;2.8
Café capsules  compatibles Nespresso India Espresso intensité 9 NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;60.61;4.8
Capsules de Café Compatibles Nespresso India Intensité 9 FARMERS ORIGINS NESCAFE;cafe;Epicerie sucrée;;59.03;9.35
Café capsules  Compatibles Nespresso Africas Ristretto intensité 10 NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;60.61;4.8
Capsules de café South Asia Espresso compatibles Nespresso intensité 12 NESCAFE FARMERS ORIGINS;cafe;Epicerie sucrée;;60.87;2.8
Café en grains SENSEO;cafe;Epicerie sucrée;;31.41;2.89
Café capsules lungo profondo intensité 8 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;57.21;5.95
Café capsules  sontuoso compatibles Nespresso intensité 8 L'OR;cafe;Epicerie sucrée;;59.42;3.09
Café capsules forza intensité 9 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;59.42;3.09
Café capsules supremo intensité 10 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;59.42;3.09
Café capsules decaffeinato intensité 6 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;59.42;3.09
Café capsules lungo mattinata n°5 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;66.35;3.45
Café capsules lungo profondo intensité 8 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;62.50;3.25
Café capsules or absolu intensité 9 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;61.35;3.19
Café dosettes XL intense L'OR TASSIMO;cafe;Epicerie sucrée;;33.46;4.55
Café dosettes saveur vanille SENSEO;cafe;Epicerie sucrée;;25.45;5.65
Café dosettes saveur caramel SENSEO;cafe;Epicerie sucrée;;25.45;5.65
Café capsules or absolu intensité 9 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;57.21;5.95
Café capsules  double ristretto intensité 11  L'OR BARISTA;cafe;Epicerie sucrée;;33.56;4.99
Café dosettes  Chocolat caramel  TASSIMO;cafe;Epicerie sucrée;;23.29;5.59
Café dosettes  cappuccino SENSEO;cafe;Epicerie sucrée;;28.21;5.19
Café capsules edition limitée compatibles Nespresso L'OR;cafe;Epicerie sucrée;;74.04;3.85
Café capsules saveur vanille compatibles Nespresso L'OR;cafe;Epicerie sucrée;;72.12;3.75
Café dosettes delizioso L'OR TASSIMO;cafe;Epicerie sucrée;;43.17;4.49
Café dosettes classique L'OR TASSIMO;cafe;Epicerie sucrée;;43.17;4.49
Café capsules  décaffeinato compatible Nespresso intensité 6  L'OR ESPRESSO;cafe;Epicerie sucrée;;57.37;8.95
Café capsules  espresso forza Compatibles Nespresso intensité 9  L'OR ESPRESSO;cafe;Epicerie sucrée;;57.37;8.95
Café capsule  ristretto compatible Nespresso intensité 11  L'OR ESPRESSO;cafe;Epicerie sucrée;;57.37;8.95
Café capsules  splendente Compatibles Nespresso intensité 7  L'OR ESPRESSO;cafe;Epicerie sucrée;;57.37;8.95
Café en Capsules Compatibles Nespresso Supremo Intensité 10 L'OR ESPRESSO;cafe;Epicerie sucrée;;57.37;8.95
Café capsules  extra long intensité 5  L'OR BARISTA;cafe;Epicerie sucrée;;33.56;4.99
Café dosettes espresso 9 intense SENSEO;cafe;Epicerie sucrée;;23.83;5.29
Café dosettes Brazil SENSEO;cafe;Epicerie sucrée;;23.83;5.29
Café dosettes  latte macchiato  TASSIMO;cafe;Epicerie sucrée;;25.07;5.59
Capsules De Café Espresso Intensité 10 Compatibles Nespresso L'OR;cafe;Epicerie sucrée;;74.04;3.85
Café en Capsules Imola Ristretto Intensité 12 Compatibles Nespresso L'OR;cafe;Epicerie sucrée;;74.04;3.85
Café capsules Compatibles Nespresso lungo mattinata intensité 5 L'OR ESPRESSO;cafe;Epicerie sucrée;;72.02;7.49
Café dosettes  lungo bresil  TASSIMO;cafe;Epicerie sucrée;;41.73;4.59
Capsules de Café Espresso Biondo Intensité 4 compatibles Nespresso L'OR;cafe;Epicerie sucrée;;60.58;3.15
Café capsules  lungo compatibles Nespresso intensité 8 L'OR;cafe;Epicerie sucrée;;58.42;15.19
Café dosettes au lait SENSEO;cafe;Epicerie sucrée;;23.51;3.95
Café en grains MALONGO;cafe;Epicerie sucrée;;18.50;9.25
Café en grains  Papouasie Nouvelle-Guinée intensité 8  CARREFOUR SELECTION;cafe;Epicerie sucrée;;21.75;4.35
Café grains Espresso CARREFOUR EXTRA;cafe;Epicerie sucrée;;15.50;7.75
Café en grains  100% arabica intensité 6  CARREFOUR EXTRA;cafe;Epicerie sucrée;;14.29;14.29
Café  grains 100% arabica Bio CARREFOUR BIO;cafe;Bio et Ecologie;;18.75;18.75
Café en grains Colombia CARREFOUR SENSATION;cafe;Epicerie sucrée;;15.19;15.19
Café en grains décaféiné CARREFOUR EXTRA;cafe;Epicerie sucrée;;14.59;14.59
Café grains 100% arabica Ethiopia CARREFOUR SENSATION;cafe;Epicerie sucrée;;14.59;14.59
Café grains 100% arabica Brazil CARREFOUR SENSATION;cafe;Epicerie sucrée;;15.49;15.49
Café en grains  Espresso  Perfetto 100% arabica intensité 6  LAVAZZA;cafe;Epicerie sucrée;;17.69;17.69
Café en grains  Classique 100% arabica intensité 7  CARTE NOIRE;cafe;Epicerie sucrée;;15.85;15.85
Café en grains intensité 13 L'OR;cafe;Epicerie sucrée;;16.85;16.85
Café en grains sélection 100% arabica L'OR;cafe;Epicerie sucrée;;16.55;16.55
Café Grains bio Pur arabica NATURELA;cafe;Bio et Ecologie;;13.39;13.39
Café en grains  l'amateur  LE TEMPS DES CERISES;cafe;Produits régionaux et locaux;;9.00;2.25
Café en grains Brésil intensité 5 délicat L'OR;cafe;Epicerie sucrée;;19.06;17.15
Café en grains absolu 100% arabica L'OR;cafe;Epicerie sucrée;;16.55;16.55
Café grains MALONGO;cafe;Epicerie sucrée;;17.45;17.45
Café en grains Tradition CARREFOUR CLASSIC';cafe;Epicerie sucrée;;9.45;9.45
Café en grains Supremo °8 SAN MARCO;cafe;Epicerie sucrée;;20.22;20.22
Café en grains n°7 SAN MARCO;cafe;Epicerie sucrée;;19.05;19.05
Café en grain  Espresso intensité 9 SEGAFREDO ZANETTI;cafe;Epicerie sucrée;;14.79;14.79
Café en grains L'Original Bio MEO;cafe;Bio et Ecologie;;17.30;8.65
Café en grain  Excellence 100% Arabica MEO;cafe;Grands formats;;17.85;17.85
Café  en grains Mexico 100% arabica Bio CARREFOUR BIO;cafe;Epicerie sucrée;;19.10;9.55
Café En Grains Pur Arabica Equateur Bio ETHIQUABLE;cafe;Bio et Ecologie;;18.69;18.69
Café en grains Espresso Roast STARBUCKS;cafe;Epicerie sucrée;;24.78;11.15
Café en grains  Honduras Intense intensité 4  CAFE ROYAL;cafe;Epicerie sucrée;;24.10;12.05
Café en grains  Espresso Italiano 100% arabica intensité 5  LAVAZZA;cafe;Epicerie sucrée;;18.18;9.09
Café en grains Bio 100% arabica CARTE NOIRE;cafe;Bio et Ecologie;;19.75;19.75
Café en grains  Secrets de Nature Congusta & Mundo Novo intensité 9  CARTE NOIRE;cafe;Grands formats;;20.75;20.75
Café en grains  Honduras Bio 100% arabica intensité 6  CARTE NOIRE;cafe;Bio et Ecologie;;20.79;20.79
Café en grains  Tales of Milano 100% arabica intensité 7  LAVAZZA;cafe;Epicerie sucrée;;21.00;5.25
Café en grains  Tales of Roma intensité 8  LAVAZZA;cafe;Epicerie sucrée;;21.00;5.25
Café en grains  rouge espresso intensité 10  CAFE SATI;cafe;Produits régionaux et locaux;;13.35;13.35
Café en grains  d'Ethiopie Moka Sidamo intensité 7  CAFE SATI;cafe;Epicerie sucrée;;20.98;10.49
Café en grains  Désir d'Or intensité 7  CAFE SATI;cafe;Produits régionaux et locaux;;14.29;14.29
Café en grains  à l'talienne intensité 8  CAFE SATI;cafe;Produits régionaux et locaux;;16.79;16.79
Café en grains Bio MALONGO;cafe;Epicerie sucrée;;19.29;19.29
Café en grains MALONGO;cafe;Epicerie sucrée;;17.89;17.89
Café en grains pur arabica MALONGO;cafe;Epicerie sucrée;;19.38;9.69
Café en grains forza L'OR;cafe;Epicerie sucrée;;19.98;9.99
Café en grains espresso barista n°10 SAN MARCO;cafe;Epicerie sucrée;;19.09;19.09
Café moulu  Brésil - Mexique intensité 7  SAN MARCO;cafe;Epicerie sucrée;;18.90;9.45
Café en grain  Brésil-Mexique intensité 8 SAN MARCO;cafe;Epicerie sucrée;;19.50;9.75
Café en grain  Intenso intensité 9  SAN MARCO;cafe;Epicerie sucrée;;18.58;9.29
Café en grains Dégustation MEO;cafe;Produits régionaux et locaux;;13.30;6.65
Café en grains Gastronomique MEO;cafe;Produits régionaux et locaux;;15.78;7.89
Café grain moka Ethiopie MEO;cafe;Epicerie sucrée;;19.50;9.75
Café en grains  à l'ancienne  RAS D'AMHARA;cafe;Produits régionaux et locaux;;20.36;5.09
Café en grain  bio Caraïbes intensité 8  LOBODIS PURE ORIGINE CARAIBES BIO;cafe;Epicerie sucrée;;21.00;21.0
Café en grain  Pérou intensité 7 LOBODIS;cafe;Epicerie sucrée;;21.00;10.5
Café en grain  Colombie intensité 7  LOBODIS;cafe;Epicerie sucrée;;22.30;11.15
Café en grain  Ethiopie intensité 8 LOBODIS;cafe;Epicerie sucrée;;22.50;11.25
Café en grains Corsia CAFE LAUNAY;cafe;Produits régionaux et locaux;;10.20;10.2
Café en grains  Moka d'Ethiopie intensité 4 CAFE LAUNAY;cafe;Produits régionaux et locaux;;15.40;3.85
Café en grains CAFE DU CH'TI;cafe;Produits régionaux et locaux;;17.45;17.45
Café en grains  100% arabica intensité 8 LE BONIFIEUR;cafe;Produits régionaux et locaux;;14.95;14.95
Café en grain  Brésil intensité 6 BONIFIEUR;cafe;Epicerie sucrée;;18.30;9.15
Café en grains TORREFACTION DES ALPES;cafe;Produits régionaux et locaux;;18.89;18.89
Café en grain  100% Arabica  LE TEMPS DES CERISES;cafe;Epicerie sucrée;;13.65;13.65
Café Grains bio Pur arabica NATURELA;cafe;Bio et Ecologie;;15.56;3.89
Café Grains bio Pur arabica NATURELA;cafe;Bio et Ecologie;;15.10;7.55
Café Grains bio Pur arabica NATURELA;cafe;Bio et Ecologie;;12.08;3.55
Café Grains bio Intense Pur arabica NATURELA;cafe;Bio et Ecologie;;13.22;15.55
Café Grains bio Moka Ethiopie Pur arabica NATURELA;cafe;Epicerie sucrée;;17.45;17.45
Café en grain espresso intense COLUMBUS;cafe;Epicerie sucrée;;24.80;12.4
Grains de café espresso Arabica intensité 5 COLUMBUS;cafe;Epicerie sucrée;;25.86;25.86
Café en grains HENRY BLANC;cafe;Epicerie sucrée;;18.69;18.69
Café En Grains Pur Arabica Pérou Bio ETHIQUABLE;cafe;Bio et Ecologie;;17.89;17.89
Café En Grains Pur Arabica Colombie Bio ETHIQUABLE;cafe;Bio et Ecologie;;17.16;10.09
Café En Grains Pur Arabica Honduras Bio ETHIQUABLE;cafe;Bio et Ecologie;;17.25;17.25
Café en grains Malabar des Indes FAUBOURG CAFE;cafe;Produits régionaux et locaux;;23.16;5.79
Café en grains moka CAFES GAILLARD;cafe;Epicerie sucrée;;17.09;17.09
Café en grains mélange Italien LES CAFES GAILLARD;cafe;Epicerie sucrée;;17.99;17.99
Café en grain  crémeux 100% Arabica intensité 9  LE GASCON;cafe;Produits régionaux et locaux;;14.20;3.55
Café en grain  intense 100% Arabica intensité 10   LE GASCON;cafe;Produits régionaux et locaux;;12.20;3.05
Café en grain   Prestige 100% Arabica intensité 7  LE GASCON;cafe;Produits régionaux et locaux;;18.36;4.59
Café en grain   Tradition 100% Arabica intensité 8  LE GASCON;cafe;Produits régionaux et locaux;;17.80;4.45
Café En Grains Pur Arabica Congo Bio ETHIQUABLE;cafe;Bio et Ecologie;;16.64;9.79
Café En Grains Pur Arabica Guatemala BIO ETHIQUABLE;cafe;Epicerie sucrée;;19.90;9.95
Café en grains  Ethiopie intensité 10 CAFE JOYEUX;cafe;Epicerie sucrée;;19.90;9.95
Café en grain MOVENPICK OF SWITZ.;cafe;Produits régionaux et locaux;;11.90;5.95
Café en grains expresso ALBERTO;cafe;Produits régionaux et locaux;;9.90;9.9
Café en grains Bistro Schümli;cafe;Produits régionaux et locaux;;9.90;9.9
Café en grains chevena DELTA CAFE;cafe;Epicerie sucrée;;16.32;4.08
Café en grains CHICCO D'ORO;cafe;Epicerie sucrée;;18.55;18.55
Café en grains CHICCO D'ORO;cafe;Epicerie sucrée;;13.70;6.85
Café en grain  Blonde Espresso Roast 100% Arabica intensité 6  STARBUCKS;cafe;Epicerie sucrée;;24.78;11.15
Café en grains Honduras Classique CAFE ROYAL;cafe;Epicerie sucrée;;24.10;12.05
Café en grains du Pérou Intenso bio CAFE ROYAL;cafe;Bio et Ecologie;;25.50;12.75
