title;slug;topCategoryName;origin;price_unit;price
Epinards hachés à la crème fraiche FINDUS;epinards-haches-a-la-creme-fraiche-findus;Surgelés;;4.78;2.39
Epinards branches à la crème FINDUS;epinards-branches-a-la-creme-findus;Surgelés;;5.81;2.79
Epinards hachés à la crème fraiche FINDUS;epinards-haches-a-la-creme-fraiche-findus;Surgelés;;3.88;3.49
Plat cuisiné légumes du soleil et sauce tomate Les récoltes gourmandes FINDUS;plat-cuisine-legumes-du-soleil-et-sauce-tomate-les-recoltes-gourmandes-findus;Surgelés;;8.72;3.49
Plat cuisiné boulgour et légumes Les récoltes gourmandes FINDUS;plat-cuisine-boulgour-et-legumes-les-recoltes-gourmandes-findus;Surgelés;;8.72;3.49
Quinoa et légumes les récoltes gourmandes FINDUS;quinoa-et-legumes-les-recoltes-gourmandes-findus;Surgelés;;8.72;3.49
Fèves LUSITANA;feves-lusitana;Surgelés;;6.98;2.79
Spinach Pops aux épinards STRONG ROOTS;spinach-pops-aux-epinards-strong-roots;Surgelés;;14.58;4.49
Cauliflower Toasties au chou-fleur STRONG ROOTS;cauliflower-toasties-au-chou-fleur-strong-roots;Surgelés;;11.97;4.49
Macédoine de légumes BEGRO;macedoine-de-legumes-begro;Surgelés;;1.32;3.29
Légumes printanière BEGRO;legumes-printaniere-begro;Surgelés;;1.48;3.69
Purée de pommes de terre MCCAIN;puree-de-pommes-de-terre-mccain;Surgelés;;3.32;2.49
Steak Haché Pur Bœuf Façon Bouchère CHARAL;steak-hache-pur-boeuf-facon-bouchere-charal;Surgelés;;12.74;11.99
Burger Frites Le Repas Complet CHARAL;burger-frites-le-repas-complet-charal;Surgelés;;12.50;3.75
Boulettes Gourmandes Bœuf & Porc CHARAL;boulettes-gourmandes-boeuf-porc-charal;Surgelés;;9.36;3.75
Tenders filet de poulet MAITRE COQ;tenders-filet-de-poulet-maitre-coq;Surgelés;;13.00;5.49
Tarte saumon/poireaux-crème MARIE;tarte-saumon-poireaux-creme-marie;Surgelés;;7.78;3.89
Plat cuisiné Gratin Dauphinois aux lardons fumés MARIE;plat-cuisine-gratin-dauphinois-aux-lardons-fumes-marie;Surgelés;;6.44;6.45
Plats cuisinés risotto poulet/champignons MARIE;plats-cuisines-risotto-poulet-champignons-marie;Surgelés;;5.19;5.19
Pizza bœuf/cheddar/cornichons Crousti Moelleuse MARIE;pizza-boeuf-cheddar-cornichons-crousti-moelleuse-marie;Surgelés;;6.57;4.09
Plat cuisiné poulet Basquaise MARIE;plat-cuisine-poulet-basquaise-marie;Surgelés;;5.19;5.49
Plat cuisiné Poêlée à la savoyarde MARIE;plat-cuisine-poelee-a-la-savoyarde-marie;Surgelés;;4.89;4.89
Plat cuisiné poulet rôti pommes de terre MARIE;plat-cuisine-poulet-roti-pommes-de-terre-marie;Surgelés;;5.64;5.65
Plat cuisiné chili con carne riz blanc FLEURY MICHON;plat-cuisine-chili-con-carne-riz-blanc-fleury-michon;Charcuterie et Traiteur;;9.77;3.45
Pizza chèvre miel cuite au feu de bois  LA PIZZA DE MANOSQUE;pizza-chevre-miel-cuite-au-feu-de-bois-la-pizza-de-manosque;Surgelés;;13.24;6.29
Plats cuisinés halal lasagnes bolognaise ORIENTAL VIANDES;plats-cuisines-halal-lasagnes-bolognaise-oriental-viandes;Surgelés;;4.13;4.59
Pizza 3 fromages Label Rouge LA PIZZA DE MANOSQUE;pizza-3-fromages-label-rouge-la-pizza-de-manosque;Surgelés;;14.53;7.35
Haché halal au bœuf  ISLA DELICE;hache-halal-au-boeuf-isla-delice;Surgelés;;10.46;9.85
Bâtonnets de poulet croustillants Halal ISLA DELICE;batonnets-de-poulet-croustillants-halal-isla-delice;Surgelés;;7.85;4.19
Steak Haché Halal ISLA DELICE;steak-hache-halal-isla-delice;Surgelés;;15.82;10.55
Tenders de Dinde Halal ISLA DELICE;tenders-de-dinde-halal-isla-delice;Viandes et Poissons;;17.78;8.89
Dos de Cabillaud Sauvage PESCANOVA;dos-de-cabillaud-sauvage-pescanova;Surgelés;;22.48;9.99
Poissons panés Colin d'Alaska MSC façon fish & chips notes de Malt FINDUS;poissons-panes-colin-d-alaska-msc-facon-fish-chips-notes-de-malt-findus;Surgelés;;12.83;3.85
Nuggets Fish and Chips MSC Extra Croustillant FINDUS;nuggets-fish-and-chips-msc-extra-croustillant-findus;Surgelés;;10.92;6.29
Pizza Royale LA PIZZA DE MANOSQUE;pizza-royale-la-pizza-de-manosque;Surgelés;;11.04;6.99
Pizza 3 fromages LA PIZZA DE MANOSQUE;pizza-3-fromages-la-pizza-de-manosque;Surgelés;;9.81;6.99
Burger de bœuf  épicé 20% MG Halal ORIENTAL VIANDES;burger-de-boeuf-epice-20-mg-halal-oriental-viandes;Surgelés;;9.47;7.89
Burger de bœuf  à l oignon 20% MG Halal ORIENTAL VIANDES;burger-de-boeuf-a-l-oignon-20-mg-halal-oriental-viandes;Surgelés;;7.89;7.89
Naan au fromage OUMMI;naan-au-fromage-oummi;Surgelés;;13.85;4.99
Brochette Boeuf Fromage  DELI'S WORLD;brochette-boeuf-fromage-deli-s-world;Surgelés;;29.08;7.09
Pizza Margherita RISTORANTE;pizza-margherita-ristorante;Surgelés;;7.09;4.59
Pizza Six Fromagio PIZZAS DELAMAMA;pizza-six-fromagio-pizzas-delamama;Surgelés;;7.98;4.79
Pizza bolo di mozza PIZZAS DELAMAMA;pizza-bolo-di-mozza-pizzas-delamama;Surgelés;;8.15;4.79
Bâtonnets de poulet s/gluten SCHAR;batonnets-de-poulet-s-gluten-schar;Surgelés;;16.67;6.95
Poisson panés fish fingers SCHAR;poisson-panes-fish-fingers-schar;Surgelés;;19.70;6.95
Pizza Mini Margherita ITALPIZZA;pizza-mini-margherita-italpizza;Surgelés;;6.79;2.99
Pizza Mini Fromage ITALPIZZA;pizza-mini-fromage-italpizza;Surgelés;;6.79;2.99
Pizza Mini Jambon ITALPIZZA;pizza-mini-jambon-italpizza;Surgelés;;6.79;2.99
Pizza Mini Bacon ITALPIZZA;pizza-mini-bacon-italpizza;Surgelés;;6.79;2.99
Lamelles de Kebab Cuites MAITRE COQ;lamelles-de-kebab-cuites-maitre-coq;Surgelés;;12.98;7.79
Frites CARREFOUR CLASSIC';frites-carrefour-classic;Surgelés;;2.09;2.09
Frites allumettes CARREFOUR CLASSIC';frites-allumettes-carrefour-classic;Surgelés;;2.09;2.09
Frites CARREFOUR CLASSIC';frites-carrefour-classic;Surgelés;;2.09;2.09
Frites allumettes CARREFOUR CLASSIC';frites-allumettes-carrefour-classic;Surgelés;;2.09;2.09
Pizza Spéciale CARREFOUR EXTRA;pizza-speciale-carrefour-extra;Surgelés;;7.24;2.39
Frites Steakhouse CARREFOUR CLASSIC';frites-steakhouse-carrefour-classic;Surgelés;;2.55;2.55
Pizza 4 fromages CARREFOUR EXTRA;pizza-4-fromages-carrefour-extra;Surgelés;;7.03;2.39
Pizza thon CARREFOUR EXTRA;pizza-thon-carrefour-extra;Surgelés;;6.54;2.29
Pizza mozzarella CARREFOUR EXTRA;pizza-mozzarella-carrefour-extra;Surgelés;;7.03;2.39
Pizza napolitaine Proscuitto E Funghi CARREFOUR EXTRA;pizza-napolitaine-proscuitto-e-funghi-carrefour-extra;Surgelés;;9.22;3.69
Pizza à la napolitaine Margherita CARREFOUR EXTRA;pizza-a-la-napolitaine-margherita-carrefour-extra;Surgelés;;9.43;3.49
Poissons panés Colin d'Alaska MSC façon Meunière pointe de persil FINDUS;poissons-panes-colin-d-alaska-msc-facon-meuniere-pointe-de-persil-findus;Surgelés;;13.80;3.45
Colin d'Alaska Extra croustillant MSC FINDUS;colin-d-alaska-extra-croustillant-msc-findus;Surgelés;;14.20;3.55
Gyoza aux légumes MEI ASIA;gyoza-aux-legumes-mei-asia;Surgelés;;11.50;3.45
Gyozas aux légumes épices  MEI ASIA;gyozas-aux-legumes-epices-mei-asia;Surgelés;;11.50;3.45
Gyozas shiitakes et champignons noirs MEI ASIA;gyozas-shiitakes-et-champignons-noirs-mei-asia;Surgelés;;11.50;3.45
Gyoza pomme cannelle MEI ASIA;gyoza-pomme-cannelle-mei-asia;Surgelés;;11.50;3.45
Gyozas kimchi et porc MEI ASIA;gyozas-kimchi-et-porc-mei-asia;Surgelés;;13.30;3.99
Pizza Royale jambon champignons Ristorante DR. OETKER;pizza-royale-jambon-champignons-ristorante-dr-oetker;Surgelés;;8.43;2.95
Anneaux de calamar à la Romaine COSTA;anneaux-de-calamar-a-la-romaine-costa;Surgelés;;15.22;6.09
Anneaux de calamars panure croustillante COSTA;anneaux-de-calamars-panure-croustillante-costa;Surgelés;;13.98;5.59
Frites just au four allumettes MCCAIN;frites-just-au-four-allumettes-mccain;Surgelés;;3.84;3.49
Pizza bio chèvre CARREFOUR BIO;pizza-bio-chevre-carrefour-bio;Surgelés;;8.86;3.19
Queues de crevettes  cuites décortiquées Bio CARREFOUR BIO;queues-de-crevettes-cuites-decortiquees-bio-carrefour-bio;Surgelés;;36.75;7.35
Viande hachée pur bœuf  Bio CARREFOUR BIO;viande-hachee-pur-boeuf-bio-carrefour-bio;Surgelés;;18.62;7.45
Potatoes  herbes de Provence Bio CARREFOUR BIO;potatoes-herbes-de-provence-bio-carrefour-bio;Surgelés;;7.31;3.29
Pommes grenailles  Bio CARREFOUR BIO;pommes-grenailles-bio-carrefour-bio;Surgelés;;7.09;3.19
Pommes de terre  courgettes poivrons Bio CARREFOUR BIO;pommes-de-terre-courgettes-poivrons-bio-carrefour-bio;Surgelés;;5.98;2.99
Steaks hachés  pur bœuf 15% MG Bio CARREFOUR BIO;steaks-haches-pur-boeuf-15-mg-bio-carrefour-bio;Surgelés;;15.94;12.75
Pizza  Royale Bio CARREFOUR BIO;pizza-royale-bio-carrefour-bio;Surgelés;;8.72;3.49
Pizza  légumes grillés Bio CARREFOUR BIO;pizza-legumes-grilles-bio-carrefour-bio;Surgelés;;9.18;3.49
Pizza bio 4 fromages CARREFOUR BIO;pizza-bio-4-fromages-carrefour-bio;Surgelés;;9.40;3.29
Plat cuisiné moussaka aubergine bœuf CARREFOUR SENSATION;plat-cuisine-moussaka-aubergine-boeuf-carrefour-sensation;Surgelés;;6.65;3.99
Poêlée paysanne CARREFOUR;poelee-paysanne-carrefour;Surgelés;;5.06;4.55
Cordons bleus de volaille CARREFOUR;cordons-bleus-de-volaille-carrefour;Surgelés;;9.62;3.85
Dessert glacé Vacherin vanille framboise CARREFOUR EXTRA;dessert-glace-vacherin-vanille-framboise-carrefour-extra;Surgelés;;8.72;4.75
Plat cuisiné hachis parmentier CARREFOUR CLASSIC';plat-cuisine-hachis-parmentier-carrefour-classic;Surgelés;;5.82;3.49
Merlu blanc du Cap CARREFOUR EXTRA;merlu-blanc-du-cap-carrefour-extra;Surgelés;;12.72;5.09
Pommes de terre persillées CARREFOUR ORIGINAL;pommes-de-terre-persillees-carrefour-original;Surgelés;;4.98;2.99
Mini feuilletés apéritifs  assortiment 4 variétés CARREFOUR EXTRA;mini-feuilletes-aperitifs-assortiment-4-varietes-carrefour-extra;Surgelés;;11.84;4.25
Plat cuisiné hachis parmentier CARREFOUR CLASSIC';plat-cuisine-hachis-parmentier-carrefour-classic;Surgelés;;8.50;2.55
Plat cuisiné penne poulet champignons CARREFOUR CLASSIC';plat-cuisine-penne-poulet-champignons-carrefour-classic;Surgelés;;8.63;2.59
Plat cuisiné spaghetti Bolognaise CARREFOUR CLASSIC';plat-cuisine-spaghetti-bolognaise-carrefour-classic;Surgelés;;8.63;2.59
Plat cuisiné Colin riz & fruits de mer CARREFOUR CLASSIC';plat-cuisine-colin-riz-fruits-de-mer-carrefour-classic;Surgelés;;8.17;2.45
Colin d'Alaska à la florentine CARREFOUR EXTRA;colin-d-alaska-a-la-florentine-carrefour-extra;Surgelés;;9.48;3.79
Gâteau chocolat noir CARREFOUR EXTRA;gateau-chocolat-noir-carrefour-extra;Surgelés;;11.89;5.35
Coquilles Saint-Jacques cuisinées à la bretonne CARREFOUR;coquilles-saint-jacques-cuisinees-a-la-bretonne-carrefour;Surgelés;;13.58;4.89
Haché au bœuf CARREFOUR CLASSIC';hache-au-boeuf-carrefour-classic;Surgelés;;8.29;8.29
Tarte framboises CARREFOUR;tarte-framboises-carrefour;Surgelés;;10.40;4.89
Plat cuisiné tomates farcies CARREFOUR CLASSIC';plat-cuisine-tomates-farcies-carrefour-classic;Surgelés;;6.39;6.39
Colin d'Alaska sauce oseille CARREFOUR EXTRA;colin-d-alaska-sauce-oseille-carrefour-extra;Surgelés;;7.98;3.19
Colin d'Alaska à la parisienne CARREFOUR EXTRA;colin-d-alaska-a-la-parisienne-carrefour-extra;Surgelés;;7.38;2.95
Colin d'Alaska à la provençale CARREFOUR EXTRA;colin-d-alaska-a-la-provencale-carrefour-extra;Surgelés;;7.38;2.95
Crêpes emmental CARREFOUR CLASSIC';crepes-emmental-carrefour-classic;Surgelés;;5.63;1.69
Moules farcies persillade CARREFOUR EXTRA;moules-farcies-persillade-carrefour-extra;Surgelés;;32.20;8.05
Steaks hachés halal pur bœuf 15% MG CARREFOUR SENSATION;steaks-haches-halal-pur-boeuf-15-mg-carrefour-sensation;Surgelés;FRANCE;13.95;2.79
Colin Alaska tranches panées 100% filet CARREFOUR CLASSIC';colin-alaska-tranches-panees-100-filet-carrefour-classic;Surgelés;;7.22;2.89
Pommes de terre rissolées CARREFOUR CLASSIC';pommes-de-terre-rissolees-carrefour-classic;Surgelés;;2.78;1.25
Cabillaud en tranches CARREFOUR;cabillaud-en-tranches-carrefour;Surgelés;;16.62;6.65
Pommes noisettes CARREFOUR;pommes-noisettes-carrefour;Surgelés;;3.29;1.15
Cabillaud tranches panées CARREFOUR CLASSIC';cabillaud-tranches-panees-carrefour-classic;Surgelés;;11.12;4.45
Crêpes jambon emmental CARREFOUR CLASSIC';crepes-jambon-emmental-carrefour-classic;Surgelés;;6.63;1.99
Plat cuisiné riz poulet champignons CARREFOUR EXTRA;plat-cuisine-riz-poulet-champignons-carrefour-extra;Surgelés;;6.99;6.29
Panier feuilleté Noix de Saint Jacques CARREFOUR EXTRA;panier-feuillete-noix-de-saint-jacques-carrefour-extra;Surgelés;;11.98;4.79
Colin Alaska tranches panées CARREFOUR CLASSIC';colin-alaska-tranches-panees-carrefour-classic;Surgelés;;7.19;7.19
Filets colin d'Alaska tranches MSC CARREFOUR;filets-colin-d-alaska-tranches-msc-carrefour;Surgelés;;8.39;8.39
Cabillaud 100% filets CARREFOUR CLASSIC';cabillaud-100-filets-carrefour-classic;Surgelés;;14.99;14.99
Colin d'Alaska en tranches CARREFOUR CLASSIC';colin-d-alaska-en-tranches-carrefour-classic;Surgelés;;8.48;3.39
Tarte aux fromages CARREFOUR CLASSIC';tarte-aux-fromages-carrefour-classic;Surgelés;;6.88;2.75
Pizza saumon fumé CARREFOUR ORIGINAL;pizza-saumon-fume-carrefour-original;Surgelés;;6.02;2.65
Pommes de terre Duchesse CARREFOUR EXTRA;pommes-de-terre-duchesse-carrefour-extra;Surgelés;;1.98;1.19
Pizza 4 Stagioni cuite sur pierre CARREFOUR EXTRA;pizza-4-stagioni-cuite-sur-pierre-carrefour-extra;Surgelés;;8.12;3.25
Pizza del Mare CARREFOUR EXTRA;pizza-del-mare-carrefour-extra;Surgelés;;7.88;3.15
Pizza Royale CARREFOUR ORIGINAL;pizza-royale-carrefour-original;Surgelés;;6.25;2.75
Frites allumettes spécial four CARREFOUR CLASSIC';frites-allumettes-special-four-carrefour-classic;Surgelés;;2.82;1.69
Pizza Prosciutto CARREFOUR EXTRA;pizza-prosciutto-carrefour-extra;Surgelés;;7.12;2.85
Saumon du pacifique CARREFOUR;saumon-du-pacifique-carrefour;Surgelés;;11.63;15.11
Gambas entières crues CARREFOUR;gambas-entieres-crues-carrefour;Surgelés;;27.98;13.99
Crevettes sauvages entières crues 16/24 CARREFOUR;crevettes-sauvages-entieres-crues-16-24-carrefour;Surgelés;;24.88;9.95
Noix de St Jacques sans corail CARREFOUR;noix-de-st-jacques-sans-corail-carrefour;Surgelés;;29.98;14.99
Tubes d'encornet CARREFOUR;tubes-d-encornet-carrefour;Surgelés;;15.85;11.89
Crevettes sauvages nordiques CARREFOUR;crevettes-sauvages-nordiques-carrefour;Surgelés;;10.58;5.29
Poisson pané ail et fines herbes MSC CARREFOUR;poisson-pane-ail-et-fines-herbes-msc-carrefour;Surgelés;;5.99;5.99
Croquettes de poisson ail, fines herbes CARREFOUR CLASSIC';croquettes-de-poisson-ail-fines-herbes-carrefour-classic;Surgelés;;6.17;1.85
Langoustines entières crues CARREFOUR;langoustines-entieres-crues-carrefour;Surgelés;;19.98;9.99
Poissons trio nordiques CARREFOUR EXTRA;poissons-trio-nordiques-carrefour-extra;Surgelés;;20.15;12.09
Filets de limande CARREFOUR EXTRA;filets-de-limande-carrefour-extra;Surgelés;;13.78;6.89
Sole tropicale CARREFOUR EXTRA;sole-tropicale-carrefour-extra;Surgelés;;11.70;5.85
Pommes rissolées CARREFOUR CLASSIC';pommes-rissolees-carrefour-classic;Surgelés;;1.84;4.59
Plat cuisiné couscous CARREFOUR SENSATION;plat-cuisine-couscous-carrefour-sensation;Surgelés;;8.17;2.45
Nems au porc CARREFOUR SENSATION;nems-au-porc-carrefour-sensation;Surgelés;;11.62;2.79
Gambas sauvages entières crues 8/12 CARREFOUR EXTRA;gambas-sauvages-entieres-crues-8-12-carrefour-extra;Surgelés;;27.49;21.99
Haché à l'oignon CARREFOUR CLASSIC';hache-a-l-oignon-carrefour-classic;Surgelés;;7.09;7.09
Feuilletés paniers deux saumons CARREFOUR EXTRA;feuilletes-paniers-deux-saumons-carrefour-extra;Surgelés;;10.62;4.25
Mini feuilletés escargots CARREFOUR EXTRA;mini-feuilletes-escargots-carrefour-extra;Surgelés;;28.89;5.49
Plat cuisiné tagliatelle carbonara CARREFOUR CLASSIC';plat-cuisine-tagliatelle-carbonara-carrefour-classic;Surgelés;;7.83;2.35
Steaks hachés charolais façon bouchère CARREFOUR ORIGINAL;steaks-haches-charolais-facon-bouchere-carrefour-original;Surgelés;;16.23;7.79
Steaks hachés façon bouchère 15% MG CARREFOUR ORIGINAL;steaks-haches-facon-bouchere-15-mg-carrefour-original;Surgelés;;16.23;7.79
Filets de limande façon meunière CARREFOUR EXTRA;filets-de-limande-facon-meuniere-carrefour-extra;Surgelés;;17.38;6.95
Filets de cabillaud panés CARREFOUR EXTRA;filets-de-cabillaud-panes-carrefour-extra;Surgelés;;15.10;7.55
Mini viennoiseries assortiment CARREFOUR;mini-viennoiseries-assortiment-carrefour;Surgelés;;12.48;5.99
Plat cuisiné pâtes au poulet thaï CARREFOUR SENSATION;plat-cuisine-pates-au-poulet-thai-carrefour-sensation;Surgelés;;6.61;5.95
Filets de morue MSC CARREFOUR;filets-de-morue-msc-carrefour;Surgelés;;16.48;6.59
Grignottes de poulet halal rôties CARREFOUR;grignottes-de-poulet-halal-roties-carrefour;Surgelés;;13.40;3.35
Pommes de terre Alphabet CARREFOUR CLASSIC';pommes-de-terre-alphabet-carrefour-classic;Surgelés;;2.58;1.55
Mini pizzas jambon fromage CARREFOUR SENSATION;mini-pizzas-jambon-fromage-carrefour-sensation;Surgelés;;8.11;2.19
Mini pizzas Bolognaise CARREFOUR;mini-pizzas-bolognaise-carrefour;Surgelés;;10.70;2.89
Mini pizzas mozzarella tomate CARREFOUR SENSATION;mini-pizzas-mozzarella-tomate-carrefour-sensation;Surgelés;;8.11;2.19
Mini feuilletés saucisse moutarde et tomates CARREFOUR;mini-feuilletes-saucisse-moutarde-et-tomates-carrefour;Surgelés;;13.97;4.89
Pizza maxi 4 formaggi CARREFOUR SENSATION;pizza-maxi-4-formaggi-carrefour-sensation;Surgelés;;6.48;3.89
Nuggets de poulet CARREFOUR;nuggets-de-poulet-carrefour;Surgelés;;10.18;5.09
Pizza 3 fromages oignons CARREFOUR SENSATION;pizza-3-fromages-oignons-carrefour-sensation;Surgelés;;9.67;4.35
Plat cuisiné tagliatelles fruits de mer CARREFOUR EXTRA;plat-cuisine-tagliatelles-fruits-de-mer-carrefour-extra;Surgelés;;7.17;6.45
Plat cuisiné nouilles sautées aux crevettes CARREFOUR;plat-cuisine-nouilles-sautees-aux-crevettes-carrefour;Surgelés;;6.39;5.75
Morceaux de calmars CARREFOUR;morceaux-de-calmars-carrefour;Surgelés;;15.53;6.99
Plat cuisiné poêlée tartiflette CARREFOUR ORIGINAL;plat-cuisine-poelee-tartiflette-carrefour-original;Surgelés;;4.99;4.49
Mini pizzas 3 fromages CARREFOUR SENSATION;mini-pizzas-3-fromages-carrefour-sensation;Surgelés;;8.11;2.19
Dessert glacé Délices aux framboises CARREFOUR EXTRA;dessert-glace-delices-aux-framboises-carrefour-extra;Surgelés;;19.46;7.59
Frites allumettes CARREFOUR CLASSIC';frites-allumettes-carrefour-classic;Surgelés;;1.86;4.65
Frites CARREFOUR CLASSIC';frites-carrefour-classic;Surgelés;;1.74;4.35
Potatoes CARREFOUR CLASSIC';potatoes-carrefour-classic;Surgelés;;2.25;1.35
Pommes croquettes CARREFOUR CLASSIC';pommes-croquettes-carrefour-classic;Surgelés;;2.95;2.95
Frites express 4 min CARREFOUR CLASSIC';frites-express-4-min-carrefour-classic;Surgelés;;7.62;0.99
Mignardises assortiment CARREFOUR EXTRA;mignardises-assortiment-carrefour-extra;Surgelés;;36.30;5.99
Pommes de terre façon rôtissoire CARREFOUR ORIGINAL;pommes-de-terre-facon-rotissoire-carrefour-original;Surgelés;;6.32;3.79
Steaks hachés Le Géant façon bouchère 15% MG CARREFOUR;steaks-haches-le-geant-facon-bouchere-15-mg-carrefour;Surgelés;;15.40;11.09
Viande hachée halal pur bœuf 20% MG CARREFOUR;viande-hachee-halal-pur-boeuf-20-mg-carrefour;Surgelés;;14.89;14.89
Queues de crevettes semi-décortiquées CARREFOUR CLASSIC';queues-de-crevettes-semi-decortiquees-carrefour-classic;Surgelés;;25.63;7.69
Steaks hachés Classique façon bouchère 15% MG CARREFOUR ORIGINAL;steaks-haches-classique-facon-bouchere-15-mg-carrefour-original;Surgelés;;15.40;7.39
Gambas tigrées entières crues LR 8/12 CARREFOUR EXTRA;gambas-tigrees-entieres-crues-lr-8-12-carrefour-extra;Surgelés;;27.38;10.95
Bâtonnets de poulet panés CARREFOUR;batonnets-de-poulet-panes-carrefour;Surgelés;;12.48;4.99
Thon albacore CARREFOUR EXTRA;thon-albacore-carrefour-extra;Surgelés;;20.20;5.05
Pain surprise campagne CARREFOUR EXTRA;pain-surprise-campagne-carrefour-extra;Surgelés;;21.72;9.99
Dos de cabillaud CARREFOUR EXTRA;dos-de-cabillaud-carrefour-extra;Surgelés;;19.54;8.99
Pommes gaufrettes four CARREFOUR;pommes-gaufrettes-four-carrefour;Surgelés;;3.08;1.85
Quiches Lorraine CARREFOUR;quiches-lorraine-carrefour;Surgelés;;7.86;6.29
Mini Cheeseburgers CARREFOUR EXTRA;mini-cheeseburgers-carrefour-extra;Surgelés;;40.97;6.35
Tarte citron meringuée CARREFOUR;tarte-citron-meringuee-carrefour;Surgelés;;11.18;5.59
Noix de Saint Jacques sans corail CARREFOUR EXTRA;noix-de-saint-jacques-sans-corail-carrefour-extra;Surgelés;;41.83;12.55
Brochettes de poulet Yakitori Teriyaki CARREFOUR SENSATION;brochettes-de-poulet-yakitori-teriyaki-carrefour-sensation;Surgelés;;24.76;6.19
Colin d'Alaska filets façon meunière CARREFOUR EXTRA;colin-d-alaska-filets-facon-meuniere-carrefour-extra;Surgelés;;12.48;4.99
Pizza chèvre miel lardons CARREFOUR ORIGINAL;pizza-chevre-miel-lardons-carrefour-original;Surgelés;;8.55;3.59
Plat cuisiné poêlée savoyarde CARREFOUR;plat-cuisine-poelee-savoyarde-carrefour;Surgelés;;4.77;4.29
Plat cuisiné parmentier de canard CARREFOUR;plat-cuisine-parmentier-de-canard-carrefour;Surgelés;;8.65;5.19
Poisson pané colin d'Alaska à la tomate CARREFOUR CLASSIC';poisson-pane-colin-d-alaska-a-la-tomate-carrefour-classic;Surgelés;;7.15;4.29
Fraisier CARREFOUR EXTRA;fraisier-carrefour-extra;Surgelés;;16.48;7.25
Plat cuisiné Chili con Carne CARREFOUR SENSATION;plat-cuisine-chili-con-carne-carrefour-sensation;Surgelés;;6.72;6.05
Queues de gambas sauvages XL CARREFOUR;queues-de-gambas-sauvages-xl-carrefour;Surgelés;;31.17;9.85
Mini croque-monsieur jambon emmental CARREFOUR EXTRA;mini-croque-monsieur-jambon-emmental-carrefour-extra;Surgelés;;20.79;4.99
Jalapenos avec sauce CARREFOUR SENSATION;jalapenos-avec-sauce-carrefour-sensation;Surgelés;;14.20;3.55
Dessert royal au chocolat CARREFOUR SELECTION;dessert-royal-au-chocolat-carrefour-selection;Crèmerie et Produits laitiers;;19.94;3.19
Burgers halal à l'oignon CARREFOUR;burgers-halal-a-l-oignon-carrefour;Surgelés;;9.86;7.89
Crevettes entières crues 12/16 CARREFOUR;crevettes-entieres-crues-12-16-carrefour;Surgelés;;27.48;10.99
Mini Hot-Dogs ketchup moutarde CARREFOUR EXTRA;mini-hot-dogs-ketchup-moutarde-carrefour-extra;Surgelés;;42.79;5.99
Mini quiches assortiment CARREFOUR;mini-quiches-assortiment-carrefour;Surgelés;;22.56;6.09
Plat cuisiné poêlée à l'orientale CARREFOUR SENSATION;plat-cuisine-poelee-a-l-orientale-carrefour-sensation;Surgelés;;5.77;5.19
Pavés de saumon Atlantique CARREFOUR EXTRA;paves-de-saumon-atlantique-carrefour-extra;Surgelés;;25.80;6.45
Steak haché façon bouchère Le Classique 15% MG CARREFOUR;steak-hache-facon-bouchere-le-classique-15-mg-carrefour;Surgelés;;13.79;13.79
Crevettes panées assortiment CARREFOUR;crevettes-panees-assortiment-carrefour;Surgelés;;27.75;5.55
Filets de flétan du Groenland CARREFOUR EXTRA;filets-de-fletan-du-groenland-carrefour-extra;Surgelés;;20.82;12.49
Panés de blé CARREFOUR SENSATION;panes-de-ble-carrefour-sensation;Surgelés;;9.12;3.65
Plat cuisiné lasagnes bolognaise CARREFOUR CLASSIC';plat-cuisine-lasagnes-bolognaise-carrefour-classic;Surgelés;;7.17;2.15
Plat cuisiné lasagnes chèvre épinards CARREFOUR CLASSIC';plat-cuisine-lasagnes-chevre-epinards-carrefour-classic;Surgelés;;7.32;4.39
Végetal burgers CARREFOUR SENSATION;vegetal-burgers-carrefour-sensation;Nutrition et Végétale;;11.62;4.65
Frites patate douce CARREFOUR EXTRA;frites-patate-douce-carrefour-extra;Surgelés;;5.90;2.95
Pizza 3 viandes CARREFOUR EXTRA;pizza-3-viandes-carrefour-extra;Surgelés;;7.93;3.25
Pizza bolognese CARREFOUR EXTRA;pizza-bolognese-carrefour-extra;Surgelés;;6.80;2.55
frites spécial four CARREFOUR CLASSIC';frites-special-four-carrefour-classic;Surgelés;;2.06;3.09
Frites allumettes spécial four CARREFOUR CLASSIC';frites-allumettes-special-four-carrefour-classic;Surgelés;;2.53;3.79
Frites Steakhouse spécial four CARREFOUR CLASSIC';frites-steakhouse-special-four-carrefour-classic;Surgelés;;2.65;1.59
Rösti CARREFOUR EXTRA;roesti-carrefour-extra;Surgelés;;2.65;1.59
Onion rings rings CARREFOUR;onion-rings-rings-carrefour;Surgelés;;11.97;3.59
Bâtonnets de Colin d'Alaska Fish & Chips CARREFOUR EXTRA;batonnets-de-colin-d-alaska-fish-chips-carrefour-extra;Surgelés;;8.12;3.29
Filets de colin d'Alaska style Fish & Chips CARREFOUR EXTRA;filets-de-colin-d-alaska-style-fish-chips-carrefour-extra;Surgelés;;8.88;3.55
Pizza 5 fromaggi CARREFOUR EXTRA;pizza-5-fromaggi-carrefour-extra;Surgelés;;7.05;2.75
