title,slug,topCategoryName,origin,price_unit
Verrines Truite fromage frais et légumes croquants GUYADER,verrines-truite-fromage-frais-et-legumes-croquants-guyader,Charcuterie et Traiteur,,30.94 € / KG
Verrines apéro thon chorizo poivrons rouges et fromage frais GUYADER,verrines-apero-thon-chorizo-poivrons-rouges-et-fromage-frais-guyader,Charcuterie et Traiteur,,30.94 € / KG
Rillettes de Maquereau au Vin Blanc  GUYADER,rillettes-de-maquereau-au-vin-blanc-guyader,Viandes et Poissons,,12.67 € / KG
Rillette de sardine au piment d'Espelette  GUYADER,rillette-de-sardine-au-piment-d-espelette-guyader,Viandes et Poissons,,16.33 € / KG
Filet d'anchois FIORITO,filet-d-anchois-fiorito,Viandes et Poissons,,22.14 € / KG
Crème d'anchois  FIORITO,creme-d-anchois-fiorito,Viandes et Poissons,,19.75 € / KG
Anchois au sel CONSERVERIES FIORITO,anchois-au-sel-conserveries-fiorito,Viandes et Poissons,,17.83 € / KG
Anchois au sel CONSERVERIES FIORITO,anchois-au-sel-conserveries-fiorito,Viandes et Poissons,,26.47 € / KG
Tapenade olives noires CONSERV. PROVENCALES,tapenade-olives-noires-conserv-provencales,Viandes et Poissons,,35.11 € / KG
Anchoïade CONSERV. PROVENCALES,anchoiade-conserv-provencales,Viandes et Poissons,,26.18 € / KG
Anchois marinés à l'ail et persil CONSERVERIES PROVENCALES,anchois-marines-a-l-ail-et-persil-conserveries-provencales,Viandes et Poissons,,16.00 € / KG
Moules Cuisinées à la Marinière TIPIAK,moules-cuisinees-a-la-mariniere-tipiak,Viandes et Poissons,,9.16 € / KG
Rillettes de thon CAP OCEAN,rillettes-de-thon-cap-ocean,Viandes et Poissons,,17.93 € / KG
Coquilles Saint-Jacques à la Normande,coquilles-saint-jacques-a-la-normande,Charcuterie et Traiteur,,23.57 € / KG
Soupe poisson de roche AZAIS POLITO,soupe-poisson-de-roche-azais-polito,Viandes et Poissons,,10.82 € / L
Salade de petits poulpes AZAIS POLITO,salade-de-petits-poulpes-azais-polito,Viandes et Poissons,,24.97 € / KG
Soupe de poisson Label Rouge AZAIS POLITO,soupe-de-poisson-label-rouge-azais-polito,Viandes et Poissons,,8.47 € / L
Coffret soupe poisson/croutons ail/rouille AZAIS POLITO,coffret-soupe-poisson-croutons-ail-rouille-azais-polito,Viandes et Poissons,,13.78 € / KG
Blinis apéro BLINI,blinis-apero-blini,Viandes et Poissons,,17.52 € / KG
Tarama extra L'ATELIER BLINI,tarama-extra-l-atelier-blini,Viandes et Poissons,,18.57 € / KG
Blinis sarrasin et blé tendre L'ATELIER BLINI,blinis-sarrasin-et-ble-tendre-l-atelier-blini,Viandes et Poissons,,12.96 € / KG
Blinis sarrasin et blé tendre bio L'ATELIER BLINI,blinis-sarrasin-et-ble-tendre-bio-l-atelier-blini,Viandes et Poissons,,16.67 € / KG
Fromage frais saumon ATELIER BLINI,fromage-frais-saumon-atelier-blini,Viandes et Poissons,,22.50 € / KG
Fromage frais thon ATELIER BLINI,fromage-frais-thon-atelier-blini,Viandes et Poissons,,22.50 € / KG
Soupe de crabe PERARD,soupe-de-crabe-perard,Viandes et Poissons,,8.01 € / KG
Filets d'anchois huile tournesol ANCHOIS ROQUE,filets-d-anchois-huile-tournesol-anchois-roque,Viandes et Poissons,,86.33 € / KG
Filets d'anchois à la persillade,filets-d-anchois-a-la-persillade,Viandes et Poissons,,43.93 € / KG
Filets d'anchois Roquerones à la Catalane,filets-d-anchois-roquerones-a-la-catalane,Viandes et Poissons,,43.93 € / KG
Crème d'anchois,creme-d-anchois,Viandes et Poissons,,42.79 € / KG
Filets d'anchois au sel ANCHOIS ROQUE,filets-d-anchois-au-sel-anchois-roque,Viandes et Poissons,,51.36 € / KG
Filets d'anchois huile de tournesol ANCHOIS ROQUE,filets-d-anchois-huile-de-tournesol-anchois-roque,Viandes et Poissons,,83.40 € / KG
Filets d'anchois huile de tournesol ANCHOIS ROQUE,filets-d-anchois-huile-de-tournesol-anchois-roque,Viandes et Poissons,,61.40 € / KG
Filets d'anchois Roquerones ANCHOIS ROQUE,filets-d-anchois-roquerones-anchois-roque,Viandes et Poissons,,52.43 € / KG
Filets d'anchois huile de tournesol ANCHOIS ROQUE,filets-d-anchois-huile-de-tournesol-anchois-roque,Viandes et Poissons,,55.29 € / KG
Roquerones d'anchois marinés ANCHOIS ROQUE,roquerones-d-anchois-marines-anchois-roque,Viandes et Poissons,,55.27 € / KG
Bâtonnets de surimi MSC cœur frais mayonnaise FLEURY MICHON,batonnets-de-surimi-msc-coeur-frais-mayonnaise-fleury-michon,Viandes et Poissons,,12.50 € / KG
Bâtonnets de Surimi le Moelleux msc FLEURY MICHON,batonnets-de-surimi-le-moelleux-msc-fleury-michon,Viandes et Poissons,,10.79 € / KG
Râpé de surimi msc FLEURY MICHON,rape-de-surimi-msc-fleury-michon,Viandes et Poissons,,9.94 € / KG
Bâtonnet de surimi moelleux  FLEURY MICHON,batonnet-de-surimi-moelleux-fleury-michon,Viandes et Poissons,,12.33 € / KG
Bâtonnets de surimi MSC mini moelleux mayonnaise FLEURY MICHON,batonnets-de-surimi-msc-mini-moelleux-mayonnaise-fleury-michon,Viandes et Poissons,,12.57 € / KG
Bâtonnets de Surimi msc mini Moelleux cocktail FLEURY MICHON,batonnets-de-surimi-msc-mini-moelleux-cocktail-fleury-michon,Viandes et Poissons,,12.57 € / KG
Bâtonnets de Surimi à la chair de crabe FLEURY MICHON,batonnets-de-surimi-a-la-chair-de-crabe-fleury-michon,Viandes et Poissons,,11.37 € / KG
Bâtonnets de Surimi le Moelleux msc FLEURY MICHON,batonnets-de-surimi-le-moelleux-msc-fleury-michon,Viandes et Poissons,,9.60 € / KG
Bâtonnets de Surimi le Moelleux msc -25% de sel FLEURY MICHON,batonnets-de-surimi-le-moelleux-msc-25-de-sel-fleury-michon,Viandes et Poissons,,13.00 € / KG
Bâtonnets de Surimi le Coeur Frais chèvre FLEURY MICHON,batonnets-de-surimi-le-coeur-frais-chevre-fleury-michon,Viandes et Poissons,,14.69 € / KG
Surimi fromage ail fines herbes FLEURY MICHON,surimi-fromage-ail-fines-herbes-fleury-michon,Viandes et Poissons,,10.03 € / KG
Saumon Fumé de Norvège MOWI,saumon-fume-de-norvege-mowi,Viandes et Poissons,,61.46 € / KG
Saumon Fumé d'Ecosse MOWI,saumon-fume-d-ecosse-mowi,Viandes et Poissons,,69.08 € / KG
Saumon pas Fumé Epices Douces Betterave MOWI,saumon-pas-fume-epices-douces-betterave-mowi,Viandes et Poissons,,69.90 € / KG
Soupe de poissons et langoustines  ILE BLEUE,soupe-de-poissons-et-langoustines-ile-bleue,Viandes et Poissons,,3.84 € / KG
Soupe de poisson et homard ILE BLEUE,soupe-de-poisson-et-homard-ile-bleue,Viandes et Poissons,,4.68 € / KG
Salade Marco Polo LA BELLE HENRIETTE,salade-marco-polo-la-belle-henriette,Viandes et Poissons,,9.83 € / KG
Salade pommes de terre aux harengs LA BELLE HENRIETTE,salade-pommes-de-terre-aux-harengs-la-belle-henriette,Charcuterie et Traiteur,,9.30 € / KG
Mini blinis LE TRAITEUR GOURMET,mini-blinis-le-traiteur-gourmet,Viandes et Poissons,,13.26 € / KG
Tarama LE TRAITEUR GOURMET,tarama-le-traiteur-gourmet,Viandes et Poissons,,23.06 € / KG
Truite et Féra fumées en tranches LE PETIT FUME,truite-et-fera-fumees-en-tranches-le-petit-fume,Viandes et Poissons,,59.50 € / KG
Saumon fumé Atlantique Bio MAISON PENEAU,saumon-fume-atlantique-bio-maison-peneau,Bio et Ecologie,,79.90 € / KG
Saumon fumé du cercle arctique MAISON PENEAU,saumon-fume-du-cercle-arctique-maison-peneau,Viandes et Poissons,,63.75 € / KG
Truite fumée Bio PENEAU,truite-fumee-bio-peneau,Viandes et Poissons,,67.38 € / KG
Truite fumée OVIVE,truite-fumee-ovive,Viandes et Poissons,,73.33 € / KG
Sardines au citron confit,sardines-au-citron-confit,Viandes et Poissons,ATLANTIQUE CENTRE OUEST (31),43.25 € / KG
Surimi casher YARDEN,surimi-casher-yarden,Viandes et Poissons,,24.50 € / KG
Brochettes de la mer colin ROLMER,brochettes-de-la-mer-colin-rolmer,Viandes et Poissons,ATLANTIQUE NORD EST,31.97 € / KG
Mini brochettes de la mer au piment ROLMER,mini-brochettes-de-la-mer-au-piment-rolmer,Viandes et Poissons,OCEAN PACIFIQUE,28.76 € / KG
Saumon fumé au bois de hêtre LA SAUMONERIE DE CHOISY,saumon-fume-au-bois-de-hetre-la-saumonerie-de-choisy,Viandes et Poissons,,72.33 € / KG
Truite fumée,truite-fumee,Viandes et Poissons,FRANCE,62.79 € / KG
Cœur de filet de saumon fumé de Norvège,coeur-de-filet-de-saumon-fume-de-norvege,Viandes et Poissons,FRANCE,66.60 € / KG
Dés de Saumon Aneth Façon Gravlax FJORD KING,des-de-saumon-aneth-facon-gravlax-fjord-king,Charcuterie et Traiteur,FRANCE,40.00 € / KG
Filets d'anchois à la Sévillane PECHERIES SETOISES,filets-d-anchois-a-la-sevillane-pecheries-setoises,Viandes et Poissons,,40.45 € / KG
Filets d'anchois marinés nature PECHERIES BASQUES,filets-d-anchois-marines-nature-pecheries-basques,Viandes et Poissons,,44.09 € / KG
Filets d'anchois à la provençale PECHERIES SETOISES,filets-d-anchois-a-la-provencale-pecheries-setoises,Viandes et Poissons,,39.91 € / KG
Filets d'anchois à l'ail PECHERIES SETOISES,filets-d-anchois-a-l-ail-pecheries-setoises,Viandes et Poissons,,38.95 € / KG
Tartinable de maquereau algues et curry ALGAE,tartinable-de-maquereau-algues-et-curry-algae,Viandes et Poissons,FRANCE,57.67 € / KG
Tartinable de truite algues et légumes ALGAE,tartinable-de-truite-algues-et-legumes-algae,Viandes et Poissons,FRANCE,57.67 € / KG
Tartinable de thon algues et tomates ALGAE,tartinable-de-thon-algues-et-tomates-algae,Viandes et Poissons,FRANCE,58.78 € / KG
Tartinable de saint jacques algues et citron confit ALGAE,tartinable-de-saint-jacques-algues-et-citron-confit-algae,Viandes et Poissons,FRANCE,57.67 € / KG
Anneaux de calamars à la romaine CITE MARINE,anneaux-de-calamars-a-la-romaine-cite-marine,Viandes et Poissons,FRANCE,21.61 € / KG
Aiguillettes de cabillaud panées CITE MARINE,aiguillettes-de-cabillaud-panees-cite-marine,Viandes et Poissons,FRANCE,20.90 € / KG
Saumon fumé Ecosse LE SAUMON DE PIRIAC,saumon-fume-ecosse-le-saumon-de-piriac,Viandes et Poissons,,74.25 € / KG
Saumon fumée Bio LE SAUMON DE PIRIAC,saumon-fumee-bio-le-saumon-de-piriac,Viandes et Poissons,,82.45 € / KG
Surimi saveur crabe COMPAGNIE DES PECHES,surimi-saveur-crabe-compagnie-des-peches,Viandes et Poissons,,9.95 € / KG
Surimi saveur crabe COMPAGNIE DES PECHES,surimi-saveur-crabe-compagnie-des-peches,Viandes et Poissons,,9.58 € / KG
Terrine aux Saint Jacques,terrine-aux-saint-jacques,Charcuterie et Traiteur,,0.81 € / KG
Emincés de saumon sans arêtes FILIERE QUALITE CARREFOUR,eminces-de-saumon-sans-aretes-filiere-qualite-carrefour,Viandes et Poissons,ZONES DE CAPTURE MAREE (DIVERS),51.93 € / KG
Filets de maquereaux fumés provençale,filets-de-maquereaux-fumes-provencale,Viandes et Poissons,FRANCE,24.95 € / KG
Filets de hareng fumés BOURGAIN,filets-de-hareng-fumes-bourgain,Viandes et Poissons,FRANCE,15.00 € / KG
Filet de Haddock FOURNIER FILS,filet-de-haddock-fournier-fils,Viandes et Poissons,FRANCE,34.95 € / KG
Coquille Saint Jacques,coquille-saint-jacques,Charcuterie et Traiteur,,34.72 € / KG
Coquilles surimi CARREFOUR,coquilles-surimi-carrefour,Viandes et Poissons,,16.33 € / KG
Coquilles aux crevettes CARREFOUR,coquilles-aux-crevettes-carrefour,Viandes et Poissons,,20.83 € / KG
Salade de poulpes aux olives CARREFOUR LE MARCHE,salade-de-poulpes-aux-olives-carrefour-le-marche,Viandes et Poissons,FRANCE,41.67 € / KG
Petites seiches grillées CARREFOUR LE MARCHE,petites-seiches-grillees-carrefour-le-marche,Viandes et Poissons,ITALIE,41.67 € / KG
Tartare de saumon citron et aneth CARREFOUR LE MARCHE,tartare-de-saumon-citron-et-aneth-carrefour-le-marche,Viandes et Poissons,FRANCE,60.64 € / KG
Terrine noix de Saint-Jacques CARREFOUR LE MARCHE,terrine-noix-de-saint-jacques-carrefour-le-marche,Charcuterie et Traiteur,FRANCE,29.17 € / KG
Moules à la catalane CARREFOUR LE MARCHE,moules-a-la-catalane-carrefour-le-marche,Viandes et Poissons,FRANCE,25.36 € / KG
Sushis Box SIMPL,sushis-box-simpl,Viandes et Poissons,FRANCE,22.11 € / KG
Sushis Box SIMPL,sushis-box-simpl,Viandes et Poissons,FRANCE,20.62 € / KG
Sushis Box SIMPL,sushis-box-simpl,Viandes et Poissons,FRANCE,17.78 € / KG
Roll saumon fromage + sauce IZAKAYA,roll-saumon-fromage-sauce-izakaya,Viandes et Poissons,FRANCE,7.80 € / KG
Maki saumon IZAKAYA,maki-saumon-izakaya,Viandes et Poissons,FRANCE,40.91 € / KG
Maki concombre veggie + sauce IZAKAYA,maki-concombre-veggie-sauce-izakaya,Viandes et Poissons,FRANCE,3.50 € / KG
Salmon Classic Box IZAKAYA,salmon-classic-box-izakaya,Viandes et Poissons,FRANCE,48.11 € / KG
Maki Veggie fromage ciboulette IZAKAYA,maki-veggie-fromage-ciboulette-izakaya,Viandes et Poissons,FRANCE,36.84 € / KG
Sushi SIMPL,sushi-simpl,Viandes et Poissons,FRANCE,23.61 € / KG
Filets d'anchois ail et persil CARREFOUR LE MARCHE,filets-d-anchois-ail-et-persil-carrefour-le-marche,Viandes et Poissons,FRANCE,38.10 € / KG
Crevettes décortiquées sauce piment  CARREFOUR LE MARCHE,crevettes-decortiquees-sauce-piment-carrefour-le-marche,Viandes et Poissons,FRANCE,39.90 € / KG
Filet d'anchois MSC nature CARREFOUR,filet-d-anchois-msc-nature-carrefour,Viandes et Poissons,FRANCE,38.10 € / KG
Filet anchois à l'Orientale CARREFOUR LE MARCHE,filet-anchois-a-l-orientale-carrefour-le-marche,Viandes et Poissons,FRANCE,38.10 € / KG
Filets anchois  à la Catalane CARREFOUR LE MARCHE,filets-anchois-a-la-catalane-carrefour-le-marche,Viandes et Poissons,FRANCE,38.10 € / KG
Sushi SIMPL,sushi-simpl,Viandes et Poissons,FRANCE,25.63 € / KG
Box du mois IZAKAYA,box-du-mois-izakaya,Viandes et Poissons,FRANCE,35.36 € / KG
Plateau découverte IZAKAYA,plateau-decouverte-izakaya,Viandes et Poissons,FRANCE,47.54 € / KG
Snacking box IZAKAYA,snacking-box-izakaya,Viandes et Poissons,FRANCE,35.38 € / KG
Plateau passion IZAKAYA,plateau-passion-izakaya,Viandes et Poissons,FRANCE,50.72 € / KG
California saumon et maki IZAKAYA,california-saumon-et-maki-izakaya,Viandes et Poissons,FRANCE,48.24 € / KG
Crunch thon mayonaise IZAKAYA,crunch-thon-mayonaise-izakaya,Viandes et Poissons,FRANCE,46.60 € / KG
Menu love IZAKAYA,menu-love-izakaya,Viandes et Poissons,FRANCE,43.45 € / KG
Box thon mayonaise IZAKAYA,box-thon-mayonaise-izakaya,Viandes et Poissons,FRANCE,36.92 € / KG
Snack saumon IZAKAYA,snack-saumon-izakaya,Viandes et Poissons,FRANCE,49.73 € / KG
Izakaya Saumon 13 Pièces,izakaya-saumon-13-pieces,Viandes et Poissons,FRANCE,51.79 € / KG
Crunch saumon IZAKAYA,crunch-saumon-izakaya,Viandes et Poissons,FRANCE,53.27 € / KG
Plateau découverte IZAKAYA,plateau-decouverte-izakaya,Viandes et Poissons,FRANCE,45.04 € / KG
Plateau tentation IZAKAYA,plateau-tentation-izakaya,Viandes et Poissons,FRANCE,51.79 € / KG
California saumon IZAKAYA,california-saumon-izakaya,Viandes et Poissons,FRANCE,42.79 € / KG
Sushis small roll platter,sushis-small-roll-platter,Viandes et Poissons,FRANCE,44.93 € / KG
Sushis izakaya fusion,sushis-izakaya-fusion,Viandes et Poissons,FRANCE,45.76 € / KG
Sushis cristal saumon,sushis-cristal-saumon,Viandes et Poissons,FRANCE,41.31 € / KG
Sushis crunch duo,sushis-crunch-duo,Viandes et Poissons,FRANCE,46.00 € / KG
Riz vinaigré IZAKAYA,riz-vinaigre-izakaya,Viandes et Poissons,FRANCE,9.80 € / KG
Grand plateau XXL IZAKAYA,grand-plateau-xxl-izakaya,Viandes et Poissons,FRANCE,33.78 € / KG
Sushi saumon IZAKAYA,sushi-saumon-izakaya,Viandes et Poissons,FRANCE,48.33 € / KG
Maxi maki SUSHI DAILY,maxi-maki-sushi-daily,Viandes et Poissons,FRANCE,53.39 € / KG
Menu two,menu-two,Viandes et Poissons,FRANCE,56.80 € / KG
Hikari mix SUSHI DAILY,hikari-mix-sushi-daily,Viandes et Poissons,FRANCE,40.27 € / KG
Menu san SUSHI DAILY,menu-san-sushi-daily,Viandes et Poissons,FRANCE,47.69 € / KG
Crunch saumon roll SUSHI DAILY,crunch-saumon-roll-sushi-daily,Viandes et Poissons,FRANCE,42.62 € / KG
Menu duo saumon SUSHI DAILY,menu-duo-saumon-sushi-daily,Viandes et Poissons,FRANCE,41.17 € / KG
Menu duo saumon SUSHI DAILY,menu-duo-saumon-sushi-daily,Viandes et Poissons,FRANCE,41.17 € / KG
Roll'in saumon cheese SUSHI DAILY,roll-in-saumon-cheese-sushi-daily,Viandes et Poissons,FRANCE,50.34 € / KG
Menu yon SUSHI DAILY,menu-yon-sushi-daily,Viandes et Poissons,FRANCE,41.04 € / KG
Maki & you SUSHI DAILY,maki-you-sushi-daily,Viandes et Poissons,FRANCE,35.62 € / KG
Maki & you SUSHI DAILY,maki-you-sushi-daily,Viandes et Poissons,FRANCE,35.62 € / KG
Menu 4 sans algue SUSHI DAILY,menu-4-sans-algue-sushi-daily,Viandes et Poissons,FRANCE,43.85 € / KG
Menu 4 sans algue SUSHI DAILY,menu-4-sans-algue-sushi-daily,Viandes et Poissons,FRANCE,46.04 € / KG
Maki California SUSHI DAILY,maki-california-sushi-daily,Viandes et Poissons,FRANCE,45.08 € / KG
Dream roll SUSHI DAILY,dream-roll-sushi-daily,Viandes et Poissons,FRANCE,50.00 € / KG
Salade de choux SUSHI DAILY,salade-de-choux-sushi-daily,Viandes et Poissons,FRANCE,19.47 € / KG
Moules farcies à la persillade CARREFOUR LE MARCHE,moules-farcies-a-la-persillade-carrefour-le-marche,Viandes et Poissons,FRANCE,59.70 € / KG
Sushi assortiment SIMPL,sushi-assortiment-simpl,Viandes et Poissons,FRANCE,22.20 € / KG
Onigiri saumon teriyaki CARREFOUR LE MARCHE,onigiri-saumon-teriyaki-carrefour-le-marche,Charcuterie et Traiteur,FRANCE,25.00 € / KG
Encornets géant à l'ail et persil frais,encornets-geant-a-l-ail-et-persil-frais,Viandes et Poissons,PEROU,29.92 € / KG
Bisque de homard REFLETS DE FRANCE,bisque-de-homard-reflets-de-france,Epicerie salée,,7.18 € / L
Œufs de saumon rose CARREFOUR EXTRA,oeufs-de-saumon-rose-carrefour-extra,Viandes et Poissons,,159.80 € / KG
Truite fumée SIMPL,truite-fumee-simpl,Viandes et Poissons,,27.90 € / KG
Rouleaux de printemps crevettes CARREFOUR SENSATION,rouleaux-de-printemps-crevettes-carrefour-sensation,Viandes et Poissons,,19.39 € / KG
Petites seiches marinées CARREFOUR EXTRA,petites-seiches-marinees-carrefour-extra,Viandes et Poissons,,38.09 € / KG
Mini Involtini fromage speck & ricotta CARREFOUR EXTRA,mini-involtini-fromage-speck-ricotta-carrefour-extra,Viandes et Poissons,,29.08 € / KG
Filets de Harengs Fumés Doux CARREFOUR CLASSIC,filets-de-harengs-fumes-doux-carrefour-classic,Viandes et Poissons,,8.22 € / KG
Truite fumée des Pyrénées CARREFOUR EXTRA,truite-fumee-des-pyrenees-carrefour-extra,Viandes et Poissons,,39.92 € / KG
Plat cuisiné paëlla de la mer MAISON BRIAU,plat-cuisine-paella-de-la-mer-maison-briau,Viandes et Poissons,FRANCE,11.74 € / KG
Cannelloni  aux crevettes MAISON BRIAU,cannelloni-aux-crevettes-maison-briau,Viandes et Poissons,FRANCE,13.32 € / KG
Plat cuisiné lasagnes au thon MAISON BRIAU,plat-cuisine-lasagnes-au-thon-maison-briau,Viandes et Poissons,FRANCE,11.52 € / KG
Plat cuisiné parmentier à la truite de Pyrénées MAISON BRIAU,plat-cuisine-parmentier-a-la-truite-de-pyrenees-maison-briau,Viandes et Poissons,FRANCE,15.98 € / KG
Plat préparé croque cabillaud MAISON BRIAU,plat-prepare-croque-cabillaud-maison-briau,Viandes et Poissons,FRANCE,16.22 € / KG
Croques saumon MAISON BRIAU,croques-saumon-maison-briau,Charcuterie et Traiteur,FRANCE,16.22 € / KG
Poisson préparé les croustillants de limande MSC et churros MAISON BRIAU,poisson-prepare-les-croustillants-de-limande-msc-et-churros-maison-briau,Viandes et Poissons,FRANCE,16.95 € / KG
Souffles de truite des Pyrénées sauce citron MAISON BRIAU,souffles-de-truite-des-pyrenees-sauce-citron-maison-briau,Viandes et Poissons,FRANCE,14.27 € / KG
Saumon fumé d'Ecosse WILLIAM & JAMES,saumon-fume-d-ecosse-william-james,Viandes et Poissons,,76.50 € / KG
Truite fumée normande tranchée WILLIAM & JAMES,truite-fumee-normande-tranchee-william-james,Viandes et Poissons,,66.50 € / KG
Saumon fumé bio d'Irlande WILLIAM & JAMES,saumon-fume-bio-d-irlande-william-james,Viandes et Poissons,,83.90 € / KG
Saumon fumé au bois de pommier WILLIAM & JAMES,saumon-fume-au-bois-de-pommier-william-james,Viandes et Poissons,,79.90 € / KG
Truite fumée Bio WILLIAM ET JAMES,truite-fumee-bio-william-et-james,Viandes et Poissons,,79.50 € / KG
Chute de saumon fumé FUMAGE ARTISANAL DU SICHON,chute-de-saumon-fume-fumage-artisanal-du-sichon,Viandes et Poissons,,30.95 € / KG
Pate de wasabi MEI ASIA,pate-de-wasabi-mei-asia,Viandes et Poissons,,59.75 € / KG
Algues grillées pour sushi nori MEI ASIA,algues-grillees-pour-sushi-nori-mei-asia,Viandes et Poissons,,169.00 € / KG
Baguettes en bambou MEI ASIA,baguettes-en-bambou-mei-asia,Viandes et Poissons,,0.10 € / U
Rillettes de thon tomates MIX BUFFET,rillettes-de-thon-tomates-mix-buffet,Viandes et Poissons,,25.00 € / KG
Tarama casher MAAYANE,tarama-casher-maayane,Viandes et Poissons,,14.90 € / KG
Caviar d'Aubergines MAAYANE,caviar-d-aubergines-maayane,Viandes et Poissons,,19.95 € / KG
Soupe de poissons BETIKO,soupe-de-poissons-betiko,Viandes et Poissons,,4.24 € / KG
Soupe de poisson BETIKO,soupe-de-poisson-betiko,Viandes et Poissons,,4.42 € / KG
Saumon à la ciboulette à poêler  CAP OCEAN,saumon-a-la-ciboulette-a-poeler-cap-ocean,Viandes et Poissons,,14.95 € / KG
Maxi box saumon IZAKAYA,maxi-box-saumon-izakaya,Viandes et Poissons,FRANCE,47.54 € / KG
Box discover IZAKAYA,box-discover-izakaya,Viandes et Poissons,FRANCE,45.04 € / KG
California saumon IZAKAYA,california-saumon-izakaya,Viandes et Poissons,FRANCE,5.99 € / KG
California saumon enroulés d'oignons frits sauce épicée IZAKAYA,california-saumon-enroules-d-oignons-frits-sauce-epicee-izakaya,Viandes et Poissons,FRANCE,7.99 € / KG
Donburi poulet katsu IZAKAYA,donburi-poulet-katsu-izakaya,Viandes et Poissons,FRANCE,26.76 € / KG
Sushi saumon IZAKAYA,sushi-saumon-izakaya,Viandes et Poissons,FRANCE,49.94 € / KG
Sushi saumon IZAKAYA,sushi-saumon-izakaya,Viandes et Poissons,FRANCE,14.50 € / KG
California thon mayonnaise enroulés d'oignons frits IZAKAYA,california-thon-mayonnaise-enroules-d-oignons-frits-izakaya,Viandes et Poissons,FRANCE,6.99 € / KG
Plat cuisiné brochettes poulet yakitori et gyoza IZAKAYA,plat-cuisine-brochettes-poulet-yakitori-et-gyoza-izakaya,Viandes et Poissons,FRANCE,25.00 € / KG
Grand plateau  XXL IZAKAYA,grand-plateau-xxl-izakaya,Viandes et Poissons,FRANCE,26.96 € / KG
Snack saumon IZAKAYA,snack-saumon-izakaya,Viandes et Poissons,FRANCE,49.73 € / KG
California thon mayonnaise IZAKAYA,california-thon-mayonnaise-izakaya,Viandes et Poissons,FRANCE,7.20 € / KG
Izakaya saumon IZAKAYA,izakaya-saumon-izakaya,Viandes et Poissons,FRANCE,51.79 € / KG
Salade de choux et carotte IZAKAYA,salade-de-choux-et-carotte-izakaya,Charcuterie et Traiteur,FRANCE,2.50 € / KG
Poke Bowl BISTROT,poke-bowl-bistrot,Viandes et Poissons,FRANCE,9.99 € / KG
Box Pâques IZAKAYA,box-paques-izakaya,Viandes et Poissons,FRANCE,38.91 € / KG
Box Fête des mères IZAKAYA,box-fete-des-meres-izakaya,Viandes et Poissons,FRANCE,29.07 € / KG
Poke bowl lomi IZAKAYA,poke-bowl-lomi-izakaya,Viandes et Poissons,FRANCE,30.27 € / KG
Couvert asiatique baguettes IZAKAYA,couvert-asiatique-baguettes-izakaya,Viandes et Poissons,CHINE,0.05 € / U
Sauce soja salée SUSHI MARKET,sauce-soja-salee-sushi-market,Viandes et Poissons,FRANCE,21.57 € / KG
Sauce soja sucrée SUSHI MARKET,sauce-soja-sucree-sushi-market,Viandes et Poissons,FRANCE,21.57 € / KG
Sauce soja salée SUSHI MARKET,sauce-soja-salee-sushi-market,Viandes et Poissons,FRANCE,30.00 € / KG
Sauce soja sucrée SUSHI MARKET,sauce-soja-sucree-sushi-market,Viandes et Poissons,FRANCE,30.00 € / KG
Box  black friday IZAKAYA,box-black-friday-izakaya,Viandes et Poissons,FRANCE,28.35 € / KG
Menu Love  IZAKAYA,menu-love-izakaya,Viandes et Poissons,FRANCE,31.50 € / KG
Plateau passion IZAKAYA,plateau-passion-izakaya,Viandes et Poissons,FRANCE,50.72 € / KG
Box fusion IZAKAYA,box-fusion-izakaya,Viandes et Poissons,FRANCE,45.76 € / KG
California saumon et mali mixte IZAKAYA,california-saumon-et-mali-mixte-izakaya,Viandes et Poissons,FRANCE,48.24 € / KG
California box IZAKAYA,california-box-izakaya,Viandes et Poissons,FRANCE,48.33 € / KG
Rice sandwich,rice-sandwich,Viandes et Poissons,FRANCE,10.99 € / KG
Box tentation IZAKAYA,box-tentation-izakaya,Viandes et Poissons,FRANCE,51.79 € / KG
Box Duo Prix Fou IZAKAYA,box-duo-prix-fou-izakaya,Viandes et Poissons,FRANCE,41.07 € / KG
Box apéro IZAKAYA,box-apero-izakaya,Viandes et Poissons,FRANCE,17.90 € / KG
Snacking box IZAKAYA,snacking-box-izakaya,Viandes et Poissons,FRANCE,11.50 € / KG
Sushi  box du mois IZAKAYA,sushi-box-du-mois-izakaya,Viandes et Poissons,FRANCE,9.90 € / KG
Summer box IZAKAYA,summer-box-izakaya,Viandes et Poissons,FRANCE,39.34 € / KG
Box Entrée 2023 IZAKAYA,box-entree-2023-izakaya,Viandes et Poissons,FRANCE,41.63 € / KG
Plateau large rugby word cup  IZAKAYA,plateau-large-rugby-word-cup-izakaya,Viandes et Poissons,FRANCE,37.72 € / KG
Plateau rugby world cup IZAKAYA,plateau-rugby-world-cup-izakaya,Viandes et Poissons,FRANCE,33.88 € / KG
Box international  sushi day 2023,box-international-sushi-day-2023,Viandes et Poissons,FRANCE,38.70 € / KG
Box Halloween IZAKAYA,box-halloween-izakaya,Viandes et Poissons,FRANCE,37.29 € / KG
Plateau sushi festif IZAKAYA,plateau-sushi-festif-izakaya,Viandes et Poissons,FRANCE,36.88 € / KG
