title,slug,topCategoryName,origin,price_unit
Cuisses de poulet jaune CARREFOUR CLASSIC',cuisses-de-poulet-jaune-carrefour-classic,Viandes et Poissons,,3.12 € / KG
Filets de poulet blanc CARREFOUR CLASSIC',filets-de-poulet-blanc-carrefour-classic,Viandes et Poissons,,6.29 € / KG
Filets de poulet jaune CARREFOUR CLASSIC',filets-de-poulet-jaune-carrefour-classic,Viandes et Poissons,,6.29 € / KG
Filets de poulet blanc CARREFOUR CLASSIC',filets-de-poulet-blanc-carrefour-classic,Viandes et Poissons,,4.05 € / KG
Filets de poulet jaune CARREFOUR CLASSIC',filets-de-poulet-jaune-carrefour-classic,Viandes et Poissons,,4.05 € / KG
Poulet fermier blanc Label Rouge CARREFOUR,poulet-fermier-blanc-label-rouge-carrefour,Viandes et Poissons,,12.62 € / KG
Poulet jaune fermier LR CARREFOUR,poulet-jaune-fermier-lr-carrefour,Viandes et Poissons,,12.62 € / KG
Cuisses de poulet jaune fermier Label Rouge CARREFOUR,cuisses-de-poulet-jaune-fermier-label-rouge-carrefour,Viandes et Poissons,,4.27 € / KG
Filets de poulet blanc fermier Label Rouge CARREFOUR,filets-de-poulet-blanc-fermier-label-rouge-carrefour,Viandes et Poissons,,6.18 € / KG
Filets de poulet jaune fermier Label Rouge CARREFOUR,filets-de-poulet-jaune-fermier-label-rouge-carrefour,Viandes et Poissons,,5.98 € / KG
Filet de poulet jaune GERS,filet-de-poulet-jaune-gers,Viandes et Poissons,,6.30 € / KG
Pintade fermière Albret Label Rouge CARREFOUR EXTRA,pintade-fermiere-albret-label-rouge-carrefour-extra,Viandes et Poissons,,16.17 € / KG
Aiguillettes de poulet jaune CARREFOUR CLASSIC',aiguillettes-de-poulet-jaune-carrefour-classic,Viandes et Poissons,,4.26 € / KG
Coquelet CARREFOUR CLASSIC',coquelet-carrefour-classic,Viandes et Poissons,,5.39 € / KG
Filets de poulet rôtis CARREFOUR ORIGINAL,filets-de-poulet-rotis-carrefour-original,Viandes et Poissons,,4.62 € / KG
Poulet blanc halal CARREFOUR,poulet-blanc-halal-carrefour,Viandes et Poissons,,6.06 € / KG
Filets de poulet halal blanc CARREFOUR,filets-de-poulet-halal-blanc-carrefour,Viandes et Poissons,,11.21 € / KG
Filets de poulet halal jaune CARREFOUR,filets-de-poulet-halal-jaune-carrefour,Viandes et Poissons,,11.21 € / KG
Poulet blanc d'Auvergne Label Rouge FILIERE QUALITE CARREFOUR,poulet-blanc-d-auvergne-label-rouge-filiere-qualite-carrefour,Viandes et Poissons,,10.90 € / KG
Poulet fermier d'Auvergne Label Rouge CARREFOUR EXTRA,poulet-fermier-d-auvergne-label-rouge-carrefour-extra,Viandes et Poissons,,10.90 € / KG
Poulet prêt à cuire SIMPL,poulet-pret-a-cuire-simpl,Viandes et Poissons,,4.58 € / KG
Poulet fermier jaune Label rouge REFLETS DE FRANCE,poulet-fermier-jaune-label-rouge-reflets-de-france,Viandes et Poissons,,11.55 € / KG
Filets de poulet blanc CARREFOUR CLASSIC',filets-de-poulet-blanc-carrefour-classic,Viandes et Poissons,,12.29 € / KG
Filets de poulet jaune CARREFOUR CLASSIC',filets-de-poulet-jaune-carrefour-classic,Viandes et Poissons,,12.29 € / KG
Filets de poulet blanc,filets-de-poulet-blanc,Viandes et Poissons,,10.00 € / KG
Filets de poulet jaune,filets-de-poulet-jaune,Viandes et Poissons,,10.00 € / KG
Pilons de poulet blanc CARREFOUR CLASSIC',pilons-de-poulet-blanc-carrefour-classic,Viandes et Poissons,,3.87 € / KG
Pilons de poulet jaune CARREFOUR CLASSIC',pilons-de-poulet-jaune-carrefour-classic,Viandes et Poissons,,4.64 € / KG
Hauts de cuisses de poulet blanc CARREFOUR CLASSIC',hauts-de-cuisses-de-poulet-blanc-carrefour-classic,Viandes et Poissons,,6.42 € / KG
Hauts de cuisses de poulet jaune CARREFOUR CLASSIC',hauts-de-cuisses-de-poulet-jaune-carrefour-classic,Viandes et Poissons,,6.42 € / KG
Cuisse de poulet fermier blanc CARREFOUR,cuisse-de-poulet-fermier-blanc-carrefour,Viandes et Poissons,,5.45 € / KG
Filets de poulet blanc fermier Label Rouge FILIERE QUALITE CARREFOUR,filets-de-poulet-blanc-fermier-label-rouge-filiere-qualite-carrefour,Viandes et Poissons,,8.20 € / KG
Cubes de filet de poulet blanc CARREFOUR CLASSIC',cubes-de-filet-de-poulet-blanc-carrefour-classic,Viandes et Poissons,,14.98 € / KG
Pilons de poulet SIMPL,pilons-de-poulet-simpl,Viandes et Poissons,,5.19 € / KG
Paupiettes de poulet SIMPL,paupiettes-de-poulet-simpl,Viandes et Poissons,,13.01 € / KG
Emincés de poulet façon Gyros SIMPL,eminces-de-poulet-facon-gyros-simpl,Viandes et Poissons,,10.62 € / KG
Aiguillettes de poulet SIMPL,aiguillettes-de-poulet-simpl,Viandes et Poissons,,9.48 € / KG
Emincés de poulet CARREFOUR CLASSIC',eminces-de-poulet-carrefour-classic,Viandes et Poissons,,14.90 € / KG
Pintade fermière Label Rouge LOUE,pintade-fermiere-label-rouge-loue,Viandes et Poissons,,14.81 € / KG
Cuisses de poulet blanc fermier d'Auvergne CARREFOUR EXTRA,cuisses-de-poulet-blanc-fermier-d-auvergne-carrefour-extra,Viandes et Poissons,,10.90 € / KG
Cuisses de poulet jaune fermier d'Auvergne CARREFOUR EXTRA,cuisses-de-poulet-jaune-fermier-d-auvergne-carrefour-extra,Viandes et Poissons,,10.90 € / KG
Aiguillette de poulet,aiguillette-de-poulet,Viandes et Poissons,POLOGNE,8.80 € / KG
Filet de poulet,filet-de-poulet,Viandes et Poissons,,7.79 € / KG
Cuisses de poulet rôties CARREFOUR ORIGINAL,cuisses-de-poulet-roties-carrefour-original,Viandes et Poissons,,5.40 € / KG
Poulet jaune halal CARREFOUR,poulet-jaune-halal-carrefour,Viandes et Poissons,,6.06 € / KG
Cuisses de poulet avec portion de dos halal CARREFOUR,cuisses-de-poulet-avec-portion-de-dos-halal-carrefour,Viandes et Poissons,,2.83 € / KG
Haut de cuisse de poulet avec portion de dos,haut-de-cuisse-de-poulet-avec-portion-de-dos,Viandes et Poissons,,4.69 € / KG
Découpes de poulet halal CARREFOUR,decoupes-de-poulet-halal-carrefour,Viandes et Poissons,,5.85 € / KG
Poulet cuit fumé CARREFOUR ORIGINAL,poulet-cuit-fume-carrefour-original,Viandes et Poissons,,6.95 € / KG
Filets de poulet jaune SIMPL,filets-de-poulet-jaune-simpl,Viandes et Poissons,,11.15 € / KG
Cuisses de poulet jaune avec portion de dos SIMPL,cuisses-de-poulet-jaune-avec-portion-de-dos-simpl,Viandes et Poissons,,4.49 € / KG
Filets de poulet blanc SIMPL,filets-de-poulet-blanc-simpl,Viandes et Poissons,,11.15 € / KG
Filet de poulet jaune fermier LR REFLETS DE FRANCE,filet-de-poulet-jaune-fermier-lr-reflets-de-france,Viandes et Poissons,,7.58 € / KG
Filets de poulet jaune fermier Label Rouge FILIERE QUALITE CARREFOUR,filets-de-poulet-jaune-fermier-label-rouge-filiere-qualite-carrefour,Viandes et Poissons,,8.20 € / KG
Hauts de cuisse poulet fermier CARREFOUR BIO,hauts-de-cuisse-poulet-fermier-carrefour-bio,Viandes et Poissons,,4.19 € / KG
Cuisse de poulet blanc avec portion de dos,cuisse-de-poulet-blanc-avec-portion-de-dos,Viandes et Poissons,,4.49 € / KG
Filets de poulet CARREFOUR,filets-de-poulet-carrefour,Viandes et Poissons,,9.99 € / KG
Filet de poulet SIMPL,filet-de-poulet-simpl,Viandes et Poissons,,9.99 € / KG
Pilon de poulet SIMPL,pilon-de-poulet-simpl,Viandes et Poissons,,5.19 € / KG
Haut de cuisse de poulet blanc,haut-de-cuisse-de-poulet-blanc,Viandes et Poissons,,4.69 € / KG
Hauts de cuisse de poulet avec portion de dos SIMPL,hauts-de-cuisse-de-poulet-avec-portion-de-dos-simpl,Viandes et Poissons,,4.69 € / KG
Cubes de poulet blanc SIMPL,cubes-de-poulet-blanc-simpl,Viandes et Poissons,,13.98 € / KG
Poule AUTOUR DE LISE,poule-autour-de-lise,Viandes et Poissons,,8.80 € / KG
Filets de poulet DUC,filets-de-poulet-duc,Viandes et Poissons,,8.50 € / KG
Cuisses de poulet jaune POULET D ICI,cuisses-de-poulet-jaune-poulet-d-ici,Viandes et Poissons,,5.00 € / KG
Cuisses de poulet halal CARREFOUR SENSATION,cuisses-de-poulet-halal-carrefour-sensation,Viandes et Poissons,,7.63 € / KG
Filets de poulet halal CARREFOUR,filets-de-poulet-halal-carrefour,Viandes et Poissons,,4.09 € / KG
Pilon de poulet SIMPL,pilon-de-poulet-simpl,Viandes et Poissons,,3.89 € / KG
Filets de poulet tranché,filets-de-poulet-tranche,Viandes et Poissons,UNION EUROPEENNE,11.65 € / KG
Filets de poulet blanc LE GAULOIS,filets-de-poulet-blanc-le-gaulois,Viandes et Poissons,,16.63 € / KG
Poulet fermier jaune  élevé en plein air Bio CARREFOUR BIO,poulet-fermier-jaune-eleve-en-plein-air-bio-carrefour-bio,Viandes et Poissons,,16.78 € / KG
Cuisses de poulet blanc avec portion de dos SIMPL,cuisses-de-poulet-blanc-avec-portion-de-dos-simpl,Viandes et Poissons,,4.49 € / KG
Cuisse de poulet jaune fermier CARREFOUR,cuisse-de-poulet-jaune-fermier-carrefour,Viandes et Poissons,,5.45 € / KG
Cuisse de poulet jaune avec portion de dos SIMPL,cuisse-de-poulet-jaune-avec-portion-de-dos-simpl,Viandes et Poissons,,4.49 € / KG
Poulet fermier jaune PAC LR,poulet-fermier-jaune-pac-lr,Viandes et Poissons,,10.76 € / KG
Poulet fermier blanc PAC Label Rouge ST SEVER,poulet-fermier-blanc-pac-label-rouge-st-sever,Viandes et Poissons,,5.90 € / KG
Cuisse de poulet fermier jaune LR ST SEVER,cuisse-de-poulet-fermier-jaune-lr-st-sever,Viandes et Poissons,,7.96 € / KG
Filet de poulet fermier jaune LR ST SEVER,filet-de-poulet-fermier-jaune-lr-st-sever,Viandes et Poissons,,9.98 € / KG
Haut de cuisse poulet fermier jaune LR ST SEVER,haut-de-cuisse-poulet-fermier-jaune-lr-st-sever,Viandes et Poissons,,6.55 € / KG
Poulet fermier Halal,poulet-fermier-halal,Viandes et Poissons,FRANCE,13.35 € / KG
Cuisses de poulet jaune fermier Label Rouge,cuisses-de-poulet-jaune-fermier-label-rouge,Viandes et Poissons,,6.55 € / KG
