"Date";"title";"slug";"product_family";"origin";"price";"total_kg_co2";"total_kg_co2_farming";"total_kg_co2_processing";"total_kg_co2_packaging";"total_kg_co2_transport";"total_kg_co2_retail";"total_kg_co2_consumption"
"07/07/2022";"Succès aux noix CARREFOUR EXTRA";"succes-aux-noix-carrefour-extra";"Surgelés";"";7.09;1.69;1.26;0.0;0.154;0.121;0.0201;0.133
"24/02/2022";"Poires Beurré d'Anjou vrac Bio";"poires-beurre-d-anjou-vrac-bio";"Fruits et Légumes";"FRANCE";1.88;7.91;7.29;0.0502;0.124;0.407;0.0403;0.0068
"21/08/2024";"Maki & me SUSHI DAILY";"maki-me-sushi-daily";"Viandes et Poissons";"FRANCE";11.5;0.097;0.0213;0.0;0.0;0.0501;0.0052;0.0204
"04/10/2023";"Fromage Mozzarella Fiordilatte L'ITALIE DES FROMAGES";"fromage";"Crèmerie et Produits laitiers";"";2.25;0.879;0.73;0.0407;0.0636;0.0383;0.0055;0.001
"02/10/2022";"Barres chocolatées au lait avec nougat et amandes TOBLERONE";"barres-chocolatees-au-lait-avec-nougat-et-amandes-toblerone";"Epicerie sucrée";"";4.15;0.368;0.2;0.0453;0.0722;0.0455;0.0053;0.0
"13/08/2024";"Fromage chaource LINCET";"fromage";"Crèmerie et Produits laitiers";"";4.35;1.47;1.22;0.0678;0.106;0.0639;0.0092;0.0017
"20/04/2023";"Fromage Cantal Bio Entre-deux au lait cru AOP";"fromage";"Bio et Ecologie";"";1.46;1.46;1.21;0.0675;0.106;0.0636;0.0092;0.0017
"12/08/2022";"Grignottes de poulet rôties nature CARREFOUR SENSATION";"grignottes-de-poulet-roties-nature-carrefour-sensation";"Viandes et Poissons";"";2.69;1.14;0.75;0.208;0.0945;0.0763;0.0102;0.0017
"14/10/2024";"Fromage Bio de Brebis SALAKIS";"fromage";"Crèmerie et Produits laitiers";"";2.99;0.88;0.73;0.0407;0.0637;0.0383;0.0055;0.001
"28/01/2023";"Infusion détente oranger et tilleul Bio JARDIN BIO ETIC";"the";"Epicerie sucrée";"";3.25;0.0015;0.0007;0.0;0.0002;0.0001;0.0;0.0004
"18/09/2024";"Yaourts fraises myrtilles REFLETS DE FRANCE";"yaourts-fraises-myrtilles-reflets-de-france";"Crèmerie et Produits laitiers";"";2.35;0.306;0.136;0.0;0.0;0.157;0.0079;0.006
"11/01/2023";"Thon blanc germon au naturel et citron Bio LES MOUETTES D'ARVOR";"thon-blanc-germon-au-naturel-et-citron-bio-les-mouettes-d-arvor";"Epicerie salée";"";4.59;0.0916;0.0233;0.0;0.0;0.0487;0.0031;0.0166
"21/12/2022";"Infusion Rooïbos vert et chanvre DIVIE";"the";"Epicerie sucrée";"";5.9;0.0019;0.001;0.0;0.0003;0.0001;0.0;0.0005
"08/02/2024";"Asperges blanches CARREFOUR EXTRA";"asperges-blanches-carrefour-extra";"Epicerie salée";"";2.99;0.515;0.305;0.0001;0.0;0.131;0.0115;0.0675
"18/09/2024";"Fromage de Chèvre  au Lait Cru FROMAGERIE DES CEVENNES";"fromage";"Crèmerie et Produits laitiers";"";3.99;0.879;0.73;0.0407;0.0636;0.0383;0.0055;0.001
"07/04/2024";"Fromage de chèvre frais ETOILE DU VERCORS";"fromage";"Crèmerie et Produits laitiers";"";4.55;1.06;0.876;0.0488;0.0764;0.046;0.0066;0.0012
"10/03/2024";"Livarot  AOP E. GRAINDORGE";"fromage";"Produits régionaux et locaux";"";4.95;1.93;1.61;0.0895;0.14;0.0843;0.0121;0.0022
"30/01/2023";"Coffret Bière Artisanale OUBLIETTE";"biere";"Boissons";"";10.18;4.68;0.278;0.949;2.16;1.15;0.126;0.0237
"14/02/2024";"Citrons agroécologie";"citrons-agroecologie";"Fruits et Légumes";"ESPAGNE";2.19;0.764;0.194;0.0001;0.0;0.406;0.0255;0.138
"17/09/2023";"Biscuits chocolat lait & amandes Florentin KAMBLY";"biscuits-chocolat-lait-amandes-florentin-kambly";"Epicerie sucrée";"";2.85;0.789;0.669;0.0333;0.0722;0.0111;0.0037;0.0
"02/01/2024";"Fromage à Tartiner Light Nature PHILADELPHIA";"fromage";"Crèmerie et Produits laitiers";"";2.15;0.88;0.73;0.0407;0.0637;0.0383;0.0055;0.001
"28/02/2023";"Pizza 4 Stagioni cuite sur pierre CARREFOUR EXTRA";"pizza-4-stagioni-cuite-sur-pierre-carrefour-extra";"Surgelés";"";3.25;1.44;1.07;0.112;0.102;0.104;0.0167;0.0379
"15/10/2023";"Vin Blanc Crepy Chasselas AOP LA GOUTTE D'OR";"vin";"Boissons";"";6.55;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"10/11/2022";"Noix La Grenobloise";"noix-la-grenobloise";"Fruits et Légumes";"FRANCE";5.49;2.67;1.99;0.0;0.244;0.192;0.0318;0.21
"26/07/2024";"Yaourt à boire fraise ACTIMEL";"yaourt-a-boire-fraise-actimel";"Crèmerie et Produits laitiers";"";3.39;0.307;0.136;0.0;0.0;0.157;0.0079;0.006
"03/09/2024";"Vin rosé IGP LE ROC";"vin";"Boissons";"";12.09;3.81;0.903;0.0993;2.04;0.699;0.0471;0.0205
"22/03/2023";"Sandwich Halal dinde fromage ORIENTAL VIANDES";"sandwich-halal-dinde-fromage-oriental-viandes";"Surgelés";"";3.79;1.52;1.27;0.0705;0.11;0.0664;0.0096;0.0018
"26/11/2024";"Cuisses de poulet jaune Label Rouge LOUE";"cuisses-de-poulet-jaune-label-rouge-loue";"Viandes et Poissons";"";9.55;4.1;2.7;0.747;0.34;0.275;0.0365;0.0061
"11/08/2022";"Tomate Bio cerise mélangée";"tomate-bio-cerise-melangee";"Fruits et Légumes";"FRANCE";2.39;0.436;0.16;0.0;0.164;0.0855;0.0062;0.0202
"02/09/2024";"Bonbons tube acide CARREFOUR SENSATION";"bonbons-tube-acide-carrefour-sensation";"Epicerie sucrée";"";1.55;0.297;0.144;0.0606;0.0462;0.0422;0.0042;0.0
"31/10/2024";"Thé vert détox Bio JARDIN BIO ETIC";"the";"Epicerie sucrée";"";2.95;0.0015;0.0008;0.0;0.0002;0.0001;0.0;0.0004
"21/02/2023";"Glace Bâtonnet Chunky Salted Caramel HAAGEN-DAZS";"yaourt";"Surgelés";"";3.85;0.387;0.21;0.031;0.0861;0.0504;0.0075;0.0014
"24/12/2024";"Riz au lait à la vanille naturelle BONNE MAMAN";"riz-au-lait-a-la-vanille-naturelle-bonne-maman";"Crèmerie et Produits laitiers";"";2.25;0.542;0.382;0.0058;0.0451;0.101;0.0076;0.0
"15/02/2024";"Fromage de chèvre Picolin  IGP";"fromage";"Crèmerie et Produits laitiers";"";4.99;0.938;0.779;0.0434;0.0679;0.0409;0.0059;0.0011
"21/11/2022";"Œuf en Chocolat chocolat au lait assortiment mix 5 goûts MILKA";"oeuf-en-chocolat-chocolat-au-lait-assortiment-mix-5-gouts-milka";"Epicerie sucrée";"";9.5;3.94;3.34;0.167;0.361;0.0554;0.0185;0.0
"12/08/2022";"Biscuits Macine au Lait Frais MULINO BIANCO";"biscuits-macine-au-lait-frais-mulino-bianco";"Epicerie sucrée";"";3.95;0.403;0.284;0.0043;0.0336;0.0749;0.0057;0.0
"24/10/2024";"Infusion thym menthe Bio JARDIN BIO ETIC";"the";"Epicerie sucrée";"";2.39;0.0013;0.0007;0.0;0.0002;0.0001;0.0;0.0003
"15/07/2024";"Bière Bio Blonde MOULINS D'ASCQ";"biere";"Bio et Ecologie";"";3.99;1.01;0.0599;0.205;0.466;0.248;0.0272;0.0051
"24/11/2023";"Boisson énergisante  goût fruit du dragon RED BULL";"soda";"Boissons";"";1.45;0.123;0.0226;0.0033;0.0345;0.0522;0.0091;0.0017
"31/01/2024";"Myrtilles";"myrtilles";"Fruits et Légumes";"origine UE et Hors U.E.";2.49;0.161;0.113;0.0;0.0;0.043;0.0036;0.0017
"20/02/2022";"Biscuits à la vanille sans sucre SCHAR";"biscuits-a-la-vanille-sans-sucre-schar";"Epicerie sucrée";"";3.39;0.176;0.0609;0.0277;0.0103;0.0722;0.0045;0.0
"13/03/2024";"Dos de Cabillaud Sauvage PESCANOVA";"dos-de-cabillaud-sauvage-pescanova";"Surgelés";"";9.99;5.37;4.58;0.0;0.208;0.564;0.018;0.003
"12/06/2024";"Vin Blanc Savoie Apremont Jacquère AOP Vielles vignes";"vin";"Boissons";"";5.95;0.952;0.226;0.0248;0.51;0.175;0.0118;0.0051
"21/05/2022";"Brousse de brebis Bio";"fromage";"Crèmerie et Produits laitiers";"";7.5;2.93;2.43;0.136;0.212;0.128;0.0184;0.0034
"23/01/2022";"Tablette de chocolat Lait Pavlova Framboise LINDT CREATION";"tablette-de-chocolat-lait-pavlova-framboise-lindt-creation";"Epicerie sucrée";"";3.79;0.184;0.0998;0.0227;0.0361;0.0227;0.0027;0.0
"01/12/2024";"Café en grain  Blonde Espresso Roast 100% Arabica intensité 6  STARBUCKS";"cafe";"Epicerie sucrée";"";11.15;0.286;0.196;0.0081;0.058;0.0181;0.0004;0.005
"06/12/2024";"Framboise Bio";"framboise-bio";"Fruits et Légumes";"FRANCE";3.49;0.193;0.13;0.0;0.0;0.06;0.0016;0.0012
"22/08/2022";"Bière Blonde KOENIGSBIER";"biere";"Boissons";"";0.49;0.446;0.0265;0.0904;0.206;0.109;0.012;0.0023
"12/04/2022";"Café capsules Compatibles Nespresso lungo n°4 CAFE ROYAL";"cafe";"Epicerie sucrée";"";4.95;0.0604;0.0414;0.0017;0.0123;0.0038;0.0001;0.0011
"19/12/2024";"Œuf en Chocolat au lait fourrage au praliné ESPRIT DE FETE";"oeuf-en-chocolat-au-lait-fourrage-au-praline-esprit-de-fete";"Epicerie sucrée";"";3.49;1.99;1.69;0.0839;0.182;0.0279;0.0093;0.0
"17/01/2022";"Foie gras de canard entier du sud ouest  LE VIEUX CHENE";"foie-gras-de-canard-entier-du-sud-ouest-le-vieux-chene";"Epicerie salée";"";17.39;0.967;0.726;0.125;0.0566;0.0431;0.0061;0.0107
"28/09/2024";"Kaki prix rond";"kaki-prix-rond";"Fruits et Légumes";"ORIGINE C.E.E.";2.0;0.711;0.373;0.0;0.0;0.266;0.0119;0.0604
"23/12/2024";"Fromage Brie de Meaux Label Rouge";"fromage";"Crèmerie et Produits laitiers";"";0.9;1.46;1.21;0.0675;0.106;0.0635;0.0091;0.0017
"30/03/2024";"Crème Fraîche Entière 30% Mg YOPLAIT";"lait";"Crèmerie et Produits laitiers";"";0.84;0.114;0.0804;0.0012;0.0095;0.0212;0.0016;0.0
"10/04/2024";"Noisettes décortiquées CARREFOUR LE MARCHE";"noisettes-decortiquees-carrefour-le-marche";"Fruits et Légumes";"TURQUIE";4.0;0.962;0.862;0.0392;0.0;0.0562;0.0048;0.0
"15/11/2024";"Café capsules saveur vanille compatibles Nespresso L'OR";"cafe";"Epicerie sucrée";"";3.75;0.033;0.0227;0.0009;0.0067;0.0021;0.0001;0.0006
"16/09/2022";"Boisson Concentré de Gingembre Bio Sans Alcool GINJER";"soda";"Boissons";"";14.5;0.247;0.0451;0.0065;0.069;0.105;0.0182;0.0034
"04/07/2022";"Café dosettes chocolat Milka SENSEO";"cafe";"Epicerie sucrée";"";3.15;0.0712;0.0488;0.002;0.0145;0.0045;0.0001;0.0013
"04/07/2023";"Bière Blonde Melen BRITT";"biere";"Produits régionaux et locaux";"";10.95;4.04;0.24;0.819;1.86;0.99;0.109;0.0205
"23/05/2023";"Crevettes entières LR FILIERE QUALITE CARREFOUR";"crevettes-entieres-lr-filiere-qualite-carrefour";"Viandes et Poissons";"MADAGASCAR";8.49;5.09;4.48;0.0;0.171;0.315;0.0225;0.103
"15/01/2024";"Maïs Doux Extra Croquant Sans Résidu De Pesticides Bio GEANT VERT";"mais-doux-extra-croquant-sans-residu-de-pesticides-bio-geant-vert";"Epicerie salée";"";1.65;0.162;0.103;0.0001;0.0109;0.0416;0.0061;0.0
"10/12/2023";"Vin Rosé I.G.P. languedoc Roussillon Gard LES TALANDIERES";"vin";"Boissons";"";12.15;6.34;1.51;0.166;3.4;1.17;0.0785;0.0341
"08/03/2023";"Vin rosé AOP Touraine";"vin";"Boissons";"";5.39;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"07/08/2022";"Pavés de saumon Atlantique CARREFOUR EXTRA";"paves-de-saumon-atlantique-carrefour-extra";"Surgelés";"";6.45;1.39;1.04;0.0069;0.117;0.213;0.0102;0.0017
"26/09/2024";"Vin rosé Sable de Camargue Gris de Gris SABLEDOC";"vin";"Boissons";"";5.19;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"10/11/2024";"Tablette de chocolat Noir Gaufrette Orange LINDT EXCELLENCE";"tablette-de-chocolat-noir-gaufrette-orange-lindt-excellence";"Epicerie sucrée";"";2.29;0.123;0.0665;0.0151;0.0241;0.0152;0.0018;0.0
"06/04/2024";"Petits pois & carottes extra fins CARREFOUR CLASSIC'";"petits-pois-carottes-extra-fins-carrefour-classic";"Epicerie salée";"";1.69;0.155;0.0323;0.0;0.0;0.102;0.0074;0.0126
"07/01/2024";"Vin Rouge de France Merlot Cabernet Sauvignon CAMBRAS";"vin";"Boissons";"";15.39;6.34;1.5;0.165;3.39;1.16;0.0784;0.0341
"04/06/2022";"Vin rouge  bio de Corrèze  MILLE ET UNE PIERRES";"vin";"Boissons";"";8.96;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"16/12/2023";"Riz basmati du Penjab CARREFOUR EXTRA";"riz-basmati-du-penjab-carrefour-extra";"Epicerie salée";"";3.85;2.01;1.61;0.0001;0.0381;0.346;0.0204;0.0
"11/07/2022";"Lentilles KERETS";"lentilles-kerets";"Epicerie salée";"";2.35;0.332;0.0804;0.0004;0.0736;0.139;0.0382;0.0
"20/08/2023";"Myrtilles sauvages CARREFOUR BIO";"myrtilles-sauvages-carrefour-bio";"Surgelés";"";4.79;0.415;0.29;0.0;0.0;0.111;0.0092;0.0045
"23/02/2023";"Fromage à raclette Label Rouge ERMITAGE";"fromage";"Crèmerie et Produits laitiers";"";16.9;4.69;3.9;0.217;0.34;0.205;0.0294;0.0054
"15/02/2024";"Biscuits tartelettes abricot SIMPL";"biscuits-tartelettes-abricot-simpl";"Epicerie sucrée";"";0.95;0.29;0.0694;0.0;0.131;0.0684;0.005;0.0161
"02/10/2024";"Filet de lieu noir";"filet-de-lieu-noir";"Viandes et Poissons";"ATLANTIQUE NORD EST";8.59;6.04;5.15;0.0;0.235;0.635;0.0203;0.0034
"03/02/2024";"Biscuit soja orange GERBLE";"biscuit-soja-orange-gerble";"Epicerie sucrée";"";1.75;0.343;0.186;0.0423;0.0673;0.0424;0.005;0.0
"01/01/2024";"Glace Pink Tropic Saveur Grenade & Fraise EXTREME";"yaourt";"Surgelés";"";4.0;0.807;0.439;0.0647;0.18;0.105;0.0157;0.0029
"17/02/2023";"Cuisses de poulet fermier blanc Label Rouge LOUE";"cuisses-de-poulet-fermier-blanc-label-rouge-loue";"Viandes et Poissons";"";2.87;2.28;1.5;0.415;0.189;0.153;0.0203;0.0034
"17/06/2022";"Thé noir instantané menthe KYUFI";"the";"Epicerie sucrée";"";4.15;0.0049;0.0025;0.0;0.0007;0.0004;0.0;0.0013
"15/04/2024";"Boisson Energisante Goût Pink Grapefruit et Woodruff REDBULL";"soda";"Boissons";"";1.65;0.123;0.0226;0.0033;0.0345;0.0522;0.0091;0.0017
"11/12/2022";"Filets de sardines au naturel CARREFOUR EXTRA";"filets-de-sardines-au-naturel-carrefour-extra";"Epicerie salée";"";1.45;0.159;0.0543;0.0;0.0328;0.0689;0.0028;0.0005
"24/04/2024";"Crème dessert saveur pistache CARREFOUR CLASSIC'";"yaourt";"Crèmerie et Produits laitiers";"";0.91;0.947;0.515;0.076;0.211;0.124;0.0185;0.0034
"05/08/2024";"Tablette de chocolat au lait SIMPL";"tablette-de-chocolat-au-lait-simpl";"Epicerie sucrée";"";3.55;0.613;0.333;0.0755;0.12;0.0758;0.0089;0.0
"19/02/2024";"Thon entier naturel albacore MSC PETIT NAVIRE";"thon-entier-naturel-albacore-msc-petit-navire";"Epicerie salée";"";3.59;0.657;0.476;0.0;0.0618;0.113;0.0054;0.0009
"14/09/2022";"Poisson préparé les croustillants de limande MSC MAISON BRIAU";"poisson-prepare-les-croustillants-de-limande-msc-maison-briau";"Viandes et Poissons";"FRANCE";6.99;0.211;0.134;0.0001;0.0141;0.054;0.008;0.0
"19/05/2024";"Foie de morue goût fumé CONNETABLE";"foie-de-morue-gout-fume-connetable";"Epicerie salée";"";2.49;0.148;0.0805;0.0183;0.0291;0.0183;0.0021;0.0
"28/10/2024";"Vin Blanc A.O.P. Bourgogne MACON-LOCHE";"vin";"Boissons";"";9.85;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"11/08/2024";"Infusion Rooïbos rouge et chanvre DIVIE";"the";"Epicerie sucrée";"";5.9;0.0019;0.001;0.0;0.0003;0.0001;0.0;0.0005
"27/03/2023";"Fromage Lait Pasteurisé de Brebis CORSICA";"fromage";"Crèmerie et Produits laitiers";"";4.59;0.879;0.73;0.0407;0.0636;0.0383;0.0055;0.001
"27/09/2022";"Bleu d'Auvergne AOP REFLETS DE FRANCE";"fromage";"Crèmerie et Produits laitiers";"";1.45;0.733;0.609;0.0339;0.053;0.032;0.0046;0.0008
"08/03/2023";"Biscuits fourrés au chocolat Goûters REM";"biscuits-fourres-au-chocolat-gouters-rem";"Epicerie sucrée";"";2.65;2.96;2.51;0.125;0.271;0.0415;0.0139;0.0
"02/05/2022";"Yaourt nature LAITIERE DE LA MOTTE";"yaourt-nature-laitiere-de-la-motte";"Crèmerie et Produits laitiers";"";2.09;0.575;0.406;0.0062;0.048;0.107;0.0081;0.0
"24/02/2023";"Boisson au thé glacé saveur framboise menthe Sans Sucres FUZE TEA";"soda";"Boissons";"";1.09;0.198;0.0361;0.0052;0.0553;0.0838;0.0145;0.0027
"11/09/2023";"Vin Rouge Languedoc-Roussillon AOP ROMANCE";"vin";"Boissons";"";16.15;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"15/06/2024";"Petits Œufs chocolat au lait Praliné MILKA";"petits-oeufs-chocolat-au-lait-praline-milka";"Epicerie sucrée";"";2.85;0.789;0.669;0.0333;0.0722;0.0111;0.0037;0.0
"25/03/2023";"Café en grains espresso barista n°10 SAN MARCO";"cafe";"Epicerie sucrée";"";19.09;0.636;0.436;0.0181;0.129;0.0402;0.001;0.0112
"13/05/2023";"Tablette de chocolat Lait Praliné Feuillantine LINDT CREATION";"tablette-de-chocolat-lait-praline-feuillantine-lindt-creation";"Epicerie sucrée";"";2.89;0.135;0.0732;0.0166;0.0265;0.0167;0.0019;0.0
"01/04/2024";"Croustillants cabillaud citron et basilic CITE MARINE";"croustillants-cabillaud-citron-et-basilic-cite-marine";"Viandes et Poissons";"FRANCE";3.49;2.42;2.06;0.0;0.0938;0.254;0.0081;0.0014
"15/08/2023";"Café dosettes extra long corsé SENSEO";"cafe";"Epicerie sucrée";"";4.69;0.159;0.109;0.0045;0.0323;0.0101;0.0002;0.0028
"29/11/2023";"Fromage Roquefort Baragnaudes AOP";"fromage";"Crèmerie et Produits laitiers";"";7.58;1.17;0.974;0.0543;0.0849;0.0511;0.0074;0.0014
"29/08/2022";"Fromage munster AOP";"fromage";"Crèmerie et Produits laitiers";"";3.0;1.29;1.07;0.0597;0.0933;0.0562;0.0081;0.0015
"28/08/2023";"Chocolat fritures  friture noir Bio CARREFOUR BIO";"chocolat-fritures-friture-noir-bio-carrefour-bio";"Bio et Ecologie";"";4.69;1.03;0.869;0.0433;0.0939;0.0144;0.0048;0.0
"20/04/2024";"Magret de canard MONTFORT";"magret-de-canard-montfort";"Viandes et Poissons";"";2.83;2.81;2.11;0.363;0.165;0.125;0.0177;0.0311
"28/06/2024";"Sardines à l'huile d'olive basilic et thym LES MOUETTES D'ARVOR";"sardines-a-l-huile-d-olive-basilic-et-thym-les-mouettes-d-arvor";"Epicerie salée";"";3.25;0.262;0.0892;0.0;0.0539;0.113;0.0047;0.0008
"17/05/2023";"Tablette de chocolat Lait Céréales Croustillantes LINDT LUCKY MONKEY";"tablette-de-chocolat-lait-cereales-croustillantes-lindt-lucky-monkey";"Epicerie sucrée";"";2.49;0.123;0.0666;0.0151;0.0241;0.0152;0.0018;0.0
"10/03/2024";"Café capsules Compatibles Nespresso lungo forte n°8 CAFE ROYAL";"cafe";"Epicerie sucrée";"";4.95;0.0629;0.0432;0.0018;0.0128;0.004;0.0001;0.0011
"10/02/2024";"Boisson à l'Orange Sans Pulpe Douceur JOKER";"soda";"Boissons";"";2.69;0.493;0.0902;0.013;0.138;0.209;0.0363;0.0068
"01/11/2024";"Bonbons mini caramel tendre CARAMBAR";"bonbons-mini-caramel-tendre-carambar";"Epicerie sucrée";"";2.39;0.35;0.17;0.0713;0.0544;0.0497;0.0049;0.0
"01/01/2022";"Aiguillettes de poulet blanc CARREFOUR CLASSIC'";"aiguillettes-de-poulet-blanc-carrefour-classic";"Viandes et Poissons";"";1.23;1.25;0.82;0.227;0.103;0.0834;0.0111;0.0019
"02/10/2022";"Café moulu  Classique 100% arabica CARTE NOIRE";"cafe";"Epicerie sucrée";"";8.25;0.318;0.218;0.0091;0.0645;0.0201;0.0005;0.0056
"17/06/2022";"Mûres";"mures";"Fruits et Légumes";"FRANCE";1.99;0.156;0.106;0.0;0.0;0.0373;0.0031;0.0101
"07/08/2024";"Roquefort Au Lait Cru de Brebis AOP SOCIETE";"fromage";"Crèmerie et Produits laitiers";"";2.45;0.586;0.487;0.0271;0.0424;0.0256;0.0037;0.0007
"07/01/2023";"Gouda  Bio CARREFOUR BIO";"fromage";"Bio et Ecologie";"";2.99;1.17;0.974;0.0543;0.0849;0.0511;0.0074;0.0014
"07/06/2023";"Fromage Enfant à tartiner Bio LA VACHE QUI RIT";"fromage";"Crèmerie et Produits laitiers";"";2.49;0.751;0.623;0.0347;0.0543;0.0327;0.0047;0.0009
"12/05/2023";"Vin Rosé I.G.P. Côtes Catalanes LAFAGE";"vin";"Boissons";"";11.49;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"28/08/2022";"Yaourt à la grecque nature YAOS";"yaourt-a-la-grecque-nature-yaos";"Crèmerie et Produits laitiers";"";3.49;1.89;1.03;0.152;0.422;0.247;0.0369;0.0068
"04/05/2023";"Vin Rosé IGP LE ROC";"vin";"Boissons";"";4.09;0.952;0.226;0.0248;0.51;0.175;0.0118;0.0051
"27/02/2024";"Thon en tranches Albacore au naturel CARREFOUR";"thon-en-tranches-albacore-au-naturel-carrefour";"Epicerie salée";"";2.79;0.698;0.505;0.0;0.0657;0.12;0.0057;0.001
"03/03/2024";"Ananas extra sweet FLORETTE IDEES FRAICHES";"ananas-extra-sweet-florette-idees-fraiches";"Fruits et Légumes";"FRANCE";2.9;0.272;0.0736;0.0;0.0;0.129;0.0051;0.0646
"24/03/2023";"Viande bovine : basse côte** FILIERE QUALITE CARREFOUR";"boeuf";"Viandes et Poissons";"FRANCE";2.52;11.2;10.9;0.0356;0.0868;0.123;0.0176;0.0137
"17/07/2022";"Bière Rouge Signature 6% CH'TI";"biere";"Boissons";"";1.99;0.674;0.04;0.137;0.311;0.165;0.0182;0.0034
"21/03/2024";"Yaourt aux fruits fraise abricot pêche framboise recette crémeuse DANONE";"yaourt-aux-fruits-fraise-abricot-peche-framboise-recette-cremeuse-danone";"Crèmerie et Produits laitiers";"";4.99;2.9;0.693;0.0002;1.31;0.683;0.0495;0.161
"23/03/2022";"Bière Blonde Allemande Hefe Weiss PAULANER";"biere";"Boissons";"";1.99;0.674;0.04;0.137;0.311;0.165;0.0182;0.0034
"04/03/2024";"Biscuits Lait et Cacao KINDER CARDS";"biscuits-lait-et-cacao-kinder-cards";"Epicerie sucrée";"";2.15;0.147;0.104;0.0016;0.0123;0.0274;0.0021;0.0
"13/12/2022";"Biscuits fourrés à la vanille enrobés au chocolat blanc Enrobed OREO";"biscuits-fourres-a-la-vanille-enrobes-au-chocolat-blanc-enrobed-oreo";"Epicerie sucrée";"";2.85;1.94;1.64;0.0819;0.178;0.0272;0.0091;0.0
"16/09/2023";"Foie gras de canard entier du Sud-Ouest IGP BIRABEN";"foie-gras-de-canard-entier-du-sud-ouest-igp-biraben";"Epicerie salée";"";38.35;2.58;1.94;0.333;0.151;0.115;0.0162;0.0285
"20/03/2023";"Raisins secs CARREFOUR ORIGINAL";"raisins-secs-carrefour-original";"Epicerie sucrée";"";0.99;0.0637;0.0213;0.0;0.0;0.0356;0.0027;0.004
"20/06/2024";"Vin Rosé Languedoc-Roussillon AOP L'ESTABEL";"vin";"Boissons";"";11.9;3.8;0.902;0.0992;2.04;0.698;0.0471;0.0205
"02/02/2024";"Barre chocolatée Chocolat au Lait KINDER BUENO";"barre-chocolatee-chocolat-au-lait-kinder-bueno";"Epicerie sucrée";"";2.29;1.02;0.863;0.043;0.0931;0.0143;0.0048;0.0
"23/10/2022";"Verde saumon SUSHI DAILY";"verde-saumon-sushi-daily";"Viandes et Poissons";"FRANCE";8.2;0.0575;0.0126;0.0;0.0;0.0297;0.0031;0.0121
"10/02/2024";"Poires Angelys vrac Bio";"poires-angelys-vrac-bio";"Fruits et Légumes";"FRANCE";4.51;0.387;0.069;0.0;0.0;0.272;0.014;0.0323
"17/09/2022";"Yaourt vanille bifidus ACTIVIA";"yaourt-vanille-bifidus-activia";"Crèmerie et Produits laitiers";"";4.19;2.85;1.55;0.228;0.634;0.371;0.0554;0.0103
"11/10/2024";"Vin rosé vin de pays du Gard TERRE EULALIE";"vin";"Boissons";"";13.69;6.34;1.5;0.165;3.39;1.16;0.0784;0.0341
"12/02/2024";"Tomates rondes en grappe Bio";"tomates-rondes-en-grappe-bio";"Fruits et Légumes";"FRANCE";1.24;0.312;0.111;0.0;0.0;0.148;0.0124;0.0401
"10/06/2024";"Liégeois chocolat VIENNOIS";"liegeois-chocolat-viennois";"Crèmerie et Produits laitiers";"";3.89;9.47;8.03;0.4;0.867;0.133;0.0444;0.0
"26/07/2022";"Biscuits petit déjeuner au chocolat Original Belvita LU";"biscuits-petit-dejeuner-au-chocolat-original-belvita-lu";"Epicerie sucrée";"";3.85;4.73;4.01;0.2;0.433;0.0664;0.0222;0.0
"06/02/2023";"Vin rouge  Côtes du Rhône  DOMAINE DES BANQUETTES";"vin";"Boissons";"";5.39;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"26/04/2022";"Thon  la sauce tomate PETIT NAVIRE";"thon-la-sauce-tomate-petit-navire";"Epicerie salée";"";2.29;0.698;0.505;0.0;0.0656;0.12;0.0057;0.001
"17/03/2024";"Yaourt grec traditionnel 10% MG AUTHENTIQUE GREC BY IFANTIS";"yaourt-grec-traditionnel-10-mg-authentique-grec-by-ifantis";"Crèmerie et Produits laitiers";"";4.5;0.0436;0.0224;0.0;0.0064;0.0031;0.0002;0.0115
"13/01/2022";"Bière Bio DREMMWEL";"biere";"Boissons";"";10.75;2.67;0.158;0.541;1.23;0.653;0.0719;0.0135
"14/03/2024";"Boisson concentrée au citron et gingembre à diluer PULCO";"soda";"Boissons";"";2.89;0.406;0.0743;0.0107;0.114;0.172;0.0299;0.0056
"28/03/2024";"Café capsules  Compatibles Nespresso caramel intensité 4  LE TEMPS DES CERISES";"cafe";"Epicerie sucrée";"";2.8;0.0337;0.0231;0.001;0.0068;0.0021;0.0001;0.0006
"11/11/2024";"Bière Blonde KRONENBOURG";"biere";"Boissons";"";0.99;0.674;0.04;0.137;0.311;0.165;0.0182;0.0034
"15/05/2024";"Asperges blanches REFLETS DE FRANCE";"asperges-blanches-reflets-de-france";"Epicerie salée";"";4.95;0.336;0.199;0.0;0.0;0.0855;0.0075;0.0441
