"Date";"title";"slug";"product_family";"origin";"price";"total_kg_co2";"total_kg_co2_farming";"total_kg_co2_processing";"total_kg_co2_packaging";"total_kg_co2_transport";"total_kg_co2_retail";"total_kg_co2_consumption"
"19/10/2022";"Filets de poulet halal CARREFOUR";"filets-de-poulet-halal-carrefour";"Viandes et Poissons";"";1.22;1.36;0.895;0.248;0.113;0.091;0.0121;0.002
"10/09/2023";"Biscuits sablés nappés au chocolat au lait Granola LU";"biscuits-sables-nappes-au-chocolat-au-lait-granola-lu";"Epicerie sucrée";"";3.99;0.736;0.399;0.0906;0.144;0.0909;0.0106;0.0
"15/06/2022";"Vin Rouge Shiraz Afrique de Sud ABALONE";"vin";"Boissons";"";6.95;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"22/01/2024";"Fromage Blanc Nature MAMIE NOVA MA PETITE CREMERIE";"fromage-blanc-nature-mamie-nova-ma-petite-cremerie";"Crèmerie et Produits laitiers";"";1.89;2.58;2.14;0.119;0.187;0.112;0.0162;0.003
"31/07/2024";"Châtaignes  pelées au feu Bio CARREFOUR BIO";"chataignes-pelees-au-feu-bio-carrefour-bio";"Epicerie salée";"";5.25;0.408;0.359;0.0001;0.0;0.0359;0.0056;0.0075
"27/08/2022";"Skyr myrtille 0% MG CARREFOUR SENSATION";"skyr-myrtille-0-mg-carrefour-sensation";"Crèmerie et Produits laitiers";"";0.95;0.138;0.0968;0.0;0.0;0.0369;0.0031;0.0015
"14/12/2022";"Thé vert fleur d'hibiscus framboise LIPTON";"the";"Epicerie sucrée";"";2.99;0.0015;0.0007;0.0;0.0002;0.0001;0.0;0.0004
"04/05/2023";"Yaourt  vanille de Madagascar Bio LES 2 VACHES";"yaourt-vanille-de-madagascar-bio-les-2-vaches";"Crèmerie et Produits laitiers";"";1.99;0.871;0.473;0.0699;0.194;0.114;0.017;0.0031
"06/02/2024";"Saumon fumé Norvège CARREFOUR EXTRA";"saumon-fume-norvege-carrefour-extra";"Viandes et Poissons";"";12.25;1.67;1.25;0.0083;0.141;0.256;0.0122;0.002
"22/12/2024";"Bière Blonde Belge DUVEL";"biere";"Boissons";"";1.99;0.445;0.0264;0.0901;0.205;0.109;0.012;0.0023
"16/03/2024";"Vin rouge Hautes-Côtes-de-Beaune DOMAINE MAZILLY";"vin";"Boissons";"";15.75;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"04/06/2024";"Vin Blanc A.O.P. Bordeaux LES PETITES CAVES";"vin";"Boissons";"";3.25;0.952;0.226;0.0248;0.51;0.175;0.0118;0.0051
"19/02/2024";"Riz long basmati RIZ DU MONDE";"riz-long-basmati-riz-du-monde";"Epicerie salée";"";7.75;4.02;3.22;0.0003;0.0761;0.691;0.0406;0.0
"12/03/2023";"Cidre de Bretagne IGP doux REFLETS DE FRANCE";"biere";"Boissons";"";3.45;1.01;0.0599;0.205;0.466;0.248;0.0272;0.0051
"02/09/2024";"Biscuit cacao vanille sans sucres ajoutés GERBLE";"biscuit-cacao-vanille-sans-sucres-ajoutes-gerble";"Epicerie sucrée";"";2.69;0.216;0.117;0.0266;0.0423;0.0267;0.0031;0.0
"23/08/2022";"Fromage triangle fondant CARREFOUR CLASSIC'";"fromage";"Crèmerie et Produits laitiers";"";1.09;0.82;0.681;0.038;0.0594;0.0358;0.0051;0.001
"21/11/2022";"Fromage de Chèvre Au Lait Cru Picodon AOP  FROMAGERIE DE LA DROME";"fromage";"Crèmerie et Produits laitiers";"";6.69;1.06;0.876;0.0488;0.0764;0.046;0.0066;0.0012
"08/09/2024";"Plateau de fromage L'ETOILE DU VERCORS";"fromage";"Crèmerie et Produits laitiers";"";5.99;1.08;0.901;0.0502;0.0785;0.0473;0.0068;0.0013
"25/02/2022";"Café capsules Compatible Nespresso Blonde Espresso Roast Intensité 6 By Nespresso STARBUCKS";"cafe";"Epicerie sucrée";"";3.99;0.0337;0.0231;0.001;0.0068;0.0021;0.0001;0.0006
"22/04/2023";"Assaisonnement beurre ail & persil CARREFOUR EXTRA";"assaisonnement-beurre-ail-persil-carrefour-extra";"Surgelés";"";4.79;0.0959;0.021;0.0;0.0;0.0495;0.0052;0.0202
"04/08/2022";"Compote Pomme Chataîgne ANDROS";"compote-pomme-chataigne-andros";"Crèmerie et Produits laitiers";"";1.69;0.779;0.685;0.0001;0.0;0.0685;0.0108;0.0143
"16/01/2022";"Œuf en Chocolat chocolat au lait et crème au lait Tendre au Lait MILKA";"chocolat";"Epicerie sucrée";"";10.43;3.94;3.34;0.167;0.361;0.0554;0.0185;0.0
"07/11/2024";"Crêpes Dentelle au beurre REFLETS DE FRANCE";"crepes-dentelle-au-beurre-reflets-de-france";"Epicerie sucrée";"";1.79;0.949;0.874;0.006;0.0149;0.0488;0.0048;0.0008
"10/06/2024";"Yaourt à boire vanille CARREFOUR SENSATION";"yaourt-a-boire-vanille-carrefour-sensation";"Crèmerie et Produits laitiers";"";1.49;1.61;0.877;0.129;0.359;0.21;0.0314;0.0058
"11/07/2023";"Dessert crème à la noix de coco CARREFOUR ORIGINAL";"yaourt";"Crèmerie et Produits laitiers";"";2.25;0.759;0.412;0.0609;0.169;0.0989;0.0148;0.0027
"11/06/2024";"Fromage Saint Nectaire AOP";"fromage";"Crèmerie et Produits laitiers";"";2.5;1.17;0.974;0.0543;0.0849;0.0511;0.0074;0.0014
"22/10/2024";" Vinaigre Balsamique de Modène Bio MAILLE";"vinaigre-balsamique-de-modene-bio-maille";"Epicerie salée";"";6.29;0.192;0.0421;0.0001;0.0;0.099;0.0103;0.0403
"06/08/2024";"Fromage Cantal Bio Entre-deux au lait cru AOP";"fromage";"Bio et Ecologie";"";1.46;1.46;1.21;0.0675;0.106;0.0636;0.0092;0.0017
"17/10/2022";"Fromage frais bio 20% MALO";"fromage-frais-bio-20-malo";"Crèmerie et Produits laitiers";"";1.95;2.34;1.95;0.108;0.17;0.102;0.0147;0.0027
"05/09/2022";"Framboise";"framboise";"Fruits et Légumes";"FRANCE";3.5;0.386;0.26;0.0;0.0;0.12;0.0033;0.0025
"30/03/2023";"Asperges vertes";"asperges-vertes";"Fruits et Légumes";"PEROU";6.99;0.688;0.408;0.0001;0.0;0.175;0.0154;0.0903
"19/08/2024";"Chocolat noir CAMILLE BLOCH";"chocolat-noir-camille-bloch";"Epicerie sucrée";"";2.25;0.789;0.669;0.0333;0.0722;0.0111;0.0037;0.0
"24/11/2024";"Tomates rondes en grappe vrac";"tomates-rondes-en-grappe-vrac";"Fruits et Légumes";"FRANCE";0.2;0.153;0.0541;0.0;0.0;0.0727;0.0061;0.0197
"04/03/2024";"Yaourt à boire multi-fruits ACTIMEL";"yaourt-a-boire-multi-fruits-actimel";"Crèmerie et Produits laitiers";"";3.55;1.89;1.03;0.152;0.422;0.247;0.0369;0.0068
"10/07/2023";"Biscuits sablés chocolat noir FOSSIER";"biscuits-sables-chocolat-noir-fossier";"Epicerie sucrée";"";3.75;0.215;0.117;0.0264;0.0421;0.0265;0.0031;0.0
"15/08/2022";"Limonade arôme naturel citron Bio CARREFOUR BIO";"soda";"Boissons";"";0.96;0.493;0.0902;0.013;0.138;0.209;0.0363;0.0068
"30/01/2022";"Fromage Mozzarella Di Latte Di Bufala Mini GALBANI";"fromage";"Crèmerie et Produits laitiers";"";2.99;0.88;0.73;0.0407;0.0637;0.0383;0.0055;0.001
"22/08/2022";"Café moulu décaféiné 100% Arabica CARREFOUR EXTRA";"cafe";"Epicerie sucrée";"";3.35;0.159;0.109;0.0045;0.0323;0.0101;0.0002;0.0028
"29/11/2024";"Epinards hachés CARREFOUR BIO";"epinards-haches-carrefour-bio";"Surgelés";"";1.79;0.254;0.0721;0.0;0.0;0.148;0.028;0.006
"09/04/2022";"Fromage Comté AOP 18 mois d'affinage";"fromage";"Crèmerie et Produits laitiers";"";1.45;1.35;1.12;0.0622;0.0973;0.0586;0.0084;0.0016
"02/06/2024";"Soda orange aux arômes naturels FANTA";"soda";"Boissons";"";1.49;0.618;0.113;0.0163;0.173;0.262;0.0455;0.0086
"07/05/2023";"Gambas entières crues surgelées LA TABLE DES PECHEURS";"gambas-entieres-crues-surgelees-la-table-des-pecheurs";"Surgelés";"";6.59;0.49;0.266;0.0604;0.0962;0.0606;0.0071;0.0
"13/05/2022";"Crème caramel LA LAITIERE";"yaourt";"Crèmerie et Produits laitiers";"";2.35;0.757;0.412;0.0607;0.169;0.0987;0.0147;0.0027
"13/03/2024";"Fromage Bleu des Causses AOP REFLETS DE FRANCE";"fromage";"Crèmerie et Produits laitiers";"";1.99;0.733;0.609;0.0339;0.053;0.032;0.0046;0.0008
"08/05/2022";"Vin Blanc de l'Union Européenne Lichette LES CAVES VERNAUX";"vin";"Boissons";"";2.65;0.952;0.226;0.0248;0.51;0.175;0.0118;0.0051
"17/02/2022";"Vin Blanc I.G.P. Pays d'Oc Sauvignon HERITAGE DE CARILLAN";"vin";"Boissons";"";12.49;6.34;1.5;0.165;3.39;1.16;0.0784;0.0341
"11/12/2023";"Biscuit petit'dej fruits rouges GERBLE BIO";"biscuit-petit-dej-fruits-rouges-gerble-bio";"Epicerie sucrée";"";2.49;0.162;0.0879;0.0199;0.0318;0.02;0.0023;0.0
"26/01/2022";"Fromage Râpé Emmental CARREFOUR CLASSIC'";"fromage";"Crèmerie et Produits laitiers";"";6.09;4.4;3.65;0.204;0.318;0.192;0.0276;0.0051
"01/10/2022";"Croquettes de poisson pané MSC ail et fines herbes FINDUS";"croquettes-de-poisson-pane-msc-ail-et-fines-herbes-findus";"Surgelés";"";6.79;0.384;0.0841;0.0002;0.0;0.198;0.0206;0.0806
"20/08/2022";"Café moulu Espresso ILLY";"cafe";"Epicerie sucrée";"";6.25;0.159;0.109;0.0045;0.0323;0.0101;0.0002;0.0028
"20/04/2024";"légumes pois carottes rondelles Bio D'AUCY";"legumes-pois-carottes-rondelles-bio-d-aucy";"Epicerie salée";"";2.39;0.103;0.0215;0.0;0.0;0.0681;0.0049;0.0084
"02/09/2023";"Bière IPA LA CHARNUE";"biere";"Boissons";"";7.29;1.78;0.106;0.361;0.82;0.436;0.0479;0.009
"28/11/2023";"Jus De Pamplemousse Avec Pulpe CARREFOUR EXTRA";"jus-de-pamplemousse-avec-pulpe-carrefour-extra";"Fruits et Légumes";"";2.35;0.926;0.257;0.0001;0.0;0.505;0.0255;0.138
"01/08/2022";"Sirop Menthe Verte TEISSEIRE";"soda";"Boissons";"";2.95;0.296;0.0541;0.0078;0.0827;0.125;0.0218;0.0041
"28/08/2022";"Oranges Sanguines Bio";"oranges-sanguines-bio";"Fruits et Légumes";"ORIGINE C.E.E.";2.99;0.678;0.198;0.0001;0.0;0.378;0.021;0.0806
"27/10/2024";"Boisson aux fruits saveur Pomme Cassis Framboise OASIS";"soda";"Boissons";"";2.05;0.493;0.0902;0.013;0.138;0.209;0.0363;0.0068
"04/09/2023";"Vin Blanc de l'Union Européenne FIN BOUQUET";"vin";"Boissons";"";1.7;0.95;0.225;0.0248;0.509;0.175;0.0118;0.0051
"01/04/2023";"Café dosettes chocolat Milka TASSIMO";"cafe";"Epicerie sucrée";"";4.15;0.153;0.105;0.0043;0.031;0.0096;0.0002;0.0027
"05/05/2023";"Fromage enfant emmental cheddar et original MINI BABYBEL";"fromage";"Crèmerie et Produits laitiers";"";3.85;1.06;0.876;0.0488;0.0764;0.046;0.0066;0.0012
"21/02/2023";"Biscuits Galletti au Lait Frais MULINO BIANCO";"biscuits-galletti-au-lait-frais-mulino-bianco";"Epicerie sucrée";"";3.75;0.403;0.284;0.0043;0.0336;0.0749;0.0057;0.0
"23/08/2024";"Bière blonde LEFFE";"biere";"Boissons";"";21.39;10.7;0.633;2.16;4.92;2.61;0.288;0.0541
"19/09/2024";"Yaourt aux fruits gourmand mandarine citron vert MAMIE NOVA";"yaourt-aux-fruits-gourmand-mandarine-citron-vert-mamie-nova";"Crèmerie et Produits laitiers";"";1.49;0.269;0.0683;0.0;0.0;0.143;0.009;0.0486
"22/12/2022";"Dés de fromage chèvre, basilic, mimolette CARREFOUR CLASSIC";"fromage";"Crèmerie et Produits laitiers";"";3.15;0.879;0.73;0.0407;0.0636;0.0383;0.0055;0.001
"05/08/2024";"Salade Mâche";"salade-mache";"Fruits et Légumes";"FRANCE";0.99;0.13;0.0271;0.0001;0.0;0.0596;0.0112;0.0323
"24/05/2022";"Yaourt brassé vanille citron coco amande PERLE DE LAIT YOPLAIT";"yaourt-brasse-vanille-citron-coco-amande-perle-de-lait-yoplait";"Crèmerie et Produits laitiers";"";3.75;0.764;0.194;0.0001;0.0;0.406;0.0255;0.138
"02/06/2023";"Vin Rosé Languedoc-Roussillon PIC SAINT LOUP";"vin";"Boissons";"";9.55;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"25/02/2024";"Bière Ambrée Bio VALMY";"biere";"Bio et Ecologie";"";1.99;0.445;0.0264;0.0901;0.205;0.109;0.012;0.0023
"26/07/2024";"Vin rouge  Arbois Poulsard  CHATEAU BETHANIE";"vin";"Boissons";"";8.19;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"03/06/2023";"Cappuccino soluble   vanille  NESCAFE";"cappuccino-soluble-vanille-nescafe";"Epicerie sucrée";"";4.69;0.339;0.184;0.0417;0.0664;0.0418;0.0049;0.0
"22/02/2023";"Yaourt à boire vanille protéiné 0% MG HIPRO";"yaourt-a-boire-vanille-proteine-0-mg-hipro";"Nutrition et Végétale";"";2.95;0.654;0.355;0.0524;0.146;0.0852;0.0127;0.0024
"23/10/2024";"Œuf en Chocolat de Pâque P'tits Oeufs Coeur au Lait REVILLON CHOCOLATIER";"oeuf-en-chocolat-de-paque-p-tits-oeufs-coeur-au-lait-revillon-chocolatier";"Epicerie sucrée";"";7.49;1.58;1.34;0.0666;0.144;0.0222;0.0074;0.0
"21/04/2023";"Purée de pommes de terre MCCAIN";"puree-de-pommes-de-terre-mccain";"Surgelés";"";2.49;0.306;0.0689;0.0001;0.0;0.197;0.0164;0.0242
"09/08/2023";"Riz parfumé RIZ DU MONDE";"riz-parfume-riz-du-monde";"Epicerie salée";"";5.29;4.04;3.23;0.0003;0.0763;0.693;0.0408;0.0
"17/02/2024";"Vin Rosé A.O.P. languedoc les Petites Caves GRAIN DE SOLEIL";"vin";"Boissons";"";3.29;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"03/03/2024";"Vin Rosé AOP Côtes de Provence CHATEAU ST JULI D'AILLE";"vin";"Boissons";"";7.05;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"23/04/2024";"Jus De Pomme INNOCENT";"jus-de-pomme-innocent";"Fruits et Légumes";"";4.35;0.612;0.138;0.0001;0.0;0.393;0.0329;0.0485
"23/01/2023";"Pêches";"peches";"Fruits et Légumes";"ORIGINE C.E.E.";2.49;0.591;0.18;0.0;0.0;0.314;0.0159;0.0806
"28/02/2024";"Cauliflower Toasties au chou-fleur STRONG ROOTS";"cauliflower-toasties-au-chou-fleur-strong-roots";"Surgelés";"";4.49;0.318;0.115;0.0;0.0;0.112;0.0103;0.0806
"04/08/2023";"Fromage Brique de Brebis LOU PERAC";"fromage";"Crèmerie et Produits laitiers";"";2.95;0.879;0.73;0.0407;0.0636;0.0383;0.0055;0.001
"22/04/2024";"Vin rosé IGP Ardèche  Cuvée d'une nuit  VIGNERONS ARDECHOIS";"vin";"Boissons";"";4.4;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"05/09/2022";"Lait  demi-écrémé Bio CANDIA";"lait";"Crèmerie et Produits laitiers";"";9.12;6.9;4.87;0.0744;0.575;1.28;0.0972;0.0
"27/12/2023";"Fromage en Tranches Tendre et Fruité FOL EPI";"fromage";"Crèmerie et Produits laitiers";"";2.35;0.879;0.73;0.0407;0.0636;0.0383;0.0055;0.001
"08/08/2022";"Barres chocolatées au Lait  KITKAT";"barres-chocolatees-au-lait-kitkat";"Epicerie sucrée";"";1.09;0.323;0.274;0.0137;0.0296;0.0045;0.0015;0.0
"23/06/2022";"Huîtres plates très grosses";"huitres-plates-tres-grosses";"Viandes et Poissons";"FRANCE";25.99;6.13;2.28;0.0003;1.41;1.11;0.186;1.14
"08/10/2022";"Frites Ziggy LAMB WESTON";"frites-ziggy-lamb-weston";"Surgelés";"";3.49;1.09;0.299;0.103;0.185;0.292;0.125;0.0901
"18/02/2022";"Vin Rouge A.O.P. Val de Loire Touraine Gamay LES CELLIERS DES TERRES DE FRANCE";"vin";"Boissons";"";2.3;0.476;0.113;0.0124;0.255;0.0874;0.0059;0.0026
"26/06/2023";"Beurre de Baratte Demi-sel LE GALL";"beurre-de-baratte-demi-sel-le-gall";"Crèmerie et Produits laitiers";"";5.89;3.96;3.64;0.0251;0.062;0.204;0.0202;0.0034
"27/04/2022";"Café capsules  Compatibles Nespresso Espresso Colombie intensité 7 IGP  CARREFOUR SELECTION";"cafe";"Epicerie sucrée";"";2.55;0.033;0.0227;0.0009;0.0067;0.0021;0.0001;0.0006
"18/08/2024";"Vin Blanc A.O.P. Alsace Pinot Gris HENRI EHRHART";"vin";"Boissons";"";6.9;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"05/11/2024";"Lait facile à digérer CARREFOUR BIO";"lait";"Bio et Ecologie";"";1.8;1.15;0.812;0.0124;0.0959;0.214;0.0162;0.0
"14/03/2024";"Ailes de poulet blanc";"ailes-de-poulet-blanc";"Viandes et Poissons";"FRANCE";12.05;1.15;0.252;0.0006;0.0;0.594;0.0617;0.242
"25/03/2022";"Vin Rouge A.O.P. Côtes Du Rhône CELLIER DES DAUPHINS";"vin";"Boissons";"";15.85;3.81;0.904;0.0994;2.04;0.699;0.0471;0.0205
"10/09/2023";"Bonbons crocodiles Halal SAMIA";"bonbons-crocodiles-halal-samia";"Epicerie sucrée";"";2.45;0.297;0.144;0.0606;0.0462;0.0422;0.0042;0.0
"16/02/2023";"Tomme du pêcheur ETOILE DU VERCORS";"fromage";"Crèmerie et Produits laitiers";"";6.7;2.11;1.75;0.0977;0.153;0.092;0.0132;0.0024
"13/01/2024";"Poireaux vrac";"poireaux-vrac";"Fruits et Légumes";"FRANCE";2.19;0.387;0.069;0.0;0.0;0.272;0.014;0.0323
"15/03/2024";"Biscuits bio fourrés chocolat CARREFOUR BIO";"biscuits-bio-fourres-chocolat-carrefour-bio";"Epicerie sucrée";"";2.25;2.05;1.74;0.0866;0.188;0.0288;0.0096;0.0
"30/03/2022";"Cake fourré fraise Sans Gluten GERBLE";"cake-fourre-fraise-sans-gluten-gerble";"Epicerie sucrée";"";4.55;0.322;0.175;0.0397;0.0631;0.0398;0.0046;0.0
"30/07/2022";"Lait entier CARREFOUR BIO";"lait";"Bio et Ecologie";"";1.49;1.15;0.812;0.0124;0.0959;0.214;0.0162;0.0
"11/10/2024";"Poulet fermier blanc d'Ardèche rôti";"poulet-fermier-blanc-d-ardeche-roti";"Viandes et Poissons";"";11.49;6.84;4.5;1.25;0.567;0.458;0.0609;0.0102
"26/12/2023";"Tablette de chocolat lait raisins amandes et noisettes NESTLE LES RECETTES DE L'ATELIER";"tablette-de-chocolat-lait-raisins-amandes-et-noisettes-nestle-les-recettes-de-l-atelier";"Epicerie sucrée";"";3.15;0.209;0.113;0.0257;0.0409;0.0258;0.003;0.0
"06/08/2022";"Vin Rosé A.O.P. Côtes-de-Provence CHATEAU REILLANNE GRANDE RESERVE";"vin";"Boissons";"";7.89;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"25/06/2023";"Capsules de Café Compatibles Nespresso Africas Ristretto Intensité 10 FARMES ORIGINS NESCAFE";"cafe";"Epicerie sucrée";"";9.35;0.101;0.0691;0.0029;0.0204;0.0064;0.0002;0.0018
"15/12/2023";"Biscuits apéritifs  sablés oignons & noix LES GAUDELICES";"biscuits-aperitifs-sables-oignons-noix-les-gaudelices";"Epicerie sucrée";"";3.55;0.147;0.0799;0.0181;0.0289;0.0182;0.0021;0.0
"02/03/2022";"Comté Au Lait Cru AOP CARREFOUR EXTRA";"fromage";"Crèmerie et Produits laitiers";"";3.59;1.47;1.22;0.0678;0.106;0.0639;0.0092;0.0017
"17/04/2024";"Vin Blanc A.O.P. Bourgogne Chablis Premier Cru JEAN BOUCHARD";"vin";"Boissons";"";26.3;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"14/01/2022";"Dos de cabillaud MSC CARREFOUR LE MARCHE";"dos-de-cabillaud-msc-carrefour-le-marche";"Viandes et Poissons";"ATLANTIQUE NORD EST";14.59;6.04;5.15;0.0;0.235;0.635;0.0203;0.0034
"13/10/2024";"Vin Rouge Languedoc-Roussillon AOP Bio DOMAINE CAZES";"vin";"Boissons";"";10.79;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"20/11/2023";"Crème Dessert Frais et Fondant Chocolat Noir LA LAITIERE";"yaourt";"Crèmerie et Produits laitiers";"";1.99;0.871;0.473;0.0699;0.194;0.114;0.017;0.0031
"17/12/2024";"Bonbons bubblizz piquants LUTTI";"bonbons-bubblizz-piquants-lutti";"Epicerie sucrée";"";1.49;0.372;0.18;0.0758;0.0578;0.0528;0.0052;0.0
"09/02/2022";"Œuf géant au lait Schtroumpf BIP";"oeuf-geant-au-lait-schtroumpf-bip";"Epicerie sucrée";"";6.85;0.173;0.122;0.0019;0.0144;0.0321;0.0024;0.0
"25/04/2023";"Vin Rosé A.O.P. Coteaux d'Aix-En-Provence Cuvée Tradition CHATEAU MONTAURONE";"vin";"Boissons";"";6.65;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"21/02/2024";"Thon à l'huile d'olive LE SAVOUREUX";"thon-a-l-huile-d-olive-le-savoureux";"Epicerie salée";"";1.95;0.259;0.188;0.0;0.0244;0.0446;0.0021;0.0004
"10/02/2024";"Fromage Sainte Maure de Touraine AOP";"fromage";"Crèmerie et Produits laitiers";"";8.95;1.47;1.22;0.0678;0.106;0.0639;0.0092;0.0017
"06/01/2023";"Plat cuisiné poulet curry/coco WEIGHT WATCHERS";"plat-cuisine-poulet-curry-coco-weight-watchers";"Charcuterie et Traiteur";"";3.85;1.37;0.9;0.249;0.113;0.0915;0.0122;0.002
"09/11/2023";"Fromage frais saveur vanille fraise MALO";"fromage-frais-saveur-vanille-fraise-malo";"Crèmerie et Produits laitiers";"";1.99;0.256;0.114;0.0;0.0;0.131;0.0066;0.005
"23/05/2022";"Vin Rouge Côtes Du Rhône LES CARDINALICES";"vin";"Boissons";"";4.25;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"27/01/2024";"Fromage crémeux du jura BADOZ";"fromage";"Crèmerie et Produits laitiers";"";5.3;1.47;1.22;0.0678;0.106;0.0639;0.0092;0.0017
"16/08/2024";"Fromage à Effilocher Nature FICELLO";"fromage";"Crèmerie et Produits laitiers";"";3.15;0.985;0.818;0.0456;0.0713;0.0429;0.0062;0.0011
"15/08/2023";"Glace  Bâtonnet Cracking Macadamia Nut Brittle HAAGEN-DAZS";"yaourt";"Surgelés";"";3.85;0.381;0.207;0.0306;0.0848;0.0497;0.0074;0.0014
"26/10/2024";"Yaourt à la Mangue Bio PASTORET";"yaourt-a-la-mangue-bio-pastoret";"Crèmerie et Produits laitiers";"";2.49;1.57;0.0203;0.0;0.0;1.54;0.0033;0.0109
"20/12/2024";"Plateau de fromages Normandie L'ATELIER CHATEAUBOURG";"fromage";"Crèmerie et Produits laitiers";"";10.5;1.85;1.53;0.0855;0.134;0.0805;0.0116;0.0021
"22/11/2024";"Yaourt aux fruits avec morceaux 0% MG  CARREFOUR CLASSIC'";"yaourt-aux-fruits-avec-morceaux-0-mg-carrefour-classic";"Crèmerie et Produits laitiers";"";3.95;3.78;2.05;0.303;0.842;0.493;0.0736;0.0136
"18/09/2024";"Fromage extra gourmand PAVE D'AFFINOIS";"fromage";"Crèmerie et Produits laitiers";"";2.79;1.17;0.974;0.0543;0.0849;0.0511;0.0074;0.0014
"01/05/2022";"Vin Blanc A.O.P. Val de Loire Gros Plant Du Pays Nantais VIGNERO";"vin";"Boissons";"";3.59;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"04/02/2024";"Bifteck tendre et savoureux CHARAL";"boeuf";"Viandes et Poissons";"FRANCE";2.0;7.82;7.63;0.0248;0.0606;0.0861;0.0123;0.0096
"19/04/2024";"Plat cuisiné bio Quinoa tomates olives BJORG";"plat-cuisine-bio-quinoa-tomates-olives-bjorg";"Bio et Ecologie";"";1.99;0.156;0.0555;0.0;0.0;0.0745;0.0063;0.0202
"05/01/2024";"Biscuits citron sans sucres KARELEA";"biscuits-citron-sans-sucres-karelea";"Epicerie sucrée";"";2.95;0.101;0.0256;0.0;0.0;0.0536;0.0034;0.0182
"07/04/2024";"Crème dessert chocolat avec billes 3 chocolats DANETTE POP";"yaourt";"Crèmerie et Produits laitiers";"";2.55;0.887;0.482;0.0711;0.197;0.116;0.0173;0.0032
"16/08/2024";"Street fries bacon & fromage MCCAIN";"street-fries-bacon-fromage-mccain";"Surgelés";"";3.95;1.76;1.46;0.0814;0.127;0.0767;0.011;0.002
"01/04/2023";"Bonbons Chocolat Minis M&MS";"bonbons-chocolat-minis-m-ms";"Epicerie sucrée";"";2.79;0.262;0.127;0.0533;0.0407;0.0371;0.0037;0.0
"07/04/2023";"Vin rosé de pays Côtes Catalanes DAME D'ELNE";"vin";"Boissons";"";8.65;3.81;0.904;0.0994;2.04;0.7;0.0472;0.0205
"26/10/2022";"Tablette de chocolat au lait Mini Tablettes MILKA";"tablette-de-chocolat-au-lait-mini-tablettes-milka";"Epicerie sucrée";"";3.05;0.245;0.133;0.0302;0.0481;0.0303;0.0035;0.0
"10/09/2023";"Fromages de chèvre fermier";"fromage";"Crèmerie et Produits laitiers";"";3.95;0.88;0.73;0.0407;0.0637;0.0383;0.0055;0.001
"04/04/2024";"Dessert café RIANS";"dessert-cafe-rians";"Crèmerie et Produits laitiers";"";2.59;0.119;0.0819;0.0034;0.0242;0.0076;0.0002;0.0021
"24/03/2022";"Fromage de Chèvre  VERNEUIL";"fromage";"Crèmerie et Produits laitiers";"";3.89;0.733;0.609;0.0339;0.053;0.032;0.0046;0.0008
"13/08/2022";"Fromage apéritif  Incontournable de l'Apéro APERICUBE";"fromage";"Crèmerie et Produits laitiers";"";4.29;1.47;1.22;0.0678;0.106;0.0639;0.0092;0.0017
"27/11/2024";"Café capsules forza intensité 9 compatibles Nespresso L'OR";"cafe";"Epicerie sucrée";"";14.05;0.165;0.113;0.0047;0.0335;0.0105;0.0003;0.0029
"08/11/2023";"Chocolat en poudre NESQUIK";"the";"Epicerie sucrée";"";2.79;0.0071;0.0036;0.0;0.001;0.0005;0.0;0.0019
"17/02/2024";"Bière Ambrée JENLAIN";"biere";"Produits régionaux et locaux";"";1.89;0.674;0.04;0.137;0.311;0.165;0.0182;0.0034
"23/02/2024";"Livarot Petit Au Lait Cru AOP FLEURON DU PLESSIS";"fromage";"Produits régionaux et locaux";"";4.85;1.47;1.22;0.0678;0.106;0.0639;0.0092;0.0017
"09/09/2024";"Cœur de bœuf tranches";"boeuf";"Viandes et Poissons";"FRANCE";7.49;22.4;21.9;0.0712;0.174;0.247;0.0352;0.0274
"16/11/2023";"Carpaccio de boeuf huile olive citron CARREFOUR";"boeuf";"Viandes et Poissons";"FRANCE";5.4;6.16;6.01;0.0196;0.0477;0.0678;0.0097;0.0075
"19/05/2022";"Biscuits petites couronnes/abricot LOR";"biscuits-petites-couronnes-abricot-lor";"Epicerie sucrée";"";3.65;0.363;0.0868;0.0;0.164;0.0855;0.0062;0.0202
"18/11/2023";"Beurre Demi-sel  Bio CARREFOUR BIO";"beurre-demi-sel-bio-carrefour-bio";"Bio et Ecologie";"";3.09;1.98;1.82;0.0125;0.031;0.102;0.0101;0.0017
