title;slug;product_family;origin;price;total_g_co2;total_g_co2_farming;total_g_co2_processing;total_g_co2_packaging;total_g_co2_transport;total_g_co2_retail;total_g_co2_consumption
Salade 4 saveurs gourmandes sans conservateur BONDUELLE;salade-4-saveurs-gourmandes-sans-conservateur-bonduelle;Fruits et Légumes;FRANCE;2,99;0;0;0;0;0;0;0
Salade feuille de chêne FLORETTE;salade-feuille-de-chene-florette;Fruits et Légumes;FRANCE;1,35;0;0;0;0;0;0;0
Salade Jeunes Pousses D'Épinard FLORETTE;salade-jeunes-pousses-d-epinard-florette;Fruits et Légumes;FRANCE;2,15;0,0423;0,012;0;0;0,0246;0,0047;0,001
Salade mélange de saison FLORETTE;salade-melange-de-saison-florette;Fruits et Légumes;FRANCE;2,95;0;0;0;0;0;0;0
Salade Cœur de laitue FLORETTE;salade-coeur-de-laitue-florette;Fruits et Légumes;FRANCE;2,15;0,23;0,162;0,0025;0,0192;0,0428;0,0032;0
Salade Cœur de laitue FLORETTE;salade-coeur-de-laitue-florette;Fruits et Légumes;FRANCE;3,55;0,495;0,349;0,0053;0,0412;0,092;0,007;0
Salade Laitue Iceberg FLORETTE;salade-laitue-iceberg-florette;Fruits et Légumes;FRANCE;2,9;0,518;0,366;0,0056;0,0432;0,0964;0,0073;0
Salade feuilles de chêne rouges FLORETTE;salade-feuilles-de-chene-rouges-florette;Fruits et Légumes;FRANCE;1,95;0;0;0;0;0;0;0
Salade Iceberg CARREFOUR;salade-iceberg-carrefour;Fruits et Légumes;FRANCE;0,9;0;0;0;0;0;0;0
Salade trio mâche roquette betterave CARREFOUR LE MARCHE;salade-trio-mache-roquette-betterave-carrefour-le-marche;Fruits et Légumes;FRANCE;1,59;0,0713;0,0165;0;0;0,0458;0,0033;0,0056
Salade feuille de chêne CARREFOUR LE MARCHE;salade-feuille-de-chene-carrefour-le-marche;Fruits et Légumes;FRANCE;1,3;0;0;0;0;0;0;0
Salade Iceberg SIMPL;salade-iceberg-simpl;Fruits et Légumes;FRANCE;0,99;0;0;0;0;0;0;0
Salade mélangée SIMPL;salade-melangee-simpl;Fruits et Légumes;FRANCE;0,99;0;0;0;0;0;0;0
Salade méli melo LES CRUDETTES;salade-meli-melo-les-crudettes;Fruits et Légumes;ORIGINE C.E.E.;1,99;0;0;0;0;0;0;0
Salade mélangée format XXL LES CRUDETTES;salade-melangee-format-xxl-les-crudettes;Fruits et Légumes;ORIGINE C.E.E.;2,99;0;0;0;0;0;0;0
Ananas extra sweet FLORETTE IDEES FRAICHES;ananas-extra-sweet-florette-idees-fraiches;Fruits et Légumes;FRANCE;2,75;0,245;0,0662;0;0;0,116;0,0046;0,0581
Ananas Entier FRAIS EMINCE;ananas-entier-frais-emince;Fruits et Légumes;FRANCE;6,1;0,817;0,221;0;0;0,387;0,0152;0,194
Ananas entier;ananas-entier;Fruits et Légumes;FRANCE;4,15;0,681;0,184;0;0;0,323;0,0127;0,162
Ananas tranche;ananas-tranche;Fruits et Légumes;FRANCE;3;0,408;0,11;0;0;0,194;0,0076;0,0969
Ananas entier Vertufood;ananas-entier-vertufood;Fruits et Légumes;origine UE et Hors U.E.;4,68;0,613;0,166;0;0;0,29;0,0114;0,145
Ananas BLUE SKIES;ananas-blue-skies;Fruits et Légumes;BENIN;2,9;0,313;0,0846;0;0;0,148;0,0058;0,0743
Bimi frais C'ZON;bimi-frais-c-zon;Fruits et Légumes;KENYA;2,95;0;0;0;0;0;0;0
Cup coco LA SAVEUR D'ABORD;cup-coco-la-saveur-d-abord;Fruits et Légumes;FRANCE;2,59;0;0;0;0;0;0;0
Duo ananas mangue;duo-ananas-mangue;Fruits et Légumes;BENIN;3,9;0,408;0,11;0;0;0,194;0,0076;0,0969
Duo ananas et fraise en morceaux Vertufood;duo-ananas-et-fraise-en-morceaux-vertufood;Fruits et Légumes;origine UE et Hors U.E.;0,71;0,269;0,0728;0;0;0,128;0,005;0,0639
Duo ananas et melon en morceaux Vertufood;duo-ananas-et-melon-en-morceaux-vertufood;Fruits et Légumes;origine UE et Hors U.E.;1,21;0,353;0,0953;0;0;0,167;0,0066;0,0837
Duo ananas et pastèque en morceaux Vertufood;duo-ananas-et-pasteque-en-morceaux-vertufood;Fruits et Légumes;origine UE et Hors U.E.;1,21;0,353;0,0953;0;0;0,167;0,0066;0,0837
Duo melon et pastèque en morceaux Vertufood;duo-melon-et-pasteque-en-morceaux-vertufood;Fruits et Légumes;UE ET HORS U.E.;1,21;0,254;0,0824;0;0;0,108;0,0076;0,0557
Fruit  ananas frais préparé BLUE SKIES;fruit-ananas-frais-prepare-blue-skies;Fruits et Légumes;GHANA;6,99;1,09;0,294;0;0;0,516;0,0203;0,258
Grenade CARREFOUR LE MARCHE;grenade-carrefour-le-marche;Fruits et Légumes;EGYPTE;3,5;0,0997;0,0208;0;0;0,0596;0,0032;0,0161
Grenade BLUE SKIES;grenade-blue-skies;Fruits et Légumes;EGYPTE;2;0,0543;0,0113;0;0;0,0325;0,0017;0,0088
Mix de fruits rouges;mix-de-fruits-rouges;Fruits et Légumes;origine UE et Hors U.E.;6,99;0;0;0;0;0;0;0
Pastèque morceaux;pasteque-morceaux;Fruits et Légumes;FRANCE;2;0,136;0,0478;0;0;0,069;0,0032;0,0161
Salade Tropicale CRF LE MARCHE;salade-tropicale-crf-le-marche;Fruits et Légumes;BENIN;3,5;0;0;0;0;0;0;0
Salade de fruit Vertufood;salade-de-fruit-vertufood;Fruits et Légumes;origine UE et Hors U.E.;1,61;0;0;0;0;0;0;0
Salade de fruits prête à l'emploi CARREFOUR LE MARCHE;salade-de-fruits-prete-a-l-emploi-carrefour-le-marche;Fruits et Légumes;FRANCE;3,5;0;0;0;0;0;0;0
Basilic LES METS DE PROVENCE;basilic-les-mets-de-provence;Fruits et Légumes;FRANCE;2,5;0;0;0;0;0;0;0
Écrasé de Pommes de Terre Huile d'Olive et Basilic FLORETTE;ecrase-de-pommes-de-terre-huile-d-olive-et-basilic-florette;Fruits et Légumes;FRANCE;3,25;0,159;0,0359;0;0;0,102;0,0085;0,0126
Écrasé de Pommes de Terre au Comté FLORETTE;ecrase-de-pommes-de-terre-au-comte-florette;Fruits et Légumes;FRANCE;3,2;0,163;0,0368;0;0;0,105;0,0088;0,0129
Écrasé de Pommes de Terre aux deux Carottes FLORETTE;ecrase-de-pommes-de-terre-aux-deux-carottes-florette;Fruits et Légumes;FRANCE;3,15;0,158;0,0331;0;0;0,105;0,0076;0,0129
Écrasé de Pommes de Terre au Beurre et Sel de Guérande FLORETTE;ecrase-de-pommes-de-terre-au-beurre-et-sel-de-guerande-florette;Fruits et Légumes;FRANCE;3,05;3,17;2,92;0,0201;0,0496;0,163;0,0161;0,0027
Ecrasé de Patates Douces FLORETTE;ecrase-de-patates-douces-florette;Fruits et Légumes;FRANCE;2,99;0;0;0;0;0;0;0
Mouliné de Lentilles Vertes Pointe de Thym JARDIN BIO;mouline-de-lentilles-vertes-pointe-de-thym-jardin-bio;Fruits et Légumes;;2,99;0,582;0,141;0,0006;0,129;0,244;0,0669;0
Purée D'Ail LES METS DE PROVENCE;puree-d-ail-les-mets-de-provence;Fruits et Légumes;FRANCE;2,5;0,0307;0,0067;0;0;0,0158;0,0016;0,0064
Purée De Gingembre LES METS DE PROVENCE;puree-de-gingembre-les-mets-de-provence;Fruits et Légumes;FRANCE;2,5;0;0;0;0;0;0;0
Purée De Persil LES METS DE PROVENCE;puree-de-persil-les-mets-de-provence;Fruits et Légumes;FRANCE;2,5;0;0;0;0;0;0;0
Purée De Coriandre LES METS DE PROVENCE;puree-de-coriandre-les-mets-de-provence;Fruits et Légumes;FRANCE;2,5;0;0;0;0;0;0;0
Purée De Menthe LES METS DE PROVENCE;puree-de-menthe-les-mets-de-provence;Fruits et Légumes;FRANCE;2,5;0,0035;0,0018;0;0,0005;0,0003;0;0,0009
Purée Fraîche de Pommes de Terre FLORETTE;puree-fraiche-de-pommes-de-terre-florette;Fruits et Légumes;FRANCE;3,15;0,163;0,0367;0;0;0,105;0,0088;0,0129
Purée Fraîche de Carottes FLORETTE;puree-fraiche-de-carottes-florette;Fruits et Légumes;FRANCE;3,15;0,158;0,0331;0;0;0,105;0,0076;0,0129
Purée Fraîche de Courgettes FLORETTE;puree-fraiche-de-courgettes-florette;Fruits et Légumes;FRANCE;3,15;0,255;0,0819;0;0;0,13;0,011;0,0322
Purée Fraîche de Pois Cassés FLORETTE;puree-fraiche-de-pois-casses-florette;Fruits et Légumes;FRANCE;3,15;0;0;0;0;0;0;0
Purée Fraîche de Brocolis FLORETTE;puree-fraiche-de-brocolis-florette;Fruits et Légumes;FRANCE;3,4;0,38;0,215;0,0001;0;0,119;0,014;0,0322
Purée Fraîche de Saison FLORETTE;puree-fraiche-de-saison-florette;Fruits et Légumes;FRANCE;3,15;0;0;0;0;0;0;0
Purée Fraîche à la Provençale FLORETTE;puree-fraiche-a-la-provencale-florette;Fruits et Légumes;FRANCE;3,1;0;0;0;0;0;0;0
Purée Fraîche de Pommes de Terre à l'Emmental FLORETTE;puree-fraiche-de-pommes-de-terre-a-l-emmental-florette;Fruits et Légumes;FRANCE;3,1;0,163;0,0368;0;0;0,105;0,0088;0,0129
Purée pommes de terre beurre d'Isigny AOP REFLETS DE FRANCE;puree-pommes-de-terre-beurre-d-isigny-aop-reflets-de-france;Fruits et Légumes;FRANCE;3,19;3,16;2,91;0,0201;0,0496;0,163;0,0161;0,0027
Jus De Pomme  100% Pur Jus Bio CARREFOUR BIO;jus-de-pomme-100-pur-jus-bio-carrefour-bio;Fruits et Légumes;;2,39;0,367;0,0826;0,0001;0;0,235;0,0197;0,029
Boisson Citronnade Citron de Sicile Frais TROPICANA;boisson-citronnade-citron-de-sicile-frais-tropicana;Fruits et Légumes;;2,65;0,688;0,175;0,0001;0;0,366;0,023;0,124
Boisson Citronnade Citron de Sicile Framboise Saveur Hibiscus Frais TROPICANA;boisson-citronnade-citron-de-sicile-framboise-saveur-hibiscus-frais-tropicana;Fruits et Légumes;;2,65;0,688;0,175;0,0001;0;0,366;0,023;0,124
Boisson Multivitamines Fruits Rouges TROPICANA;boisson-multivitamines-fruits-rouges-tropicana;Fruits et Légumes;;2,95;0;0;0;0;0;0;0
Boisson à l'Ananassade 30% Moins Sucré TROPICANA;boisson-a-l-ananassade-30-moins-sucre-tropicana;Fruits et Légumes;;2,59;1,22;0,331;0;0;0,58;0,0228;0,291
Boisson Préparation De Citrons Pressés ANDROS;boisson-preparation-de-citrons-presses-andros;Fruits et Légumes;;2,59;0,764;0,194;0,0001;0;0,406;0,0255;0,138
Boisson Citrons Pressés Avec Pulpe CARREFOUR EXTRA;boisson-citrons-presses-avec-pulpe-carrefour-extra;Fruits et Légumes;;1,99;0,688;0,175;0,0001;0;0,366;0,023;0,124
Boisson citronnade à la menthe ANDROS;boisson-citronnade-a-la-menthe-andros;Fruits et Légumes;;1,99;1,02;0,259;0,0001;0;0,542;0,0341;0,184
Boisson Mojito Fraise Sans Alcool ANDROS;boisson-mojito-fraise-sans-alcool-andros;Fruits et Légumes;;2,65;0,511;0,227;0;0;0,261;0,0131;0,01
Boisson aux Fruits La Vie En Jaune Ananas Pomme Banane et Citron ANDROS;boisson-aux-fruits-la-vie-en-jaune-ananas-pomme-banane-et-citron-andros;Fruits et Légumes;;2,99;1,23;0,331;0;0;0,581;0,0229;0,291
Boisson aux Fruits La Vie En Orange Clémentine Pomme Abricot et Carotte ANDROS;boisson-aux-fruits-la-vie-en-orange-clementine-pomme-abricot-et-carotte-andros;Fruits et Légumes;;2,99;1,31;0,313;0,0001;0,592;0,308;0,0223;0,0726
Boisson Mojito Sans Alcool ANDROS;boisson-mojito-sans-alcool-andros;Fruits et Légumes;;2,65;0;0;0;0;0;0;0
Boisson aux Litchis Citrons Fruits du Dragon ANDROS;boisson-aux-litchis-citrons-fruits-du-dragon-andros;Fruits et Légumes;;3,15;0,764;0,194;0,0001;0;0,406;0,0255;0,138
Boisson Kombucha Gingembre Bio KYO;boisson-kombucha-gingembre-bio-kyo;Fruits et Légumes;;3,19;0;0;0;0;0;0;0
Boisson Kombucha Pèche Et Baies De Sureau  Bio KYO;boisson-kombucha-peche-et-baies-de-sureau-bio-kyo;Fruits et Légumes;;3,25;0,348;0,106;0;0;0,185;0,0094;0,0475
Boisson Kombucha Framboise Citron Vert Bio KYO;boisson-kombucha-framboise-citron-vert-bio-kyo;Fruits et Légumes;;3,19;0,478;0,121;0,0001;0;0,254;0,0159;0,0863
Boisson aux fruits rouges saveur framboise et cassis INNOCENT;boisson-aux-fruits-rouges-saveur-framboise-et-cassis-innocent;Fruits et Légumes;;2,65;1,43;1,13;0,0001;0;0,224;0,0186;0,0605
Boisson Lactée Pêche Abricot Sans Sucres Ajoutés DANAO;boisson-lactee-peche-abricot-sans-sucres-ajoutes-danao;Fruits et Légumes;;2,79;1,31;0,312;0,0001;0,591;0,308;0,0223;0,0725
Boisson Lactée Pêche Abricot Sans Sucres Ajoutés DANAO;boisson-lactee-peche-abricot-sans-sucres-ajoutes-danao;Fruits et Légumes;;3,99;1,96;0,468;0,0001;0,886;0,461;0,0334;0,109
Boisson Lactée Orange Banane Fraise Sans Sucres Ajoutés DANAO;boisson-lactee-orange-banane-fraise-sans-sucres-ajoutes-danao;Fruits et Légumes;;2,79;0,964;0,313;0,0001;0;0,474;0,0301;0,146
Boisson Lactée Multivitaminés Sans Sucres Ajoutés  DANAO;boisson-lactee-multivitamines-sans-sucres-ajoutes-danao;Fruits et Légumes;;2,79;1,38;0,477;0,217;0,081;0,565;0,0351;0
Boisson Lactée Multivitaminés Sans Sucres Ajoutés DANAO;boisson-lactee-multivitamines-sans-sucres-ajoutes-danao;Fruits et Légumes;;1,15;0,382;0,133;0,0603;0,0225;0,157;0,0098;0
Boisson Pétillante au Thé Fermenté Gingembre Bio UCHA;boisson-petillante-au-the-fermente-gingembre-bio-ucha;Fruits et Légumes;;2,5;0,0153;0,0078;0;0,0022;0,0011;0,0001;0,004
Boisson pétillante aux fruits saveur framboise et cassis INNOCENT;boisson-petillante-aux-fruits-saveur-framboise-et-cassis-innocent;Fruits et Légumes;;1,75;0,629;0,495;0;0;0,0984;0,0082;0,0266
Boisson pétillante aux fruits saveur citron et citron vert INNOCENT;boisson-petillante-aux-fruits-saveur-citron-et-citron-vert-innocent;Fruits et Légumes;;1,75;0,252;0,0641;0;0;0,134;0,0084;0,0456
Boisson rafraîchissante saveur tropical INNOCENT;boisson-rafraichissante-saveur-tropical-innocent;Fruits et Légumes;;2,65;0;0;0;0;0;0;0
Compote Pomme, Banane, Abricot et Poire ANDROS;compote-pomme-banane-abricot-et-poire-andros;Fruits et Légumes;;3,89;1,74;0,417;0,0001;0,789;0,411;0,0298;0,0968
Compotes Pomme Fraise Cassis Cerise ANDROS;compotes-pomme-fraise-cassis-cerise-andros;Fruits et Légumes;;3,99;2,29;1,8;0,0001;0;0,358;0,0298;0,0969
Eau de Coco 100% Pure VAIVAI;eau-de-coco-100-pure-vaivai;Fruits et Légumes;;3,99;0;0;0;0;0;0;0
Jus Multifruits Frais Réveil Fruité Pur Jus TROPICANA;jus-multifruits-frais-reveil-fruite-pur-jus-tropicana;Fruits et Légumes;;3,05;0;0;0;0;0;0;0
Jus d'Orange Touche de Menthe Frais TROPICANA;jus-d-orange-touche-de-menthe-frais-tropicana;Fruits et Légumes;;3,05;0,61;0,178;0,0001;0;0,34;0,0189;0,0725
Jus Multifruits Réveil des Tropiques Pur Jus TROPICANA;jus-multifruits-reveil-des-tropiques-pur-jus-tropicana;Fruits et Légumes;;2,95;0;0;0;0;0;0;0
Jus d'orange pressée sur place;jus-d-orange-pressee-sur-place;Fruits et Légumes;FRANCE;1,49;0,169;0,0495;0;0;0,0945;0,0053;0,0202
Jus d'orange pressée sur place;jus-d-orange-pressee-sur-place;Fruits et Légumes;FRANCE;3,95;0,678;0,198;0,0001;0;0,378;0,021;0,0806
Jus d'orange pressée sur place;jus-d-orange-pressee-sur-place;Fruits et Légumes;FRANCE;2,49;0,339;0,099;0;0;0,189;0,0105;0,0403
Jus orange carotte CARREFOUR SENSATION;jus-orange-carotte-carrefour-sensation;Fruits et Légumes;;2,49;0,356;0,0744;0,0001;0;0,236;0,017;0,029
Jus pomme cassis myrtille CARREFOUR SENSATION;jus-pomme-cassis-myrtille-carrefour-sensation;Fruits et Légumes;;2,49;1,71;1,35;0,0001;0;0,268;0,0223;0,0725
Jus Multivitaminés ANDROS;jus-multivitamines-andros;Fruits et Légumes;;3,99;0;0;0;0;0;0;0
Jus Pomme Goyave ANDROS;jus-pomme-goyave-andros;Fruits et Légumes;;3,09;0,544;0,122;0,0001;0;0,349;0,0292;0,043
Jus de Citron ANDROS;jus-de-citron-andros;Fruits et Légumes;;2,3;0,878;0,223;0,0001;0;0,467;0,0293;0,159
Jus Multivitaminé Pomme et Poires ANDROS;jus-multivitamine-pomme-et-poires-andros;Fruits et Légumes;;2,3;0,445;0,0794;0;0;0,313;0,0161;0,0371
Jus d'Ananas, Pomme et Citron Vert ANDROS;jus-d-ananas-pomme-et-citron-vert-andros;Fruits et Légumes;;3,19;1,36;0,368;0;0;0,645;0,0254;0,323
Jus de Pomme et Mangue ANDROS;jus-de-pomme-et-mangue-andros;Fruits et Légumes;;3,19;11,7;0,15;0,0001;0;11,4;0,0248;0,0806
Jus Multivitaminés 9 Fruits ANDROS;jus-multivitamines-9-fruits-andros;Fruits et Légumes;;2,3;0;0;0;0;0;0;0
Jus d'Ananas Fraise Pomme INNOCENT;jus-d-ananas-fraise-pomme-innocent;Fruits et Légumes;;2,89;1,23;0,331;0;0;0,581;0,0229;0,291
Jus Fa-Bu-Bleu Goyave Citron Vert Pomme Eau de Coco Spiruline INNOCENT;jus-fa-bu-bleu-goyave-citron-vert-pomme-eau-de-coco-spiruline-innocent;Fruits et Légumes;;2,79;1,1;0,599;0,136;0,217;0,136;0,0159;0
Jus Zest Défense Orange Carotte Mandarine Citron Gingembre INNOCENT;jus-zest-defense-orange-carotte-mandarine-citron-gingembre-innocent;Fruits et Légumes;;2,79;0,357;0,0745;0,0001;0;0,236;0,017;0,0291
Jus Energie Chérie Framboise Pomme Cerise Baie de Goji Guarana INNOCENT;jus-energie-cherie-framboise-pomme-cerise-baie-de-goji-guarana-innocent;Fruits et Légumes;;2,79;1,57;0,576;0,0001;0,591;0,308;0,0223;0,0725
Jus  Summer Crush Fraise, Goyave, Fruit de la passion  INNOCENT;jus-summer-crush-fraise-goyave-fruit-de-la-passion-innocent;Fruits et Légumes;;2,89;0,46;0,204;0;0;0,235;0,0118;0,009
Jus de Poire Pressé INNOCENT;jus-de-poire-presse-innocent;Fruits et Légumes;;2,89;0,291;0,0518;0;0;0,204;0,0105;0,0242
