Date;product_family;title;price;total_kg_co2;total_kg_co2_farming;total_kg_co2_processing;total_kg_co2_packaging;total_kg_co2_transport;total_kg_co2_retail;total_kg_co2_consumption
07/07/2022;Surgelés;Glace au Café LA LAITIERE;3,99;0,928743575;0,50487715;0,074506143;0,20685258;0,121072482;0,018087346;0,003347875
24/02/2022;Boissons;Bière Blonde Belge LA CHOUFFE;2,59;0,444434102;0,026361911;0,090072611;0,204890446;0,108878981;0,011976688;0,002253465
21/08/2024;Crèmerie et Produits laitiers;Fromage Bleu d'Auvergne AOP FILIERE QUALITE CARREFOUR;4,12;1,463873455;1,215474909;0,067742788;0,105946424;0,063822545;0,009188848;0,001697939
04/10/2023;Boissons;Vin Rouge I.G.P. Pays d'Oc Cabernet-Syrah JP. CHENET;11,35;3,809246164;0,903796296;0,099387566;2,038796296;0,699616402;0,047141534;0,020508069
02/10/2022;Crèmerie et Produits laitiers;Fromage Chamois d'Or;0,91;1,164839738;0,967182969;0,053904585;0,084304148;0,050785153;0,00731179;0,001351092
13/08/2024;Boissons;Vin rouge AOP Fitou;3,99;0,9514725;0,22575;0,024825;0,50925;0,17475;0,011775;0,0051225
20/04/2023;Boissons;Boisson énergisante  goût fruit du dragon RED BULL;1,45;0,1233325;0,02255;0,00325;0,0345;0,05225;0,009075;0,0017075
12/08/2022;Crèmerie et Produits laitiers;Fromage à Tartiner Créme de Maroilles LESIRE;3,15;1,055268;0,876204;0,048834;0,076374;0,046008;0,006624;0,001224
14/10/2024;Crèmerie et Produits laitiers;Mascarpone à l'ancienne L'ITALIE DES FROMAGES;7,55;2,9313;2,4339;0,13565;0,21215;0,1278;0,0184;0,0034
28/01/2023;Boissons;Bière Blonde G Houblon Grand Cru LA GOUDALE;1,95;0,444451523;0,026362944;0,090076142;0,204898477;0,108883249;0,011977157;0,002253553
18/09/2024;Boissons;Vin Rosé Sud-Ouest Malbec;15,35;6,34315;1,505;0,1655;3,395;1,165;0,0785;0,03415
11/01/2023;Epicerie salée;Sardines à l'huile d'olive  CONNETABLE;3,85;0,34335378;0,18634;0,04229078;0,067347;0,04242;0,004956;0
21/12/2022;Crèmerie et Produits laitiers;Fromage Râpé   Emmental Au Lait Pasteurisé Bio CARREFOUR BIO;2,29;1,17252;0,97356;0,05426;0,08486;0,05112;0,00736;0,00136
08/02/2024;Crèmerie et Produits laitiers;Fromage frais en faisselle nature  2% MG LA BRESSANE;2,79;3,51756;2,92068;0,16278;0,25458;0,15336;0,02208;0,00408
18/09/2024;Epicerie sucrée;Infusion digestion délicieuse, bio PUKKA;4,89;0,00174348;0,000896;0;0,0002556;0,0001252;6,68E-06;0,00046
07/04/2024;Epicerie sucrée;Yerba Maté;3,90;0,0217935;0,0112;0;0,003195;0,001565;0,0000835;0,00575
10/03/2025;Boissons;Boisson coco et nata de coco MOGU MOGU;1,65;0,157750872;0,028843023;0,004156977;0,044127907;0,066831395;0,011607558;0,002184012
30/01/2023;Fruits et Légumes;Nectarines chair jaune;4,49;1,229955321;0,426950893;0,000216482;0;0,597330357;0,043897768;0,161559821
14/02/2025;Epicerie sucrée;Barres son avoine chocolat sans sucres ajoutés DUKAN;5,39;0,258016852;0,22462333;0,006935485;0,010799199;0,010943188;0,00471565;0
17/09/2023;Boissons;Bière aromatisée ESTRIBOS;5,79;2,670994418;0,158431849;0,541325342;1,231366438;0,654349315;0,071978425;0,013543048
02/01/2024;Viandes et Poissons;Crevettes bio nature L'ASSIETTE BLEUE;5,05;0,12262635;0,06655;0,01510385;0,0240525;0,01515;0,00177;0
28/02/2023;Viandes et Poissons;Pilons de poulet blanc Halal;5,90;4,56043;3;0,83;0,378;0,305;0,0406;0,00683
15/10/2023;Crèmerie et Produits laitiers;Riz au lait   cannelle TEURGOULE DE JANVILLE;1,09;0,172495873;0,121744154;0,001859147;0,014378404;0,032085282;0,002428886;0
10/11/2022;Epicerie sucrée;Bonbons World Mix HARIBO;3,35;0,873879825;0,423745614;0,178078947;0,135763158;0,124008772;0,012283333;0
26/07/2024;Crèmerie et Produits laitiers;Fromage Gouda;2,50;1,290184859;1,071258803;0,059705106;0,09337588;0,05625;0,008098592;0,001496479
03/09/2024;Epicerie salée;Riz Thaï TAUREAU AILE;2,29;0,1917465;0,04205;0,0000965;0;0,099;0,0103;0,0403
22/03/2023;Crèmerie et Produits laitiers;Fromage frais à tartiner Ail et fines herbes Onctueux BOURSIN;2,19;0,917078143;0,761463;0,042439071;0,066372643;0,039983143;0,005756571;0,001063714
26/11/2024;Epicerie sucrée;Biscuit complet au germe de blé GERBLE;1,39;0,257478288;0,139734894;0,031713522;0,050502983;0,031810423;0,003716465;0
11/08/2022;Epicerie salée;Thon entier au naturel MSC SAUPIQUET;3,75;0,926977307;0,671502976;0;0,087239583;0,159412202;0,007552083;0,001270461
02/09/2024;Epicerie sucrée;Café Capsules Compatibles Nespresso Espresso Savoroso Intensité 7 CARREFOUR SELECTION;7,85;0,132177651;0,090688924;0,003764838;0,026832273;0,008361685;0,000200306;0,002329624
31/10/2024;Boissons;Vin Rouge I.G.P. Pays d'Oc LE ROUGE LEGER GIO;4,90;0,951958193;0,225865237;0,024837672;0,509509954;0,174839204;0,011781011;0,005125115
21/02/2023;Crèmerie et Produits laitiers;Parmigiano Reggiano Copeaux AOP TREO;4,29;0,58626;0,48678;0,02713;0,04243;0,02556;0,00368;0,00068
24/12/2024;Boissons;Vin Blanc Sud-Ouest Côtes de Gascogne DIAMONT DE L'HERRE;7,50;0,9514725;0,22575;0,024825;0,50925;0,17475;0,011775;0,0051225
15/02/2025;Boissons;Boisson aux fruits saveur exotique SIMPL;0,99;0,9767934;0,178596;0,02574;0,27324;0,41382;0,071874;0,0135234
21/11/2022;Fruits et Légumes;Tomates rondes en grappe vrac;4,90;0,6256;0,222;0;0;0,298;0,025;0,0806
12/08/2022;Fruits et Légumes;Noix de pécan DACO BELLO;4,55;0,51425;0,38375;0;0,047;0,037;0,006125;0,040375
24/10/2024;Epicerie sucrée;Bonbons bananes LE P'TIT FRIQUET;7,99;1,361932227;0,442223265;0,000184385;0;0,670080675;0,042573358;0,206870544
15/07/2024;Surgelés;Tarte saumon poireaux CARREFOUR CLASSIC';3,09;0,155027942;0,027617876;7,60492E-06;0;0,108870466;0,005603627;0,012928368
24/11/2023;Epicerie sucrée;Bouchées chocolat au lait noisettes et gaufrette FERRERO ROCHER;5,15;1,57796;1,3374;0,0666;0,1444;0,02216;0,0074;0
31/01/2024;Epicerie sucrée;Bonbons halal pastèques SAMIA;2,65;0,29738;0,1442;0,0606;0,0462;0,0422;0,00418;0
20/02/2022;Fruits et Légumes;Pruneau d'Agen dénoyautés PETIT PRIX;7,85;1,0345215;0,64;0,0000215;0;0,298;0,0159;0,0806
13/03/2025;Viandes et Poissons;Maki concombre veggie + sauce IZAKAYA;3,50;0,5122949;0,196;0,0000949;0;0,262;0,0219;0,0323
12/06/2024;Crèmerie et Produits laitiers;Beurre de Baratte Demi-sel Grand Cru LE GALL;3,65;1,9783325;1,82125;0,01255;0,031;0,10175;0,010075;0,0017075
21/05/2022;Epicerie sucrée;Bonbons bananes SEREBIS;1,20;0,0908523;0,0295;0,0000123;0;0,0447;0,00284;0,0138
23/01/2022;Epicerie sucrée;Tablette de Chocolat Caramel Salé KITKAT;2,49;0,1214074;0,065888469;0,014953712;0,02381341;0,014999404;0,001752406;0
01/12/2024;Epicerie salée;Foie gras de canard entier CARREFOUR ORIGINAL;12,75;1,0076125;0,75625;0,13;0,059;0,044875;0,0063375;0,01115
06/12/2024;Viandes et Poissons;Viande Bovine: Rôti** FILIERE QUALITE CARREFOUR;12,73;22,39677978;21,84303811;0,071099822;0,173518216;0,246550461;0,035156763;0,027416411
22/08/2022;Surgelés;Frites allumettes CARREFOUR CLASSIC';2,09;1,457;0,398;0,137;0,247;0,389;0,166;0,12
12/04/2022;Epicerie sucrée;Génoises saveur poire CARREFOUR EXTRA;1,19;0,058122271;0,010354351;2,8512E-06;0;0,04081715;0,002100883;0,004847037
19/12/2024;Epicerie sucrée;Biscuits navette à l'amande BISCUITERIE CASTELLANE;4,25;0,118802047;0,024834157;0;0;0,07858151;0,005698659;0,009687721
17/01/2022;Epicerie sucrée;Thé noir Russian Earl Grey Carrefour CARREFOUR;1,85;0,001569098;0,000806383;0;0,000230035;0,000112678;6,01187E-06;0,000413991
28/09/2024;Epicerie sucrée;Café dosettes extra long corsé SENSEO;4,69;0,15886575;0,109;0,004525;0,03225;0,01005;0,00024075;0,0028
23/12/2024;Produits régionaux et locaux;Café moulu Décaféiné MEO;3,99;0,15886575;0,109;0,004525;0,03225;0,01005;0,00024075;0,0028
30/03/2024;Fruits et Légumes;Salade  Mâche CARREFOUR LE MARCHE;1,50;0,108518125;0,022625;0,000068125;0;0,049625;0,009325;0,026875
10/04/2024;Crèmerie et Produits laitiers;Fromage blanc nature DANONE;2,99;4,68694492;3,891636898;0,21689492;0,339213102;0,204343316;0,029420321;0,005436364
15/11/2024;Boissons;Boisson aux fruits Monster Alarm CAPRI-SUN;3,69;0,989341141;0,180890217;0,026070652;0,27675;0,41913587;0,072797283;0,01369712
16/09/2022;Crèmerie et Produits laitiers;Yaourt vanille Bio PECHALOU;2,55;0,947365;0,515;0,076;0,211;0,1235;0,01845;0,003415
04/07/2022;Crèmerie et Produits laitiers;Fromage Morbier AOP REFLETS DE FRANCE;1,00;1,395857143;1,159;0,064595238;0,10102381;0,060857143;0,008761905;0,001619048
04/07/2023;Viandes et Poissons;Moules de corde FILIERE QUALITE CARREFOUR;7,99;7,455790839;2,77061296;0,000323238;1,721138354;1,344726795;0,226686515;1,392302977
23/05/2023;Fruits et Légumes;Tomates rondes en grappe Bio;2,49;0,3128;0,111;0;0;0,149;0,0125;0,0403
15/01/2025;Viandes et Poissons;Escalopes de saumon;2,60;1,662602762;1,244649022;0,008227848;0,140322209;0,255212888;0,012147296;0,002043498
10/12/2023;Viandes et Poissons;Poke poulet teriyaki SUSHI DAILY;10,75;0,153769107;0,033721559;7,73872E-05;0;0,079392018;0,008259978;0,032318165
08/03/2023;Fruits et Légumes;Myrtille Zéro Résidu;4,50;0,27646767;0,1935;0,00002667;0;0,0738;0,00615;0,002991
07/08/2022;Viandes et Poissons;Maxi maki SUSHI DAILY;14,50;0,130378628;0,028592028;6,56155E-05;0;0,067315358;0,007003517;0,02740211
26/09/2024;Boissons;Sirop de myrtille LES CONFITURIERS DU VIEUX CHERIER;7,35;0,246665;0,0451;0,0065;0,069;0,1045;0,01815;0,003415
10/11/2024;Surgelés;Glace mochis pistaches miel LITTLE MOONS;5,35;0,363848008;0,197792534;0,029188801;0,08103733;0,047431802;0,007085966;0,001311576
06/04/2024;Epicerie sucrée;Confiserie de Chocolat Noir Framboise & Cranberry LINDT SENSATION FRUIT;3,19;1,262209729;1,069785858;0,05327332;0,115505517;0,017725777;0,005919258;0
07/01/2025;Crèmerie et Produits laitiers;Compote Mangue Passion Sans Sucres Ajoutés CARREFOUR CLASSIC';1,19;4,654380711;0,059899329;4,31275E-05;0;4,552348993;0,009903356;0,032185906
04/06/2022;Crèmerie et Produits laitiers;Caffè Latte  Classico    LACTEL;2,99;0,98850431;0,697666667;0,010654023;0,082396839;0,183867816;0,013918966;0
16/12/2023;Crèmerie et Produits laitiers;Fromage Mozzarella Mini GALBANI;2,35;0,879202936;0,730014678;0,040686343;0,063631461;0,038331844;0,005518826;0,001019783
11/07/2022;Crèmerie et Produits laitiers;Plateau raclette JEAN PERRIN;10,90;3,693776879;3,066995376;0,170934682;0,267333526;0,161042775;0,023186127;0,004284393
20/08/2023;Crèmerie et Produits laitiers;Compote pomme sans sucres ajoutés CHARLES & ALICE;2,69;0,326798893;0,073574702;7,59765E-05;0;0,209755952;0,017533036;0,025859226
23/02/2023;Crèmerie et Produits laitiers;Lait Frais Demi-Écrémé  BRIDEL;1,55;1,1505;0,812;0,0124;0,0959;0,214;0,0162;0
15/02/2025;Boissons;Soda goût Original COCA-COLA;4,25;0,975187209;0,178302326;0,025697674;0,272790698;0,413139535;0,071755814;0,013501163
02/10/2024;Boissons;Bière Ambrée d'Alsace 6.3° FISCHER DORELEI;3,09;1,045809724;0,062032915;0,211952261;0,482133166;0,25620603;0,028182663;0,005302688
03/02/2024;Boissons;Vin rouge Coteaux du Languedoc Saint-Saturnin DOMAINE DES MAZES;3,90;0,9514725;0,22575;0,024825;0,50925;0,17475;0,011775;0,0051225
01/01/2024;Fruits et Légumes;Kiwi jaune vrac Bio Sungold;8,99;1,0015;0,479;0,0142;0;0,414;0,0137;0,0806
17/02/2023;Crèmerie et Produits laitiers;Dessert Lacté Protein Chocolat ARLA;1,69;1,57796;1,3374;0,0666;0,1444;0,02216;0,0074;0
17/06/2022;Epicerie sucrée;Tablette de chocolat au lait gaufrettes aux éclats de noisettes MMMax Nussini MILKA;3,95;0,331082763;0,179680451;0,040779363;0,064940106;0,040903964;0,004778879;0
15/04/2024;Viandes et Poissons;Salade choux/oignon/sésame SUSHI DAILY;2,20;0,055615333;0,01219644;2,79895E-05;0;0,028714568;0,002987475;0,01168886
11/12/2022;Epicerie sucrée;Biscuits chocolat LES 2 GOURMANDS;2,99;1,183667938;1,003217762;0,049958354;0,108318113;0,01662278;0,005550928;0
24/04/2024;Epicerie sucrée;Café moulu sélection LES CAFES GAILLARD;4,15;0,15886575;0,109;0,004525;0,03225;0,01005;0,00024075;0,0028
05/08/2024;Surgelés;Glace Bâtonnet Mini Classic, Amande & Chocolat Blanc MAGNUM;4,09;0,481332031;0,261658385;0,038613665;0,107203727;0,062747205;0,009373975;0,001735075
19/02/2024;Epicerie sucrée;Tuiles en chocolat tuiles caramel pointe de sel HAMLET;3,20;0,986225;0,835875;0,041625;0,09025;0,01385;0,004625;0
14/09/2022;Boissons;Bière Aromatisée aux Fruits Rouges RINCE COCHON;5,45;1,009809285;0,059897524;0,204656121;0,465536451;0,24738652;0,027212517;0,005120151
19/05/2024;Epicerie sucrée;Infusion menthe thym, bio ELEPHANT;2,79;0,001133238;0,000582387;0;0,000166136;8,13782E-05;4,34191E-06;0,000298994
28/10/2024;Boissons;Soda Cola ELSASS;1,39;0,617773604;0,112953153;0,016279279;0,172810811;0,261720721;0,045456757;0,008552883
11/08/2024;Boissons;Vin rosé vin de pays du Gard TERRE EULALIE;13,69;6,338519964;1,50390146;0,165379197;3,392521898;1,164149635;0,078442701;0,034125073
27/03/2023;Epicerie sucrée;Café moulu MALONGO;4,55;0,15886575;0,109;0,004525;0,03225;0,01005;0,00024075;0,0028
27/09/2022;Surgelés;Steak Haché 100% Bœuf Halal ISLA DELICE;6,95;8,962418577;8,740830264;0,028451696;0,069436004;0,098660988;0,014068524;0,010971102
08/03/2023;Bio et Ecologie;Lait entier CARREFOUR BIO;8,94;6,903;4,872;0,0744;0,5754;1,284;0,0972;0
02/05/2022;Boissons;Vin blanc  Muscadet Sèvre et Maine sur Lie  DOMAINE DE LA GARNIERE;4,29;0,9514725;0,22575;0,024825;0,50925;0,17475;0,011775;0,0051225
24/02/2023;Crèmerie et Produits laitiers;Yaourt poire ETREZ;1,99;0,1936595;0,0345;0,0000095;0;0,136;0,007;0,01615
11/09/2023;Crèmerie et Produits laitiers;Desserts crème amande MAMIE NOVA;1,65;0,568419;0,309;0,0456;0,1266;0,0741;0,01107;0,002049
15/06/2024;Produits régionaux et locaux;Munster AOP ERMITAGE;3,99;1,17252;0,97356;0,05426;0,08486;0,05112;0,00736;0,00136
25/03/2023;Crèmerie et Produits laitiers;Crème Vanille De Madagascar ISIGNY STE MERE;2,95;0,287625;0,203;0,0031;0,023975;0,0535;0,00405;0
13/05/2023;Epicerie salée;Filets de Maquereaux Bio concassé de tomates  SAUPIQUET;2,99;0,075061958;0,026636437;0;0;0,035755217;0,002999599;0,009670706
01/04/2024;Viandes et Poissons;Maki & You SUSHI DAILY;19,95;0,214786225;0,047102611;0,000108095;0;0,110895564;0,011537619;0,045142336
15/08/2023;Produits régionaux et locaux;Bière Brune Douce PELFORTH;5,29;2,018637025;0,119736827;0,409113314;0,930620397;0,494532578;0,054398584;0,010235326
29/11/2023;Crèmerie et Produits laitiers;Yaourt à la grecque citron CARREFOUR EXTRA;2,39;0,458541196;0,116497487;5,75281E-05;0;0,24380402;0,015312814;0,082869347
29/08/2022;Boissons;Vin  Rosé AOP  L'OPPIDUM;6,75;0,9514725;0,22575;0,024825;0,50925;0,17475;0,011775;0,0051225
28/08/2023;Epicerie sucrée;Infusion Pour Enfants Yodie LES 2 MARMOTTES;5,50;0,002004922;0,001030359;0;0,000293928;0,000143974;7,68169E-06;0,000528979
20/04/2024;Boissons;Vin Blanc Alsace Pinot Gris JEAN GEILER;7,49;0,951155025;0,225674675;0,024816717;0,50908008;0,174691692;0,011771071;0,005120791
28/06/2024;Surgelés;Fraises entières CARREFOUR CLASSIC';3,45;0,33205113;0,147485876;0;0;0,169576271;0,008511299;0,006477684
17/05/2023;Boissons;Vin Rouge S A.O.P. Côtes Du Rhône Bio VIGNERONS DE L'ENCLAVE;17,95;3,808011455;0,903503344;0,099355351;2,038135452;0,699389632;0,047126254;0,020501421
10/03/2024;Fruits et Légumes;Kombucha Thé Fermenté Pétillant à l'Ananas Bio UCHA;3,99;1,021075875;0,276;0,000025875;0;0,48375;0,01905;0,24225
10/02/2025;Boissons;Bière Blonde de Garde REFLETS DE FRANCE;3,09;1,0102725;0,059925;0,20475;0,46575;0,2475;0,027225;0,0051225
01/11/2024;Surgelés;Pizza 4 Fromages CARREFOUR SENSATION;3,45;3,343135537;2,775852893;0,154708264;0,241956198;0,145755372;0,020985124;0,003877686
01/01/2022;Crèmerie et Produits laitiers;Fromage à Tartiner Ail Et Fines Herbes  RONDELE;1,85;0,732825;0,608475;0,0339125;0,0530375;0,03195;0,0046;0,00085
02/10/2022;Surgelés;Légumes cuisinés pommes de terre PAYSAN BRETON;3,85;0,3063451;0,068969786;7,12212E-05;0;0,19662768;0,016435673;0,024240741
17/06/2022;Crèmerie et Produits laitiers;Yaourts L'emprésuré café MALO;1,99;0,3177315;0,218;0,00905;0,0645;0,0201;0,0004815;0,0056
07/08/2024;Surgelés;Plat cuisiné nouilles à la chinoise au poulet MARIE;6,85;4,104986268;2,700394218;0,747109067;0,340249671;0,274540079;0,036545335;0,006147898
07/01/2023;Fruits et Légumes;Pommes bicolores;2,21;0,346965665;0,078115;0,000080665;0;0,2227;0,018615;0,027455
07/06/2023;Boissons;Bière Blonde IPA LAGUNITAS;2,99;0,673515;0,03995;0,1365;0,3105;0,165;0,01815;0,003415
12/05/2023;Fruits et Légumes;Noix de cajou concassées ALNATURA;3,75;1,2342;0,921;0;0,1128;0,0888;0,0147;0,0969
28/08/2022;Epicerie salée;Riz long grain BEN'S ORIGINAL;3,65;2,01458575;1,61;0,00013575;0,0381;0,346;0,02035;0
04/05/2023;Boissons;Vin Rouge A.O.P. Bourgogne Hautes Côtes de Nuits ESSENTIEL GRANDE CUVEE;10,49;0,951245797;0,225696212;0,024819085;0,509128663;0,174708363;0,011772194;0,005121279
27/02/2024;Crèmerie et Produits laitiers;Skyr Cerise 0% MG DANONE;2,45;0,575241534;0,211036339;3,56124E-05;0,216641992;0,112772544;0,008177658;0,026577389
03/03/2025;Epicerie salée;Riz de Camargue IGP REFLETS DE FRANCE;1,95;0,80500865;0,643340164;5,42444E-05;0,015224385;0,138258197;0,00813166;0
24/03/2023;Crèmerie et Produits laitiers;Dés de fromage en dés CARREFOUR CLASSIC';1,75;0,879138817;0,72996144;0,040683376;0,063626821;0,038329049;0,005518423;0,001019709
17/07/2022;Fruits et Légumes;Citrons PETIT PRIX;1,49;0,3817979;0,097;0,0000479;0;0,203;0,01275;0,069
21/03/2024;Fruits et Légumes;Champignon brun Bio;2,25;1,2350018;1,148;0,0000818;0;0,0596;0,0112;0,01612
23/03/2022;Surgelés;Glace Bâtonnet Mini Classic MAGNUM;4,09;0,471664376;0,256402921;0,037838101;0,105050517;0,061486914;0,009185697;0,001700225
04/03/2024;Crèmerie et Produits laitiers;Fromage de brebis Le Trassou;4,54;0,703573989;0,58418747;0,032558869;0,050920486;0,030674703;0,004416389;0,000816072
13/12/2022;Epicerie sucrée;Bonbons chocolat Nounours guimauve CARREFOUR CLASSIC';6,59;1,4869;0,721;0,303;0,231;0,211;0,0209;0
16/09/2023;Boissons;Vin Rouge A.O.P. languedoc Saint-Saturnin BELLE DE SOIE;6,95;0,951130367;0,225668824;0,024816073;0,509066882;0,174687163;0,011770766;0,005120658
20/03/2023;Crèmerie et Produits laitiers;Crème Légère Semi-Épaisse 18% Mg CARREFOUR CLASSIC';2,15;0,690942737;0,487653631;0,007446927;0,057593575;0,128519553;0,00972905;0
20/06/2024;Surgelés;Haché  au bœuf 20% MG;7,59;19,61158674;19,12670664;0,062258072;0,151940037;0,215890221;0,030784779;0,024006993
02/02/2025;Epicerie sucrée;Tablette de chocolat Noir Gaufrette LINDT EXCELLENCE;2,25;0,12262635;0,06655;0,01510385;0,0240525;0,01515;0,00177;0
23/10/2022;Crèmerie et Produits laitiers;Fromage à raclette au lait cru;5,00;2,051294612;1,703219034;0,094926522;0,148460462;0,08943317;0,012876137;0,002379286
10/02/2025;Boissons;Vin Rosé I.G.P. Pays d'Oc Cinsault Et Grenache L'HERITAGE DE CARILLAN;25,15;12,66112877;3,004027778;0,330343254;6,776527778;2,325376984;0,156688492;0,068164484
17/09/2022;Viandes et Poissons;Viande bovine : rumsteak*** à rôtir Viande Limousine ATELIER DE GUSTAVE;2,11;7,807047384;7,614024659;0,024783906;0,060484808;0,085942316;0,01225491;0,009556786
11/10/2024;Epicerie sucrée;Œuf en Chocolat Le Bon Praliné Chocolat au Lait ABTEY;6,75;1,97245;1,67175;0,08325;0,1805;0,0277;0,00925;0
12/02/2025;Crèmerie et Produits laitiers;Lait Sans Lactose Matin Léger LACTEL;1,61;0,57525;0,406;0,0062;0,04795;0,107;0,0081;0
10/06/2024;Crèmerie et Produits laitiers;Moissac La Fromagerie des Cévennes DES CEVENNES;8,85;1,46565;1,21695;0,067825;0,106075;0,0639;0,0092;0,0017
26/07/2022;Crèmerie et Produits laitiers;Camembert Spécial Affiné LE RUSTIQUE;2,95;1,523759471;1,265199119;0,070514097;0,110280617;0,06643348;0,009564758;0,001767401
06/02/2023;Crèmerie et Produits laitiers;Crème dessert café CARREFOUR;0,91;0,947365;0,515;0,076;0,211;0,1235;0,01845;0,003415
26/04/2022;Boissons;Bière Sans Alcool Aromatisée au jus d'Agrumes 0,0% TOURTEL TWIST;4,59;2,224053129;0,131921223;0,450744604;1,025320144;0,544856115;0,059934173;0,011276871
17/03/2025;Viandes et Poissons;Cordon Bleu de Dinde PERE DODU;2,65;0,2452527;0,1331;0,0302077;0,048105;0,0303;0,00354;0
13/01/2022;Boissons;Vin Blanc A.O.P. Val de Loire Gros Plant Du Pays Nantais VIGNERO;3,59;0,950810376;0,225592902;0,024807724;0,508895616;0,174628392;0,011766806;0,005118935
14/03/2024;Crèmerie et Produits laitiers;Yaourt aux fruits bifidus abricot ACTIVIA;1,95;0,725754;0,1735;0,000054;0,3285;0,171;0,0124;0,0403
28/03/2024;Boissons;Vin blanc de France Frais Et Fruité PAPOTE;5,10;0,9514725;0,22575;0,024825;0,50925;0,17475;0,011775;0,0051225
11/11/2024;Crèmerie et Produits laitiers;Fromage de Chèvre Au Lait Cru AOP VERNEUIL;6,49;1,289772;1,070916;0,059686;0,093346;0,056232;0,008096;0,001496
15/05/2024;Epicerie sucrée;Café dosettes Compatibles Senseo Espresso MEO;4,10;0,240128876;0,16475576;0,006839631;0,048746544;0,015190783;0,000363899;0,004232258
27/07/2023;Viandes et Poissons;Crevettes cuites 40/60;2,67;6,1035684;5,37;0,0000384;0,2055;0,378;0,02703;0,123
26/10/2022;Crèmerie et Produits laitiers;Ricotta CARREFOUR CLASSIC';1,19;1,46565;1,21695;0,067825;0,106075;0,0639;0,0092;0,0017
07/09/2022;Epicerie sucrée;Barres chocolatées Biscuits Enrobés de Chocolat et Caramel TWIX;1,09;0,39449;0,33435;0,01665;0,0361;0,00554;0,00185;0
25/10/2022;Crèmerie et Produits laitiers;Fromage en dés au basilic PETIT MARCHE;2,55;0,703512;0,584136;0,032556;0,050916;0,030672;0,004416;0,000816
15/06/2022;Fruits et Légumes;Figues  fraîches vrac;6,99;0,611508;0,179;0,000108;0;0,327;0,0248;0,0806
16/05/2023;Crèmerie et Produits laitiers;Yaourt à boire aromatisé vanille YOP;1,85;1,607913073;0,874082569;0,128990826;0,358119266;0,209610092;0,03131422;0,005796101
17/12/2022;Boissons;Vin Rosé I.G.P. Pays d'Oc AUTREMENT GRENACHE ROSE;6,09;0,9514725;0,22575;0,024825;0,50925;0,17475;0,011775;0,0051225
17/11/2024;Epicerie sucrée;Chocolat au lait RAGUSA;6,45;1,041531109;0,882749693;0,043959271;0,095311093;0,014626688;0,004884363;0
31/12/2024;Surgelés;Glace Crème Glacée Vanille De Madagascar CARTE D'OR;3,19;0,695533797;0,378101266;0,055797468;0,154911392;0,090670886;0,01354557;0,002507215
27/09/2024;Boissons;Vin blanc  Jurançon doux  DOMAINE LOUSTALE;8,95;0,951738349;0,225813076;0,024831936;0,509392288;0,174798826;0,01177829;0,005123931
23/04/2022;Epicerie sucrée;Tablette de Chocolat au lait fourré lait CARREFOUR CLASSIC';1,99;0,2452527;0,1331;0,0302077;0,048105;0,0303;0,00354;0
28/11/2024;Boissons;Vin Rouge A.O.P. Côtes Du Rhône Prestige CELLIER DES DAUPHINS;8,95;1,901882496;0,451247906;0,049622278;1,017931323;0,349304858;0,023536851;0,01023928
03/01/2024;Viandes et Poissons;Cordons bleus halal dinde REGHALAL;2,89;0,3068313;0,166519048;0,037792317;0,060183312;0,037907792;0,004428831;0
12/09/2024;Fruits et Légumes;Pommes de terre  vapeur  raclette, gratin, rissolées  FILIERE QUALITE CARREFOUR;3,00;0,8163898;0,1838;0,0001898;0;0,524;0,0438;0,0646
13/06/2024;Crèmerie et Produits laitiers;Fromage blanc nature 7% MG ORVAL;6,85;11,74234211;9,749833333;0,543393275;0,849840643;0,511947368;0,073707602;0,013619883
10/01/2024;Epicerie sucrée;Bonbons Cœur de Pêche VICKYZZZ;1,20;0,14869;0,0721;0,0303;0,0231;0,0211;0,00209;0
06/07/2022;Crèmerie et Produits laitiers;Yaourt nature Bio MALO;1,79;0,947365;0,515;0,076;0,211;0,1235;0,01845;0,003415
21/09/2023;Boissons;Sirop fraise CARREFOUR ORIGINAL;2,95;0,49333;0,0902;0,013;0,138;0,209;0,0363;0,00683
21/06/2022;Surgelés;Pommes de terre bouchées potato pop's MCCAIN;3,25;0,265326685;0,059735;0,000061685;0;0,1703;0,014235;0,020995
02/08/2022;Crèmerie et Produits laitiers;Boisson Lactée Sans Lactose Protéinée Chocolat LINDAHLS PRO +;2,19;0,868825862;0,6132;0,009364138;0,072421034;0,161606897;0,012233793;0
12/04/2024;Epicerie salée;Riz long grain méditerranée TAUREAU AILE;2,29;0,307062577;0,067338811;0,000154535;0;0,158538462;0,016494406;0,064536364
12/12/2022;Crèmerie et Produits laitiers;Yaourt à boire chocolat milkshake DANETTE;2,89;3,9449;3,3435;0,1665;0,361;0,0554;0,0185;0
15/05/2022;Surgelés;Pizza quattro formaggi ALBERTO;2,25;1,152012802;0,85455192;0,089615932;0,081294452;0,082894737;0,013346373;0,030309388
30/04/2023;Viandes et Poissons;Poulet  jaune bio NATURE DE FRANCE;37,42;7,524307346;4,94973545;1,369426808;0,623666667;0,503223104;0,06698642;0,011268898
05/05/2023;Boissons;Sirop Cassis TEISSEIRE;3,25;0,295815959;0,054086716;0,007795203;0,082749077;0,125322878;0,021766605;0,00409548
